KPI_Name,parent,node,Tier,sys,ml_dc_1,ml_dc_2,frst_flt_ind,station,fleet,Baseline,Baseline_Num,Baseline_Den,Goal,Stretch,Contribution,Goal_Num,Goal_Den,Source,Goal_Yr,YTD_Num,YTD_Den
D0,sys/DL/DL,SGF,4.1,sys,DL,DL,,SGF,,51.5,240,466,54.08,5.00%,0.00031169640769890126,252.0,466,Cascaded,2027,252.0,466
D0,sys/DL/DL,SHV,4.1,sys,DL,DL,,SHV,,0.0,0,1,0.0,0.00%,0.0,0.0,1,Cascaded,2027,0.0,1
D0,sys/DL/DL,SJC,4.1,sys,DL,DL,,SJC,,80.58,2158,2678,84.61,5.00%,0.002802670199225954,2265.9,2678,Cascaded,2027,2265.9,2678
D0,sys/DL/DL,SJD,4.1,sys,DL,DL,,SJD,,66.9,1364,2039,70.24,5.00%,0.0017714745837554221,1432.2,2039,Cascaded,2027,1432.2,2039
D0,sys/DL/DL,SJO,4.1,sys,DL,DL,,SJO,,65.87,384,583,69.16,5.00%,0.0004987142523182421,403.2,583,Cascaded,2027,403.2,583
D0,sys/DL/DL,SJU,4.1,sys,DL,DL,,SJU,,73.27,2621,3577,76.94,5.00%,0.0034039845190784175,2752.05,3577,Cascaded,2027,2752.05,3577
D0,sys/DL/DL,SKB,4.1,sys,DL,DL,,SKB,,46.3,25,54,48.61,5.00%,3.2468375801968884e-05,26.25,54,Cascaded,2027,26.25,54
D0,sys/DL/DL,SLC,4.1,sys,DL,DL,,SLC,,68.16,38891,57057,71.57,5.00%,0.050509104132574874,40835.55,57057,Cascaded,2027,40835.55,57057
D0,sys/DL/DL,SMF,4.1,sys,DL,DL,,SMF,,80.58,2780,3450,84.61,5.00%,0.0036104833891789398,2919.0,3450,Cascaded,2027,2919.0,3450
D0,sys/DL/DL,SNA,4.1,sys,DL,DL,,SNA,,64.61,2943,4555,67.84,5.00%,0.0038221771994077767,3090.15,4555,Cascaded,2027,3090.15,4555
D0,sys/DL/DL,SNN,4.1,sys,DL,DL,,SNN,,78.57,88,112,82.5,5.00%,0.00011428868282293047,92.4,112,Cascaded,2027,92.4,112
D0,sys/DL/DL,SRQ,4.1,sys,DL,DL,,SRQ,,71.83,2333,3248,75.42,5.00%,0.003029948829839736,2449.65,3248,Cascaded,2027,2449.65,3248
D0,sys/DL/DL,STI,4.1,sys,DL,DL,,STI,,67.61,720,1065,70.99,5.00%,0.0009350892230967038,756.0,1065,Cascaded,2027,756.0,1065
D0,sys/DL/DL,STL,4.1,sys,DL,DL,,STL,,78.14,4090,5234,82.05,5.00%,0.005311826281202109,4294.5,5234,Cascaded,2027,4294.5,5234
D0,sys/DL/DL,STT,4.1,sys,DL,DL,,STT,,64.03,673,1051,67.24,5.00%,0.0008740486765890023,706.65,1051,Cascaded,2027,706.65,1051
D0,sys/DL/DL,STX,4.1,sys,DL,DL,,STX,,36.07,44,122,37.87,5.00%,5.7144341411465234e-05,46.2,122,Cascaded,2027,46.2,122
D0,sys/DL/DL,SXM,4.1,sys,DL,DL,,SXM,,52.64,279,530,55.27,5.00%,0.0003623470739499727,292.95,530,Cascaded,2027,292.95,530
D0,sys/DL/DL,SYD,4.1,sys,DL,DL,,SYD,,70.6,293,415,74.13,5.00%,0.0003805293643990753,307.65,415,Cascaded,2027,307.65,415
D0,sys/DL/DL,SYR,4.1,sys,DL,DL,,SYR,,73.94,1024,1385,77.63,5.00%,0.0013299046728486453,1075.2,1385,Cascaded,2027,1075.2,1385
D0,sys/DL/DL,TLH,4.1,sys,DL,DL,,TLH,,76.74,1422,1853,80.58,5.00%,0.00184680121561599,1493.1,1853,Cascaded,2027,1493.1,1853
D0,sys/DL/DL,TLV,4.1,sys,DL,DL,,TLV,,57.63,136,236,60.51,5.00%,0.00017662796436271073,142.8,236,Cascaded,2027,142.8,236
D0,sys/DL/DL,TPA,4.1,sys,DL,DL,,TPA,,64.73,9002,13907,67.97,5.00%,0.011691212758772955,9452.1,13907,Cascaded,2027,9452.1,13907
D0,sys/DL/DL,TPE,4.1,sys,DL,DL,,TPE,,69.17,249,360,72.62,5.00%,0.00032338502298761006,261.45,360,Cascaded,2027,261.45,360
D0,sys/DL/DL,TQO,4.1,sys,DL,DL,,TQO,,82.12,271,330,86.23,5.00%,0.0003519571936933427,284.55,330,Cascaded,2027,284.55,330
D0,sys/DL/DL,TRI,4.1,sys,DL,DL,,TRI,,66.41,255,384,69.73,5.00%,0.0003311774331800826,267.75,384,Cascaded,2027,267.75,384
D0,sys/DL/DL,TUL,4.1,sys,DL,DL,,TUL,,73.23,1130,1543,76.9,5.00%,0.0014675705862489934,1186.5,1543,Cascaded,2027,1186.5,1543
D0,sys/DL/DL,TUS,4.1,sys,DL,DL,,TUS,,79.12,864,1092,83.08,5.00%,0.0011221070677160446,907.2,1092,Cascaded,2027,907.2,1092
D0,sys/DL/DL,TVC,4.1,sys,DL,DL,,TVC,,68.89,310,450,72.33,5.00%,0.00040260785994441416,325.5,450,Cascaded,2027,325.5,450
D0,sys/DL/DL,TYS,4.1,sys,DL,DL,,TYS,,72.61,1217,1676,76.24,5.00%,0.0015805605340398453,1277.85,1676,Cascaded,2027,1277.85,1676
D0,sys/DL/DL,UIO,4.1,sys,DL,DL,,UIO,,66.39,241,363,69.71,5.00%,0.00031299514273098,253.05,363,Cascaded,2027,253.05,363
D0,sys/DL/DL,UVF,4.1,sys,DL,DL,,UVF,,73.28,266,363,76.94,5.00%,0.0003454635185329489,279.3,363,Cascaded,2027,279.3,363
D0,sys/DL/DL,VCE,4.1,sys,DL,DL,,VCE,,70.02,376,537,73.52,5.00%,0.000488324372061612,394.8,537,Cascaded,2027,394.8,537
D0,sys/DL/DL,VPS,4.1,sys,DL,DL,,VPS,,70.53,1857,2633,74.05,5.00%,0.0024117509545702486,1949.85,2633,Cascaded,2027,1949.85,2633
D0,sys/DL/DL,XNA,4.1,sys,DL,DL,,XNA,,73.26,285,389,76.93,5.00%,0.0003701394841424453,299.25,389,Cascaded,2027,299.25,389
D0,sys/DL/DL,YUL,4.1,sys,DL,DL,,YUL,,73.63,723,982,77.31,5.00%,0.0009389854281929401,759.15,982,Cascaded,2027,759.15,982
D0,sys/DL/DL,YVR,4.1,sys,DL,DL,,YVR,,75.76,500,660,79.55,5.00%,0.0006493675160393777,525.0,660,Cascaded,2027,525.0,660
D0,sys/DL/DL,YYC,4.1,sys,DL,DL,,YYC,,68.25,387,567,71.67,5.00%,0.0005026104574144783,406.35,567,Cascaded,2027,406.35,567
D0,sys/DL/DL,YYZ,4.1,sys,DL,DL,,YYZ,,61.62,1063,1725,64.7,5.00%,0.001380555339099717,1116.15,1725,Cascaded,2027,1116.15,1725
D0,sys/DL/DL,ZRH,4.1,sys,DL,DL,,ZRH,,60.56,301,497,63.59,5.00%,0.00039091924465570535,316.05,497,Cascaded,2027,316.05,497
D0,sys/DC/9E/ABE,CRJ-700,5.1,sys,DC,9E,,ABE,CRJ-700,83.25,159,191,87.41,5.00%,0.22779369627507162,166.95,191,Cascaded,2027,166.95,191
D0,sys/DC/9E/ABE,CRJ-900,5.1,sys,DC,9E,,ABE,CRJ-900,63.86,539,844,67.06,5.00%,0.7722063037249284,565.95,844,Cascaded,2027,565.9499999999999,844
D0,sys/DC/9E/ABY,CRJ-700,5.1,sys,DC,9E,,ABY,CRJ-700,79.55,319,401,83.53,5.00%,0.7705314009661836,334.95,401,Cascaded,2027,334.95,401
D0,sys/DC/9E/ABY,CRJ-900,5.1,sys,DC,9E,,ABY,CRJ-900,66.9,95,142,70.25,5.00%,0.22946859903381642,99.75,142,Cascaded,2027,99.75,142
D0,sys/DC/9E/AEX,CRJ-700,5.1,sys,DC,9E,,AEX,CRJ-700,77.9,571,733,81.79,5.00%,0.7603195739014648,599.55,733,Cascaded,2027,599.5500000000001,733
D0,sys/DC/9E/AEX,CRJ-900,5.1,sys,DC,9E,,AEX,CRJ-900,64.29,180,280,67.5,5.00%,0.2396804260985353,189.0,280,Cascaded,2027,189.00000000000003,280
D0,sys/DC/9E/AGS,CRJ-700,5.1,sys,DC,9E,,AGS,CRJ-700,70.26,293,417,73.78,5.00%,0.23070866141732282,307.65,417,Cascaded,2027,307.65,417
D0,sys/DC/9E/AGS,CRJ-900,5.1,sys,DC,9E,,AGS,CRJ-900,69.59,977,1404,73.07,5.00%,0.7692913385826772,1025.85,1404,Cascaded,2027,1025.85,1404
D0,sys/DC/9E/ALB,CRJ-700,5.1,sys,DC,9E,,ALB,CRJ-700,66.67,20,30,70.0,5.00%,0.03189792663476874,21.0,30,Cascaded,2027,21.0,30
D0,sys/DC/9E/ALB,CRJ-900,5.1,sys,DC,9E,,ALB,CRJ-900,79.35,607,765,83.31,5.00%,0.9681020733652312,637.35,765,Cascaded,2027,637.35,765
D0,sys/DC/9E/ATL,CRJ-700,5.1,sys,DC,9E,,ATL,CRJ-700,68.17,7964,11682,71.58,5.00%,0.3593376347967333,8362.2,11682,Cascaded,2027,8362.2,11682
D0,sys/DC/9E/ATL,CRJ-900,5.1,sys,DC,9E,,ATL,CRJ-900,66.46,14199,21366,69.78,5.00%,0.6406623652032667,14908.95,21366,Cascaded,2027,14908.95,21366
D0,sys/DC/9E/ATW,CRJ-900,5.1,sys,DC,9E,,ATW,CRJ-900,68.18,30,44,71.59,5.00%,1.0,31.5,44,Cascaded,2027,31.5,44
D0,sys/DC/9E/AUS,CRJ-900,5.1,sys,DC,9E,,AUS,CRJ-900,69.19,732,1058,72.65,5.00%,1.0,768.6,1058,Cascaded,2027,768.6,1058
D0,sys/DC/9E/AVL,CRJ-700,5.1,sys,DC,9E,,AVL,CRJ-700,72.62,61,84,76.25,5.00%,0.09384615384615384,64.05,84,Cascaded,2027,64.05,84
D0,sys/DC/9E/AVL,CRJ-900,5.1,sys,DC,9E,,AVL,CRJ-900,64.23,589,917,67.44,5.00%,0.9061538461538462,618.45,917,Cascaded,2027,618.45,917
D0,sys/DC/9E/AZO,CRJ-700,5.1,sys,DC,9E,,AZO,CRJ-700,68.18,15,22,71.59,5.00%,0.6818181818181818,15.75,22,Cascaded,2027,15.75,22
D0,sys/DC/9E/AZO,CRJ-900,5.1,sys,DC,9E,,AZO,CRJ-900,46.67,7,15,49.0,5.00%,0.3181818181818182,7.35,15,Cascaded,2027,7.3500000000000005,15
D0,sys/DC/9E/BGM,CRJ-700,5.1,sys,DC,9E,,BGM,CRJ-700,23.08,3,13,24.23,5.00%,1.0,3.15,13,Cascaded,2027,3.15,13
D0,sys/DC/9E/BGR,CRJ-900,5.1,sys,DC,9E,,BGR,CRJ-900,77.93,939,1205,81.82,5.00%,1.0,985.95,1205,Cascaded,2027,985.95,1205
D0,sys/DC/9E/BHM,CRJ-700,5.1,sys,DC,9E,,BHM,CRJ-700,68.0,51,75,71.4,5.00%,0.04961089494163424,53.55,75,Cascaded,2027,53.550000000000004,75
D0,sys/DC/9E/BHM,CRJ-900,5.1,sys,DC,9E,,BHM,CRJ-900,70.54,977,1385,74.07,5.00%,0.9503891050583657,1025.85,1385,Cascaded,2027,1025.8500000000001,1385
D0,sys/DC/9E/BIS,CRJ-700,5.1,sys,DC,9E,,BIS,CRJ-700,73.91,17,23,77.61,5.00%,0.03333333333333333,17.85,23,Cascaded,2027,17.85,23
D0,sys/DC/9E/BIS,CRJ-900,5.1,sys,DC,9E,,BIS,CRJ-900,72.39,493,681,76.01,5.00%,0.9666666666666667,517.65,681,Cascaded,2027,517.65,681
D0,sys/DC/9E/BMI,CRJ-700,5.1,sys,DC,9E,,BMI,CRJ-700,71.83,51,71,75.42,5.00%,0.10450819672131148,53.55,71,Cascaded,2027,53.55,71
D0,sys/DC/9E/BMI,CRJ-900,5.1,sys,DC,9E,,BMI,CRJ-900,74.7,437,585,78.44,5.00%,0.8954918032786885,458.85,585,Cascaded,2027,458.84999999999997,585
D0,sys/DC/9E/BNA,CRJ-700,5.1,sys,DC,9E,,BNA,CRJ-700,100.0,1,1,105.0,5.00%,0.0005841121495327102,1.05,1,Cascaded,2027,1.05,1
D0,sys/DC/9E/BNA,CRJ-900,5.1,sys,DC,9E,,BNA,CRJ-900,67.84,1711,2522,71.24,5.00%,0.9994158878504673,1796.55,2522,Cascaded,2027,1796.5500000000002,2522
D0,sys/DC/9E/BQK,CRJ-700,5.1,sys,DC,9E,,BQK,CRJ-700,76.01,583,767,79.81,5.00%,0.7660972404730617,612.15,767,Cascaded,2027,612.1500000000001,767
D0,sys/DC/9E/BQK,CRJ-900,5.1,sys,DC,9E,,BQK,CRJ-900,62.24,178,286,65.35,5.00%,0.23390275952693823,186.9,286,Cascaded,2027,186.9,286
D0,sys/DC/9E/BTR,CRJ-700,5.1,sys,DC,9E,,BTR,CRJ-700,48.6,52,107,51.03,5.00%,0.13231552162849872,54.6,107,Cascaded,2027,54.6,107
D0,sys/DC/9E/BTR,CRJ-900,5.1,sys,DC,9E,,BTR,CRJ-900,61.55,341,554,64.63,5.00%,0.8676844783715013,358.05,554,Cascaded,2027,358.05,554
D0,sys/DC/9E/BTV,CRJ-700,5.1,sys,DC,9E,,BTV,CRJ-700,70.59,24,34,74.12,5.00%,0.016842105263157894,25.2,34,Cascaded,2027,25.2,34
D0,sys/DC/9E/BTV,CRJ-900,5.1,sys,DC,9E,,BTV,CRJ-900,76.98,1401,1820,80.83,5.00%,0.9831578947368421,1471.05,1820,Cascaded,2027,1471.05,1820
D0,sys/DC/9E/BUF,CRJ-700,5.1,sys,DC,9E,,BUF,CRJ-700,45.87,50,109,48.17,5.00%,0.03232062055591468,52.5,109,Cascaded,2027,52.50000000000001,109
D0,sys/DC/9E/BUF,CRJ-900,5.1,sys,DC,9E,,BUF,CRJ-900,71.25,1497,2101,74.81,5.00%,0.9676793794440853,1571.85,2101,Cascaded,2027,1571.8500000000001,2101
D0,sys/DC/9E/BWI,CRJ-900,5.1,sys,DC,9E,,BWI,CRJ-900,100.0,2,2,105.0,5.00%,1.0,2.1,2,Cascaded,2027,2.1,2
D0,sys/DC/9E/CAE,CRJ-700,5.1,sys,DC,9E,,CAE,CRJ-700,60.89,109,179,63.94,5.00%,0.12442922374429223,114.45,179,Cascaded,2027,114.45,179
D0,sys/DC/9E/CAE,CRJ-900,5.1,sys,DC,9E,,CAE,CRJ-900,69.79,767,1099,73.28,5.00%,0.8755707762557078,805.35,1099,Cascaded,2027,805.35,1099
D0,sys/DC/9E/CHA,CRJ-700,5.1,sys,DC,9E,,CHA,CRJ-700,64.72,776,1199,67.96,5.00%,0.4330357142857143,814.8,1199,Cascaded,2027,814.8000000000001,1199
D0,sys/DC/9E/CHA,CRJ-900,5.1,sys,DC,9E,,CHA,CRJ-900,71.45,1016,1422,75.02,5.00%,0.5669642857142857,1066.8,1422,Cascaded,2027,1066.8000000000002,1422
D0,sys/DC/9E/CHO,CRJ-700,5.1,sys,DC,9E,,CHO,CRJ-700,67.39,186,276,70.76,5.00%,0.1409090909090909,195.3,276,Cascaded,2027,195.3,276
D0,sys/DC/9E/CHO,CRJ-900,5.1,sys,DC,9E,,CHO,CRJ-900,75.6,1134,1500,79.38,5.00%,0.8590909090909091,1190.7,1500,Cascaded,2027,1190.7,1500
D0,sys/DC/9E/CHS,CRJ-700,5.1,sys,DC,9E,,CHS,CRJ-700,59.46,22,37,62.43,5.00%,0.016897081413210446,23.1,37,Cascaded,2027,23.1,37
D0,sys/DC/9E/CHS,CRJ-900,5.1,sys,DC,9E,,CHS,CRJ-900,69.68,1280,1837,73.16,5.00%,0.9831029185867896,1344.0,1837,Cascaded,2027,1344.0000000000002,1837
D0,sys/DC/9E/CID,CRJ-700,5.1,sys,DC,9E,,CID,CRJ-700,58.33,42,72,61.25,5.00%,0.10741687979539642,44.1,72,Cascaded,2027,44.1,72
D0,sys/DC/9E/CID,CRJ-900,5.1,sys,DC,9E,,CID,CRJ-900,62.43,349,559,65.55,5.00%,0.8925831202046036,366.45,559,Cascaded,2027,366.45,559
D0,sys/DC/9E/CLE,CRJ-700,5.1,sys,DC,9E,,CLE,CRJ-700,65.62,126,192,68.91,5.00%,0.05265357292101964,132.3,192,Cascaded,2027,132.3,192
D0,sys/DC/9E/CLE,CRJ-900,5.1,sys,DC,9E,,CLE,CRJ-900,67.43,2267,3362,70.8,5.00%,0.9473464270789803,2380.35,3362,Cascaded,2027,2380.35,3362
D0,sys/DC/9E/CLT,CRJ-700,5.1,sys,DC,9E,,CLT,CRJ-700,48.28,28,58,50.69,5.00%,0.019787985865724382,29.4,58,Cascaded,2027,29.4,58
D0,sys/DC/9E/CLT,CRJ-900,5.1,sys,DC,9E,,CLT,CRJ-900,65.03,1387,2133,68.28,5.00%,0.9802120141342756,1456.35,2133,Cascaded,2027,1456.35,2133
D0,sys/DC/9E/CMH,CRJ-700,5.1,sys,DC,9E,,CMH,CRJ-700,71.72,175,244,75.31,5.00%,0.22123893805309736,183.75,244,Cascaded,2027,183.75000000000003,244
D0,sys/DC/9E/CMH,CRJ-900,5.1,sys,DC,9E,,CMH,CRJ-900,66.02,616,933,69.32,5.00%,0.7787610619469026,646.8,933,Cascaded,2027,646.8000000000001,933
D0,sys/DC/9E/CRW,CRJ-700,5.1,sys,DC,9E,,CRW,CRJ-700,73.1,394,539,76.75,5.00%,0.5449515905947441,413.7,539,Cascaded,2027,413.7,539
D0,sys/DC/9E/CRW,CRJ-900,5.1,sys,DC,9E,,CRW,CRJ-900,64.64,329,509,67.87,5.00%,0.45504840940525587,345.45,509,Cascaded,2027,345.45,509
D0,sys/DC/9E/CSG,CRJ-700,5.1,sys,DC,9E,,CSG,CRJ-700,65.33,245,375,68.6,5.00%,0.5645161290322581,257.25,375,Cascaded,2027,257.25,375
D0,sys/DC/9E/CSG,CRJ-900,5.1,sys,DC,9E,,CSG,CRJ-900,60.97,189,310,64.02,5.00%,0.43548387096774194,198.45,310,Cascaded,2027,198.45,310
D0,sys/DC/9E/CVG,CRJ-700,5.1,sys,DC,9E,,CVG,CRJ-700,45.78,38,83,48.07,5.00%,0.007461221284115452,39.9,83,Cascaded,2027,39.900000000000006,83
D0,sys/DC/9E/CVG,CRJ-900,5.1,sys,DC,9E,,CVG,CRJ-900,70.52,5055,7168,74.05,5.00%,0.9925387787158846,5307.75,7168,Cascaded,2027,5307.750000000001,7168
D0,sys/DC/9E/CWA,CRJ-700,5.1,sys,DC,9E,,CWA,CRJ-700,70.83,17,24,74.38,5.00%,0.03063063063063063,17.85,24,Cascaded,2027,17.85,24
D0,sys/DC/9E/CWA,CRJ-900,5.1,sys,DC,9E,,CWA,CRJ-900,77.86,538,691,81.75,5.00%,0.9693693693693693,564.9,691,Cascaded,2027,564.9,691
D0,sys/DC/9E/DAY,CRJ-900,5.1,sys,DC,9E,,DAY,CRJ-900,73.45,83,113,77.12,5.00%,1.0,87.15,113,Cascaded,2027,87.15,113
D0,sys/DC/9E/DCA,CRJ-900,5.1,sys,DC,9E,,DCA,CRJ-900,56.58,1230,2174,59.41,5.00%,1.0,1291.5,2174,Cascaded,2027,1291.5,2174
D0,sys/DC/9E/DHN,CRJ-700,5.1,sys,DC,9E,,DHN,CRJ-700,77.82,463,595,81.71,5.00%,0.6576704545454546,486.15,595,Cascaded,2027,486.15000000000003,595
D0,sys/DC/9E/DHN,CRJ-900,5.1,sys,DC,9E,,DHN,CRJ-900,71.73,241,336,75.31,5.00%,0.34232954545454547,253.05,336,Cascaded,2027,253.05,336
D0,sys/DC/9E/DLH,CRJ-700,5.1,sys,DC,9E,,DLH,CRJ-700,100.0,1,1,105.0,5.00%,0.004878048780487805,1.05,1,Cascaded,2027,1.05,1
D0,sys/DC/9E/DLH,CRJ-900,5.1,sys,DC,9E,,DLH,CRJ-900,78.16,204,261,82.07,5.00%,0.9951219512195122,214.2,261,Cascaded,2027,214.2,261
D0,sys/DC/9E/DSM,CRJ-700,5.1,sys,DC,9E,,DSM,CRJ-700,83.33,65,78,87.5,5.00%,0.03292806484295846,68.25,78,Cascaded,2027,68.25000000000001,78
D0,sys/DC/9E/DSM,CRJ-900,5.1,sys,DC,9E,,DSM,CRJ-900,72.97,1909,2616,76.62,5.00%,0.9670719351570415,2004.45,2616,Cascaded,2027,2004.4500000000003,2616
D0,sys/DC/9E/DTW,CRJ-700,5.1,sys,DC,9E,,DTW,CRJ-700,64.66,4280,6619,67.9,5.00%,0.3030946816797677,4494.0,6619,Cascaded,2027,4494.0,6619
D0,sys/DC/9E/DTW,CRJ-900,5.1,sys,DC,9E,,DTW,CRJ-900,67.57,9841,14564,70.95,5.00%,0.6969053183202323,10333.05,14564,Cascaded,2027,10333.050000000001,14564
D0,sys/DC/9E/ECP,CRJ-900,5.1,sys,DC,9E,,ECP,CRJ-900,52.91,118,223,55.56,5.00%,1.0,123.9,223,Cascaded,2027,123.9,223
D0,sys/DC/9E/ELH,CRJ-700,5.1,sys,DC,9E,,ELH,CRJ-700,61.62,122,198,64.7,5.00%,1.0,128.1,198,Cascaded,2027,128.1,198
D0,sys/DC/9E/EVV,CRJ-700,5.1,sys,DC,9E,,EVV,CRJ-700,80.32,298,371,84.34,5.00%,0.33111111111111113,312.9,371,Cascaded,2027,312.9,371
D0,sys/DC/9E/EVV,CRJ-900,5.1,sys,DC,9E,,EVV,CRJ-900,76.49,602,787,80.32,5.00%,0.6688888888888889,632.1,787,Cascaded,2027,632.1,787
D0,sys/DC/9E/EWR,CRJ-900,5.1,sys,DC,9E,,EWR,CRJ-900,68.81,984,1430,72.25,5.00%,1.0,1033.2,1430,Cascaded,2027,1033.2,1430
D0,sys/DC/9E/EYW,CRJ-700,5.1,sys,DC,9E,,EYW,CRJ-700,18.75,3,16,19.69,5.00%,1.0,3.15,16,Cascaded,2027,3.15,16
D0,sys/DC/9E/FAR,CRJ-900,5.1,sys,DC,9E,,FAR,CRJ-900,65.21,343,526,68.47,5.00%,1.0,360.15,526,Cascaded,2027,360.15000000000003,526
D0,sys/DC/9E/FAY,CRJ-700,5.1,sys,DC,9E,,FAY,CRJ-700,69.01,236,342,72.46,5.00%,0.266065388951522,247.8,342,Cascaded,2027,247.8,342
D0,sys/DC/9E/FAY,CRJ-900,5.1,sys,DC,9E,,FAY,CRJ-900,80.37,651,810,84.39,5.00%,0.733934611048478,683.55,810,Cascaded,2027,683.5500000000001,810
D0,sys/DC/9E/FLL,CRJ-900,5.1,sys,DC,9E,,FLL,CRJ-900,91.67,11,12,96.25,5.00%,1.0,11.55,12,Cascaded,2027,11.55,12
D0,sys/DC/9E/FSD,CRJ-900,5.1,sys,DC,9E,,FSD,CRJ-900,66.6,337,506,69.93,5.00%,1.0,353.85,506,Cascaded,2027,353.85,506
D0,sys/DC/9E/FWA,CRJ-900,5.1,sys,DC,9E,,FWA,CRJ-900,68.82,256,372,72.26,5.00%,1.0,268.8,372,Cascaded,2027,268.8,372
D0,sys/DC/9E/GFK,CRJ-900,5.1,sys,DC,9E,,GFK,CRJ-900,71.78,117,163,75.37,5.00%,1.0,122.85,163,Cascaded,2027,122.85000000000001,163
D0,sys/DC/9E/GGT,CRJ-700,5.1,sys,DC,9E,,GGT,CRJ-700,74.7,62,83,78.43,5.00%,0.6813186813186813,65.1,83,Cascaded,2027,65.1,83
D0,sys/DC/9E/GGT,CRJ-900,5.1,sys,DC,9E,,GGT,CRJ-900,60.42,29,48,63.44,5.00%,0.31868131868131866,30.45,48,Cascaded,2027,30.45,48
D0,sys/DC/9E/GNV,CRJ-700,5.1,sys,DC,9E,,GNV,CRJ-700,81.25,13,16,85.31,5.00%,0.14444444444444443,13.65,16,Cascaded,2027,13.65,16
D0,sys/DC/9E/GNV,CRJ-900,5.1,sys,DC,9E,,GNV,CRJ-900,69.37,77,111,72.84,5.00%,0.8555555555555555,80.85,111,Cascaded,2027,80.85,111
D0,sys/DC/9E/GPT,CRJ-700,5.1,sys,DC,9E,,GPT,CRJ-700,25.0,1,4,26.25,5.00%,0.07142857142857142,1.05,4,Cascaded,2027,1.05,4
D0,sys/DC/9E/GPT,CRJ-900,5.1,sys,DC,9E,,GPT,CRJ-900,61.9,13,21,65.0,5.00%,0.9285714285714286,13.65,21,Cascaded,2027,13.65,21
D0,sys/DC/9E/GRB,CRJ-700,5.1,sys,DC,9E,,GRB,CRJ-700,80.0,148,185,84.0,5.00%,0.33867276887871856,155.4,185,Cascaded,2027,155.4,185
D0,sys/DC/9E/GRB,CRJ-900,5.1,sys,DC,9E,,GRB,CRJ-900,80.73,289,358,84.76,5.00%,0.6613272311212814,303.45,358,Cascaded,2027,303.45,358
D0,sys/DC/9E/GRR,CRJ-700,5.1,sys,DC,9E,,GRR,CRJ-700,68.6,284,414,72.03,5.00%,0.4194977843426883,298.2,414,Cascaded,2027,298.2,414
D0,sys/DC/9E/GRR,CRJ-900,5.1,sys,DC,9E,,GRR,CRJ-900,68.23,393,576,71.64,5.00%,0.5805022156573116,412.65,576,Cascaded,2027,412.65000000000003,576
D0,sys/DC/9E/GSO,CRJ-700,5.1,sys,DC,9E,,GSO,CRJ-700,70.09,75,107,73.6,5.00%,0.10608203677510608,78.75,107,Cascaded,2027,78.75,107
D0,sys/DC/9E/GSO,CRJ-900,5.1,sys,DC,9E,,GSO,CRJ-900,71.01,632,890,74.56,5.00%,0.8939179632248939,663.6,890,Cascaded,2027,663.6,890
D0,sys/DC/9E/GSP,CRJ-700,5.1,sys,DC,9E,,GSP,CRJ-700,63.04,29,46,66.2,5.00%,0.02959183673469388,30.45,46,Cascaded,2027,30.45,46
D0,sys/DC/9E/GSP,CRJ-900,5.1,sys,DC,9E,,GSP,CRJ-900,69.42,951,1370,72.89,5.00%,0.9704081632653061,998.55,1370,Cascaded,2027,998.55,1370
D0,sys/DC/9E/GTR,CRJ-700,5.1,sys,DC,9E,,GTR,CRJ-700,71.18,121,170,74.74,5.00%,0.21880650994575046,127.05,170,Cascaded,2027,127.05,170
D0,sys/DC/9E/GTR,CRJ-900,5.1,sys,DC,9E,,GTR,CRJ-900,78.83,432,548,82.77,5.00%,0.7811934900542495,453.6,548,Cascaded,2027,453.59999999999997,548
D0,sys/DC/9E/HPN,CRJ-700,5.1,sys,DC,9E,,HPN,CRJ-700,58.82,10,17,61.76,5.00%,0.009208103130755065,10.5,17,Cascaded,2027,10.5,17
D0,sys/DC/9E/HPN,CRJ-900,5.1,sys,DC,9E,,HPN,CRJ-900,59.71,1076,1802,62.7,5.00%,0.990791896869245,1129.8,1802,Cascaded,2027,1129.8,1802
D0,sys/DC/9E/HSV,CRJ-700,5.1,sys,DC,9E,,HSV,CRJ-700,61.35,100,163,64.42,5.00%,0.1179245283018868,105.0,163,Cascaded,2027,105.0,163
D0,sys/DC/9E/HSV,CRJ-900,5.1,sys,DC,9E,,HSV,CRJ-900,70.04,748,1068,73.54,5.00%,0.8820754716981132,785.4,1068,Cascaded,2027,785.4,1068
D0,sys/DC/9E/IAD,CRJ-700,5.1,sys,DC,9E,,IAD,CRJ-700,62.79,27,43,65.93,5.00%,0.04390243902439024,28.35,43,Cascaded,2027,28.35,43
D0,sys/DC/9E/IAD,CRJ-900,5.1,sys,DC,9E,,IAD,CRJ-900,63.91,588,920,67.11,5.00%,0.9560975609756097,617.4,920,Cascaded,2027,617.4,920
D0,sys/DC/9E/ICT,CRJ-900,5.1,sys,DC,9E,,ICT,CRJ-900,75.66,143,189,79.44,5.00%,1.0,150.15,189,Cascaded,2027,150.15,189
D0,sys/DC/9E/ILM,CRJ-700,5.1,sys,DC,9E,,ILM,CRJ-700,70.0,7,10,73.5,5.00%,0.009873060648801129,7.35,10,Cascaded,2027,7.3500000000000005,10
D0,sys/DC/9E/ILM,CRJ-900,5.1,sys,DC,9E,,ILM,CRJ-900,70.06,702,1002,73.56,5.00%,0.9901269393511989,737.1,1002,Cascaded,2027,737.1,1002
