KPI_Name,parent,node,Tier,sys,Mo_Nb,frst_flt_ind,station,dom_int,Baseline,Baseline_Num,Baseline_Den,Goal,Stretch,Contribution,Goal_Num,Goal_Den,Source,Goal_Yr,YTD_Num,YTD_Den
D0,sys/3/D,GRR,4.0,sys,3,,GRR,D,62.92,302,480,66.06,5.00%,0.003397648647128312,317.1,480,Cascaded,2027,317.1,480
D0,sys/3/D,GSO,4.0,sys,3,,GSO,D,72.06,276,383,75.67,5.00%,0.003105135849693424,289.8,383,Cascaded,2027,289.8,383
D0,sys/3/D,GSP,4.0,sys,3,,GSP,D,65.62,250,381,68.9,5.00%,0.0028126230522585362,262.5,381,Cascaded,2027,262.5,381
D0,sys/3/D,GTF,4.0,sys,3,,GTF,D,83.15,74,89,87.3,5.00%,0.0008325364234685268,77.7,89,Cascaded,2027,77.7,89
D0,sys/3/D,GTR,4.0,sys,3,,GTR,D,75.81,47,62,79.6,5.00%,0.0005287731338246048,49.35,62,Cascaded,2027,49.35,62
D0,sys/3/D,HDN,4.0,sys,3,,HDN,D,52.78,19,36,55.42,5.00%,0.00021375935197164876,19.95,36,Cascaded,2027,19.95,36
D0,sys/3/D,HIB,4.0,sys,3,,HIB,D,88.24,45,51,92.65,5.00%,0.0005062721494065365,47.25,51,Cascaded,2027,47.25,51
D0,sys/3/D,HLN,4.0,sys,3,,HLN,D,93.55,58,62,98.23,5.00%,0.0006525285481239804,60.9,62,Cascaded,2027,60.9,62
D0,sys/3/D,HNL,4.0,sys,3,,HNL,D,69.86,241,345,73.35,5.00%,0.002711368622377229,253.05,345,Cascaded,2027,253.05,345
D0,sys/3/D,HOU,4.0,sys,3,,HOU,D,72.81,83,114,76.45,5.00%,0.000933790853349834,87.15,114,Cascaded,2027,87.15,114
D0,sys/3/D,HPN,4.0,sys,3,,HPN,D,58.45,128,219,61.37,5.00%,0.0014400630027563705,134.4,219,Cascaded,2027,134.4,219
D0,sys/3/D,HRL,4.0,sys,3,,HRL,D,85.19,23,27,89.44,5.00%,0.0002587613208077853,24.15,27,Cascaded,2027,24.15,27
D0,sys/3/D,HSV,4.0,sys,3,,HSV,D,68.87,208,302,72.32,5.00%,0.0023401023794791024,218.4,302,Cascaded,2027,218.4,302
D0,sys/3/D,IAD,4.0,sys,3,,IAD,D,60.91,268,440,63.95,5.00%,0.0030151319120211508,281.4,440,Cascaded,2027,281.4,440
D0,sys/3/D,IAH,4.0,sys,3,,IAH,D,56.31,388,689,59.13,5.00%,0.004365190977105248,407.4,689,Cascaded,2027,407.4,689
D0,sys/3/D,ICT,4.0,sys,3,,ICT,D,71.43,85,119,75.0,5.00%,0.0009562918377679023,89.25,119,Cascaded,2027,89.25,119
D0,sys/3/D,IDA,4.0,sys,3,,IDA,D,88.04,81,92,92.45,5.00%,0.0009112898689317658,85.05,92,Cascaded,2027,85.05,92
D0,sys/3/D,ILM,4.0,sys,3,,ILM,D,68.79,108,157,72.23,5.00%,0.0012150531585756877,113.4,157,Cascaded,2027,113.4,157
D0,sys/3/D,IMT,4.0,sys,3,,IMT,D,64.15,34,53,67.36,5.00%,0.0003825167351071609,35.7,53,Cascaded,2027,35.7,53
D0,sys/3/D,IND,4.0,sys,3,,IND,D,71.46,676,946,75.03,5.00%,0.007605332733307082,709.8,946,Cascaded,2027,709.8,946
D0,sys/3/D,INL,4.0,sys,3,,INL,D,90.0,45,50,94.5,5.00%,0.0005062721494065365,47.25,50,Cascaded,2027,47.25,50
D0,sys/3/D,ITH,4.0,sys,3,,ITH,D,69.49,41,59,72.97,5.00%,0.00046127018057039995,43.05,59,Cascaded,2027,43.05,59
D0,sys/3/D,JAC,4.0,sys,3,,JAC,D,72.73,112,154,76.36,5.00%,0.0012600551274118243,117.6,154,Cascaded,2027,117.6,154
D0,sys/3/D,JAN,4.0,sys,3,,JAN,D,68.44,154,225,71.87,5.00%,0.0017325758001912584,161.7,225,Cascaded,2027,161.7,225
D0,sys/3/D,JAX,4.0,sys,3,,JAX,D,62.46,446,714,65.59,5.00%,0.0050177195252292285,468.3,714,Cascaded,2027,468.3,714
D0,sys/3/D,JFK,4.0,sys,3,,JFK,D,67.51,3243,4804,70.88,5.00%,0.036485346233897736,3405.15,4804,Cascaded,2027,3405.15,4804
D0,sys/3/D,KOA,4.0,sys,3,,KOA,D,64.63,53,82,67.87,5.00%,0.0005962760870788097,55.65,82,Cascaded,2027,55.65,82
D0,sys/3/D,LAN,4.0,sys,3,,LAN,D,55.17,48,87,57.93,5.00%,0.0005400236260336389,50.4,87,Cascaded,2027,50.4,87
D0,sys/3/D,LAS,4.0,sys,3,,LAS,D,72.84,1073,1473,76.49,5.00%,0.012071778140293638,1126.65,1473,Cascaded,2027,1126.65,1473
D0,sys/3/D,LAX,4.0,sys,3,,LAX,D,71.23,2986,4192,74.79,5.00%,0.033593969736175955,3135.3,4192,Cascaded,2027,3135.3,4192
D0,sys/3/D,LEX,4.0,sys,3,,LEX,D,75.86,264,348,79.66,5.00%,0.002970129943185014,277.2,348,Cascaded,2027,277.2,348
D0,sys/3/D,LFT,4.0,sys,3,,LFT,D,73.28,85,116,76.94,5.00%,0.0009562918377679023,89.25,116,Cascaded,2027,89.25,116
D0,sys/3/D,LGA,4.0,sys,3,,LGA,D,59.72,3722,6232,62.71,5.00%,0.04187433200202509,3908.1,6232,Cascaded,2027,3908.1,6232
D0,sys/3/D,LGB,4.0,sys,3,,LGB,D,88.17,82,93,92.58,5.00%,0.0009225403611407999,86.1,93,Cascaded,2027,86.1,93
D0,sys/3/D,LIH,4.0,sys,3,,LIH,D,77.59,45,58,81.47,5.00%,0.0005062721494065365,47.25,58,Cascaded,2027,47.25,58
D0,sys/3/D,LIT,4.0,sys,3,,LIT,D,72.11,181,251,75.72,5.00%,0.0020363390898351804,190.05,251,Cascaded,2027,190.05,251
D0,sys/3/D,LWS,4.0,sys,3,,LWS,D,83.87,52,62,88.06,5.00%,0.0005850255948697756,54.6,62,Cascaded,2027,54.6,62
D0,sys/3/D,MBS,4.0,sys,3,,MBS,D,58.24,53,91,61.15,5.00%,0.0005962760870788097,55.65,91,Cascaded,2027,55.65,91
D0,sys/3/D,MCI,4.0,sys,3,,MCI,D,70.76,576,814,74.3,5.00%,0.006480283512403668,604.8,814,Cascaded,2027,604.8,814
D0,sys/3/D,MCO,4.0,sys,3,,MCO,D,55.67,1094,1965,58.46,5.00%,0.012308038476683355,1148.7,1965,Cascaded,2027,1148.7,1965
D0,sys/3/D,MDT,4.0,sys,3,,MDT,D,65.96,93,141,69.26,5.00%,0.0010462957754401754,97.65,141,Cascaded,2027,97.65,141
D0,sys/3/D,MDW,4.0,sys,3,,MDW,D,62.46,183,293,65.58,5.00%,0.0020588400742532487,192.15,293,Cascaded,2027,192.15,293
D0,sys/3/D,MEM,4.0,sys,3,,MEM,D,68.68,410,597,72.11,5.00%,0.0046127018057039995,430.5,597,Cascaded,2027,430.5,597
D0,sys/3/D,MFE,4.0,sys,3,,MFE,D,88.64,78,88,93.07,5.00%,0.0008775383923046633,81.9,88,Cascaded,2027,81.9,88
D0,sys/3/D,MFR,4.0,sys,3,,MFR,D,88.82,135,152,93.26,5.00%,0.0015188164482196095,141.75,152,Cascaded,2027,141.75,152
D0,sys/3/D,MGM,4.0,sys,3,,MGM,D,63.76,95,149,66.95,5.00%,0.0010687967598582437,99.75,149,Cascaded,2027,99.75,149
D0,sys/3/D,MIA,4.0,sys,3,,MIA,D,51.66,544,1053,54.25,5.00%,0.006120267761714575,571.2,1053,Cascaded,2027,571.2,1053
D0,sys/3/D,MKE,4.0,sys,3,,MKE,D,66.14,422,638,69.45,5.00%,0.004747707712212409,443.1,638,Cascaded,2027,443.1,638
D0,sys/3/D,MLB,4.0,sys,3,,MLB,D,71.9,87,121,75.5,5.00%,0.0009787928221859706,91.35,121,Cascaded,2027,91.35,121
D0,sys/3/D,MLI,4.0,sys,3,,MLI,D,76.27,45,59,80.08,5.00%,0.0005062721494065365,47.25,59,Cascaded,2027,47.25,59
D0,sys/3/D,MLU,4.0,sys,3,,MLU,D,54.65,47,86,57.38,5.00%,0.0005287731338246048,49.35,86,Cascaded,2027,49.35,86
D0,sys/3/D,MOB,4.0,sys,3,,MOB,D,76.0,114,150,79.8,5.00%,0.0012825561118298926,119.7,150,Cascaded,2027,119.7,150
D0,sys/3/D,MOT,4.0,sys,3,,MOT,D,65.79,75,114,69.08,5.00%,0.0008437869156775609,78.75,114,Cascaded,2027,78.75,114
D0,sys/3/D,MQT,4.0,sys,3,,MQT,D,60.0,24,40,63.0,5.00%,0.00027001181301681946,25.2,40,Cascaded,2027,25.2,40
D0,sys/3/D,MSN,4.0,sys,3,,MSN,D,71.03,282,397,74.58,5.00%,0.003172638802947629,296.1,397,Cascaded,2027,296.1,397
D0,sys/3/D,MSO,4.0,sys,3,,MSO,D,74.79,89,119,78.53,5.00%,0.0010012938066040389,93.45,119,Cascaded,2027,93.45,119
D0,sys/3/D,MSP,4.0,sys,3,,MSP,D,65.13,5492,8432,68.39,5.00%,0.06178770321201552,5766.6,8432,Cascaded,2027,5766.6,8432
D0,sys/3/D,MSY,4.0,sys,3,,MSY,D,64.99,464,714,68.24,5.00%,0.0052202283849918435,487.2,714,Cascaded,2027,487.2,714
D0,sys/3/D,MTJ,4.0,sys,3,,MTJ,D,71.43,20,28,75.0,5.00%,0.0002250098441806829,21.0,28,Cascaded,2027,21.0,28
D0,sys/3/D,MYR,4.0,sys,3,,MYR,D,73.3,129,176,76.96,5.00%,0.0014513134949654047,135.45,176,Cascaded,2027,135.45,176
D0,sys/3/D,OAJ,4.0,sys,3,,OAJ,D,64.66,75,116,67.89,5.00%,0.0008437869156775609,78.75,116,Cascaded,2027,78.75,116
D0,sys/3/D,OAK,4.0,sys,3,,OAK,D,82.61,76,92,86.74,5.00%,0.0008550374078865951,79.8,92,Cascaded,2027,79.8,92
D0,sys/3/D,OGG,4.0,sys,3,,OGG,D,70.64,77,109,74.17,5.00%,0.0008662879000956292,80.85,109,Cascaded,2027,80.85,109
D0,sys/3/D,OKC,4.0,sys,3,,OKC,D,76.63,223,291,80.46,5.00%,0.0025088597626146143,234.15,291,Cascaded,2027,234.15,291
D0,sys/3/D,OMA,4.0,sys,3,,OMA,D,71.54,357,499,75.12,5.00%,0.004016425718625189,374.85,499,Cascaded,2027,374.85,499
D0,sys/3/D,ONT,4.0,sys,3,,ONT,D,81.12,189,233,85.17,5.00%,0.0021263430275074535,198.45,233,Cascaded,2027,198.45,233
D0,sys/3/D,ORD,4.0,sys,3,,ORD,D,46.4,483,1041,48.72,5.00%,0.005433987736963492,507.15,1041,Cascaded,2027,507.15,1041
D0,sys/3/D,ORF,4.0,sys,3,,ORF,D,68.8,344,500,72.24,5.00%,0.003870169319907746,361.2,500,Cascaded,2027,361.2,500
D0,sys/3/D,ORH,4.0,sys,3,,ORH,D,54.17,13,24,56.88,5.00%,0.0001462563987174439,13.65,24,Cascaded,2027,13.65,24
D0,sys/3/D,PDX,4.0,sys,3,,PDX,D,76.53,561,733,80.36,5.00%,0.006311526129268156,589.05,733,Cascaded,2027,589.05,733
D0,sys/3/D,PHL,4.0,sys,3,,PHL,D,65.98,415,629,69.28,5.00%,0.00466895426674917,435.75,629,Cascaded,2027,435.75,629
D0,sys/3/D,PHX,4.0,sys,3,,PHX,D,69.29,749,1081,72.75,5.00%,0.008426618664566574,786.45,1081,Cascaded,2027,786.45,1081
D0,sys/3/D,PIH,4.0,sys,3,,PIH,D,90.32,28,31,94.84,5.00%,0.0003150137818529561,29.4,31,Cascaded,2027,29.4,31
D0,sys/3/D,PIT,4.0,sys,3,,PIT,D,67.71,518,765,71.1,5.00%,0.0058277549642796874,543.9,765,Cascaded,2027,543.9,765
D0,sys/3/D,PLN,4.0,sys,3,,PLN,D,58.14,25,43,61.05,5.00%,0.00028126230522585366,26.25,43,Cascaded,2027,26.25,43
D0,sys/3/D,PNS,4.0,sys,3,,PNS,D,76.73,211,275,80.56,5.00%,0.0023738538561062046,221.55,275,Cascaded,2027,221.55,275
D0,sys/3/D,PSC,4.0,sys,3,,PSC,D,81.22,173,213,85.28,5.00%,0.001946335152162907,181.65,213,Cascaded,2027,181.65,213
D0,sys/3/D,PSP,4.0,sys,3,,PSP,D,61.5,139,226,64.58,5.00%,0.0015638184170557463,145.95,226,Cascaded,2027,145.95,226
D0,sys/3/D,PVD,4.0,sys,3,,PVD,D,60.28,85,141,63.3,5.00%,0.0009562918377679023,89.25,141,Cascaded,2027,89.25,141
D0,sys/3/D,PWM,4.0,sys,3,,PWM,D,70.22,158,225,73.73,5.00%,0.001777577769027395,165.9,225,Cascaded,2027,165.9,225
D0,sys/3/D,RAP,4.0,sys,3,,RAP,D,73.03,65,89,76.69,5.00%,0.0007312819935872194,68.25,89,Cascaded,2027,68.25,89
D0,sys/3/D,RDM,4.0,sys,3,,RDM,D,82.89,126,152,87.04,5.00%,0.0014175620183383023,132.3,152,Cascaded,2027,132.3,152
D0,sys/3/D,RDU,4.0,sys,3,,RDU,D,63.61,1033,1624,66.79,5.00%,0.011621758451932272,1084.65,1624,Cascaded,2027,1084.65,1624
D0,sys/3/D,RHI,4.0,sys,3,,RHI,D,81.36,48,59,85.42,5.00%,0.0005400236260336389,50.4,59,Cascaded,2027,50.4,59
D0,sys/3/D,RIC,4.0,sys,3,,RIC,D,66.61,387,581,69.94,5.00%,0.004353940484896214,406.35,581,Cascaded,2027,406.35,581
D0,sys/3/D,RNO,4.0,sys,3,,RNO,D,78.37,192,245,82.29,5.00%,0.0021600945041345557,201.6,245,Cascaded,2027,201.6,245
D0,sys/3/D,ROA,4.0,sys,3,,ROA,D,57.82,85,147,60.71,5.00%,0.0009562918377679023,89.25,147,Cascaded,2027,89.25,147
D0,sys/3/D,ROC,4.0,sys,3,,ROC,D,56.32,205,364,59.13,5.00%,0.0023063509028519997,215.25,364,Cascaded,2027,215.25,364
D0,sys/3/D,RST,4.0,sys,3,,RST,D,72.29,60,83,75.9,5.00%,0.0006750295325420487,63.0,83,Cascaded,2027,63.0,83
D0,sys/3/D,RSW,4.0,sys,3,,RSW,D,60.24,494,820,63.26,5.00%,0.005557743151262868,518.7,820,Cascaded,2027,518.7,820
D0,sys/3/D,SAN,4.0,sys,3,,SAN,D,73.58,688,935,77.26,5.00%,0.007740338639815492,722.4,935,Cascaded,2027,722.4,935
D0,sys/3/D,SAT,4.0,sys,3,,SAT,D,80.96,438,541,85.01,5.00%,0.004927715587556955,459.9,541,Cascaded,2027,459.9,541
D0,sys/3/D,SAV,4.0,sys,3,,SAV,D,59.44,318,535,62.41,5.00%,0.003577656522472858,333.9,535,Cascaded,2027,333.9,535
D0,sys/3/D,SBA,4.0,sys,3,,SBA,D,81.52,75,92,85.6,5.00%,0.0008437869156775609,78.75,92,Cascaded,2027,78.75,92
D0,sys/3/D,SBN,4.0,sys,3,,SBN,D,57.39,101,176,60.26,5.00%,0.0011362997131124488,106.05,176,Cascaded,2027,106.05,176
D0,sys/3/D,SDF,4.0,sys,3,,SDF,D,70.3,355,505,73.81,5.00%,0.003993924734207122,372.75,505,Cascaded,2027,372.75,505
D0,sys/3/D,SEA,4.0,sys,3,,SEA,D,65.85,2657,4035,69.14,5.00%,0.029892557799403724,2789.85,4035,Cascaded,2027,2789.85,4035
D0,sys/3/D,SFO,4.0,sys,3,,SFO,D,68.38,796,1164,71.8,5.00%,0.00895539179839118,835.8,1164,Cascaded,2027,835.8,1164
D0,sys/3/D,SGF,4.0,sys,3,,SGF,D,52.68,59,112,55.31,5.00%,0.0006637790403330146,61.95,112,Cascaded,2027,61.95,112
D0,sys/3/D,SGU,4.0,sys,3,,SGU,D,92.72,140,151,97.35,5.00%,0.0015750689092647804,147.0,151,Cascaded,2027,147.0,151
D0,sys/3/D,SHV,4.0,sys,3,,SHV,D,70.73,87,123,74.27,5.00%,0.0009787928221859706,91.35,123,Cascaded,2027,91.35,123
D0,sys/3/D,SJC,4.0,sys,3,,SJC,D,83.86,421,502,88.06,5.00%,0.004736457220003375,442.05,502,Cascaded,2027,442.05,502
D0,sys/3/D,SJU,4.0,sys,3,,SJU,D,66.76,235,352,70.1,5.00%,0.002643865669123024,246.75,352,Cascaded,2027,246.75,352
D0,sys/3/D,SLC,4.0,sys,3,,SLC,D,74.54,5366,7199,78.27,5.00%,0.06037014119367722,5634.3,7199,Cascaded,2027,5634.3,7199
D0,sys/3/D,SMF,4.0,sys,3,,SMF,D,79.79,462,579,83.78,5.00%,0.005197727400573775,485.1,579,Cascaded,2027,485.1,579
D0,sys/3/D,SNA,4.0,sys,3,,SNA,D,72.32,324,448,75.94,5.00%,0.003645159475727063,340.2,448,Cascaded,2027,340.2,448
D0,sys/3/D,SRQ,4.0,sys,3,,SRQ,D,62.47,243,389,65.59,5.00%,0.0027338696067952975,255.15,389,Cascaded,2027,255.15,389
D0,sys/3/D,STL,4.0,sys,3,,STL,D,71.14,429,603,74.7,5.00%,0.004826461157675648,450.45,603,Cascaded,2027,450.45,603
D0,sys/3/D,STT,4.0,sys,3,,STT,D,52.98,80,151,55.63,5.00%,0.0009000393767227316,84.0,151,Cascaded,2027,84.0,151
D0,sys/3/D,STX,4.0,sys,3,,STX,D,36.0,9,25,37.8,5.00%,0.00010125442988130731,9.45,25,Cascaded,2027,9.45,25
D0,sys/3/D,SUN,4.0,sys,3,,SUN,D,91.74,100,109,96.33,5.00%,0.0011250492209034146,105.0,109,Cascaded,2027,105.0,109
D0,sys/3/D,SYR,4.0,sys,3,,SYR,D,69.34,251,362,72.8,5.00%,0.0028238735444675706,263.55,362,Cascaded,2027,263.55,362
D0,sys/3/D,TLH,4.0,sys,3,,TLH,D,69.31,140,202,72.77,5.00%,0.0015750689092647804,147.0,202,Cascaded,2027,147.0,202
D0,sys/3/D,TPA,4.0,sys,3,,TPA,D,63.53,817,1286,66.71,5.00%,0.009191652134780896,857.85,1286,Cascaded,2027,857.85,1286
D0,sys/3/D,TRI,4.0,sys,3,,TRI,D,69.18,101,146,72.64,5.00%,0.0011362997131124488,106.05,146,Cascaded,2027,106.05,146
D0,sys/3/D,TUL,4.0,sys,3,,TUL,D,73.84,127,172,77.53,5.00%,0.0014288125105473364,133.35,172,Cascaded,2027,133.35,172
D0,sys/3/D,TUS,4.0,sys,3,,TUS,D,81.1,266,328,85.15,5.00%,0.0029926309276030825,279.3,328,Cascaded,2027,279.3,328
D0,sys/3/D,TVC,4.0,sys,3,,TVC,D,52.44,43,82,55.06,5.00%,0.00048377116498846823,45.15,82,Cascaded,2027,45.15,82
D0,sys/3/D,TWF,4.0,sys,3,,TWF,D,98.84,85,86,103.78,5.00%,0.0009562918377679023,89.25,86,Cascaded,2027,89.25,86
D0,sys/3/D,TYS,4.0,sys,3,,TYS,D,72.22,299,414,75.83,5.00%,0.0033638971705012093,313.95,414,Cascaded,2027,313.95,414
D0,sys/3/D,VLD,4.0,sys,3,,VLD,D,69.77,60,86,73.26,5.00%,0.0006750295325420487,63.0,86,Cascaded,2027,63.0,86
D0,sys/3/D,VPS,4.0,sys,3,,VPS,D,65.11,153,235,68.36,5.00%,0.0017213253079822243,160.65,235,Cascaded,2027,160.65,235
D0,sys/3/D,XNA,4.0,sys,3,,XNA,D,62.99,223,354,66.14,5.00%,0.0025088597626146143,234.15,354,Cascaded,2027,234.15,354
D0,sys/3/D,XWA,4.0,sys,3,,XWA,D,66.67,56,84,70.0,5.00%,0.0006300275637059122,58.8,84,Cascaded,2027,58.8,84
D0,sys/3/I,ACC,4.0,sys,3,,ACC,I,41.94,13,31,44.03,5.00%,0.0012944339340834412,13.65,31,Cascaded,2027,13.65,31
D0,sys/3/I,AKL,4.0,sys,3,,AKL,I,68.97,20,29,72.41,5.00%,0.0019914368216668327,21.0,29,Cascaded,2027,21.0,29
D0,sys/3/I,AMS,4.0,sys,3,,AMS,I,47.8,196,410,50.2,5.00%,0.01951608085233496,205.8,410,Cascaded,2027,205.79999999999998,410
D0,sys/3/I,ANU,4.0,sys,3,,ANU,I,25.0,4,16,26.25,5.00%,0.0003982873643333665,4.2,16,Cascaded,2027,4.2,16
D0,sys/3/I,ARN,4.0,sys,3,,ARN,I,100.0,2,2,105.0,5.00%,0.00019914368216668326,2.1,2,Cascaded,2027,2.1,2
D0,sys/3/I,ATH,4.0,sys,3,,ATH,I,69.44,25,36,72.92,5.00%,0.002489296027083541,26.25,36,Cascaded,2027,26.25,36
D0,sys/3/I,ATL,4.0,sys,3,,ATL,I,56.96,1640,2879,59.81,5.00%,0.16329781937668028,1722.0,2879,Cascaded,2027,1722.0,2879
D0,sys/3/I,AUA,4.0,sys,3,,AUA,I,74.26,101,136,77.98,5.00%,0.010056755949417505,106.05,136,Cascaded,2027,106.05,136
D0,sys/3/I,AUS,4.0,sys,3,,AUS,I,75.81,47,62,79.6,5.00%,0.004679876530917056,49.35,62,Cascaded,2027,49.35,62
D0,sys/3/I,BCN,4.0,sys,3,,BCN,I,59.68,37,62,62.66,5.00%,0.0036841581200836404,38.85,62,Cascaded,2027,38.85,62
D0,sys/3/I,BDA,4.0,sys,3,,BDA,I,80.65,25,31,84.68,5.00%,0.002489296027083541,26.25,31,Cascaded,2027,26.25,31
D0,sys/3/I,BER,4.0,sys,3,,BER,I,100.0,2,2,105.0,5.00%,0.00019914368216668326,2.1,2,Cascaded,2027,2.1,2
D0,sys/3/I,BGI,4.0,sys,3,,BGI,I,68.75,22,32,72.19,5.00%,0.002190580503833516,23.1,32,Cascaded,2027,23.099999999999998,32
D0,sys/3/I,BNA,4.0,sys,3,,BNA,I,25.0,1,4,26.25,5.00%,9.957184108334163e-05,1.05,4,Cascaded,2027,1.05,4
D0,sys/3/I,BNE,4.0,sys,3,,BNE,I,50.0,6,12,52.5,5.00%,0.0005974310465000497,6.3,12,Cascaded,2027,6.3,12
D0,sys/3/I,BOG,4.0,sys,3,,BOG,I,69.35,43,62,72.82,5.00%,0.00428158916658369,45.15,62,Cascaded,2027,45.15,62
D0,sys/3/I,BON,4.0,sys,3,,BON,I,66.67,8,12,70.0,5.00%,0.000796574728666733,8.4,12,Cascaded,2027,8.4,12
D0,sys/3/I,BOS,4.0,sys,3,,BOS,I,68.77,218,317,72.21,5.00%,0.021706661356168475,228.9,317,Cascaded,2027,228.89999999999998,317
D0,sys/3/I,BRU,4.0,sys,3,,BRU,I,64.29,9,14,67.5,5.00%,0.0008961465697500747,9.45,14,Cascaded,2027,9.45,14
D0,sys/3/I,BZE,4.0,sys,3,,BZE,I,81.4,35,43,85.47,5.00%,0.0034850144379169573,36.75,43,Cascaded,2027,36.75,43
D0,sys/3/I,CDG,4.0,sys,3,,CDG,I,52.7,156,296,55.34,5.00%,0.015533207209001294,163.8,296,Cascaded,2027,163.79999999999998,296
D0,sys/3/I,CPH,4.0,sys,3,,CPH,I,100.0,2,2,105.0,5.00%,0.00019914368216668326,2.1,2,Cascaded,2027,2.1,2
D0,sys/3/I,CPT,4.0,sys,3,,CPT,I,22.73,5,22,23.86,5.00%,0.0004978592054167082,5.25,22,Cascaded,2027,5.25,22
D0,sys/3/I,CTG,4.0,sys,3,,CTG,I,83.87,26,31,88.06,5.00%,0.0025888678681668825,27.3,31,Cascaded,2027,27.3,31
D0,sys/3/I,CUN,4.0,sys,3,,CUN,I,55.65,404,726,58.43,5.00%,0.04022702379767002,424.2,726,Cascaded,2027,424.2,726
D0,sys/3/I,CUR,4.0,sys,3,,CUR,I,70.97,22,31,74.52,5.00%,0.002190580503833516,23.1,31,Cascaded,2027,23.099999999999998,31
D0,sys/3/I,CVG,4.0,sys,3,,CVG,I,57.89,11,19,60.79,5.00%,0.001095290251916758,11.55,19,Cascaded,2027,11.549999999999999,19
D0,sys/3/I,CZM,4.0,sys,3,,CZM,I,79.07,34,43,83.02,5.00%,0.0033854425968336153,35.7,43,Cascaded,2027,35.699999999999996,43
D0,sys/3/I,DSS,4.0,sys,3,,DSS,I,76.47,13,17,80.29,5.00%,0.0012944339340834412,13.65,17,Cascaded,2027,13.65,17
D0,sys/3/I,DTW,4.0,sys,3,,DTW,I,67.46,512,759,70.83,5.00%,0.050980782634670915,537.6,759,Cascaded,2027,537.6,759
D0,sys/3/I,DUB,4.0,sys,3,,DUB,I,79.28,88,111,83.24,5.00%,0.008762322015334063,92.4,111,Cascaded,2027,92.39999999999999,111
D0,sys/3/I,EDI,4.0,sys,3,,EDI,I,71.43,10,14,75.0,5.00%,0.0009957184108334164,10.5,14,Cascaded,2027,10.5,14
D0,sys/3/I,ELH,4.0,sys,3,,ELH,I,53.33,16,30,56.0,5.00%,0.001593149457333466,16.8,30,Cascaded,2027,16.8,30
D0,sys/3/I,EZE,4.0,sys,3,,EZE,I,54.29,38,70,57.0,5.00%,0.003783729961166982,39.9,70,Cascaded,2027,39.9,70
D0,sys/3/I,FCO,4.0,sys,3,,FCO,I,85.82,115,134,90.11,5.00%,0.011450761724584287,120.75,134,Cascaded,2027,120.75,134
D0,sys/3/I,FRA,4.0,sys,3,,FRA,I,76.92,50,65,80.77,5.00%,0.004978592054167082,52.5,65,Cascaded,2027,52.5,65
D0,sys/3/I,GCM,4.0,sys,3,,GCM,I,83.64,46,55,87.82,5.00%,0.004580304689833715,48.3,55,Cascaded,2027,48.3,55
D0,sys/3/I,GDL,4.0,sys,3,,GDL,I,96.77,30,31,101.61,5.00%,0.002987155232500249,31.5,31,Cascaded,2027,31.5,31
D0,sys/3/I,GGT,4.0,sys,3,,GGT,I,59.26,16,27,62.22,5.00%,0.001593149457333466,16.8,27,Cascaded,2027,16.8,27
D0,sys/3/I,GIG,4.0,sys,3,,GIG,I,75.44,43,57,79.21,5.00%,0.00428158916658369,45.15,57,Cascaded,2027,45.15,57
D0,sys/3/I,GND,4.0,sys,3,,GND,I,75.86,22,29,79.66,5.00%,0.002190580503833516,23.1,29,Cascaded,2027,23.099999999999998,29
D0,sys/3/I,GRU,4.0,sys,3,,GRU,I,80.68,71,88,84.72,5.00%,0.007069600716917256,74.55,88,Cascaded,2027,74.55,88
D0,sys/3/I,GUA,4.0,sys,3,,GUA,I,65.71,23,35,69.0,5.00%,0.0022901523449168574,24.15,35,Cascaded,2027,24.15,35
D0,sys/3/I,HAV,4.0,sys,3,,HAV,I,75.86,22,29,79.66,5.00%,0.002190580503833516,23.1,29,Cascaded,2027,23.099999999999998,29
D0,sys/3/I,HND,4.0,sys,3,,HND,I,59.02,108,183,61.97,5.00%,0.010753758837000896,113.4,183,Cascaded,2027,113.39999999999999,183
D0,sys/3/I,HNL,4.0,sys,3,,HNL,I,61.29,19,31,64.35,5.00%,0.001891864980583491,19.95,31,Cascaded,2027,19.95,31
D0,sys/3/I,ICN,4.0,sys,3,,ICN,I,72.62,122,168,76.25,5.00%,0.01214776461216768,128.1,168,Cascaded,2027,128.1,168
D0,sys/3/I,IND,4.0,sys,3,,IND,I,100.0,4,4,105.0,5.00%,0.0003982873643333665,4.2,4,Cascaded,2027,4.2,4
D0,sys/3/I,JFK,4.0,sys,3,,JFK,I,70.83,918,1296,74.38,5.00%,0.09140695011450761,963.9,1296,Cascaded,2027,963.9,1296
D0,sys/3/I,JNB,4.0,sys,3,,JNB,I,52.17,12,23,54.78,5.00%,0.0011948620930000995,12.6,23,Cascaded,2027,12.6,23
D0,sys/3/I,KEF,4.0,sys,3,,KEF,I,66.67,2,3,70.0,5.00%,0.00019914368216668326,2.1,3,Cascaded,2027,2.1,3
D0,sys/3/I,KIN,4.0,sys,3,,KIN,I,77.42,24,31,81.29,5.00%,0.002389724186000199,25.2,31,Cascaded,2027,25.2,31
D0,sys/3/I,LAX,4.0,sys,3,,LAX,I,63.12,178,282,66.28,5.00%,0.01772378771283481,186.9,282,Cascaded,2027,186.9,282
