KPI_Name,parent,node,Tier,sys,ml_dc_1,ml_dc_2,fleet,frst_flt_ind,station,Baseline,Baseline_Num,Baseline_Den,Goal,Stretch,Contribution,Goal_Num,Goal_Den,Source,Goal_Yr,YTD_Num,YTD_Den
D0,DC/9E/Not First Flight,BNA,5.1,,DC,9E,,Not First Flight,BNA,66.23,1410,2129,69.54,5.00%,0.010241510804430724,1480.5,2129,Cascaded,2027,1480.5,2129
D0,DC/9E/Not First Flight,BQK,5.1,,DC,9E,,Not First Flight,BQK,64.04,447,698,67.24,5.00%,0.00324677682948974,469.35,698,Cascaded,2027,469.35,698
D0,DC/9E/Not First Flight,BTR,5.1,,DC,9E,,Not First Flight,BTR,59.55,393,660,62.52,5.00%,0.0028545487561285636,412.65,660,Cascaded,2027,412.65,660
D0,DC/9E/Not First Flight,BTV,5.1,,DC,9E,,Not First Flight,BTV,65.47,656,1002,68.74,5.00%,0.004764844743054294,688.8,1002,Cascaded,2027,688.8,1002
D0,DC/9E/Not First Flight,BUF,5.1,,DC,9E,,Not First Flight,BUF,67.94,1261,1856,71.34,5.00%,0.009159251861267478,1324.05,1856,Cascaded,2027,1324.05,1856
D0,DC/9E/Not First Flight,BWI,5.1,,DC,9E,,Not First Flight,BWI,100.0,2,2,105.0,5.00%,1.452696568004358e-05,2.1,2,Cascaded,2027,2.1,2
D0,DC/9E/Not First Flight,CAE,5.1,,DC,9E,,Not First Flight,CAE,63.29,569,899,66.46,5.00%,0.004132921735972399,597.45,899,Cascaded,2027,597.45,899
D0,DC/9E/Not First Flight,CHA,5.1,,DC,9E,,Not First Flight,CHA,63.12,1162,1841,66.27,5.00%,0.00844016706010532,1220.1,1841,Cascaded,2027,1220.1,1841
D0,DC/9E/Not First Flight,CHO,5.1,,DC,9E,,Not First Flight,CHO,65.32,776,1188,68.59,5.00%,0.0056364626838569095,814.8,1188,Cascaded,2027,814.8,1188
D0,DC/9E/Not First Flight,CHS,5.1,,DC,9E,,Not First Flight,CHS,62.19,829,1333,65.3,5.00%,0.006021427274378064,870.45,1333,Cascaded,2027,870.45,1333
D0,DC/9E/Not First Flight,CID,5.1,,DC,9E,,Not First Flight,CID,52.03,218,419,54.63,5.00%,0.0015834392591247504,228.9,419,Cascaded,2027,228.9,419
D0,DC/9E/Not First Flight,CLE,5.1,,DC,9E,,Not First Flight,CLE,61.27,1547,2525,64.33,5.00%,0.01123660795351371,1624.35,2525,Cascaded,2027,1624.35,2525
D0,DC/9E/Not First Flight,CLT,5.1,,DC,9E,,Not First Flight,CLT,61.31,1076,1755,64.38,5.00%,0.007815507535863447,1129.8,1755,Cascaded,2027,1129.8,1755
D0,DC/9E/Not First Flight,CMH,5.1,,DC,9E,,Not First Flight,CMH,64.3,652,1014,67.51,5.00%,0.004735790811694208,684.6,1014,Cascaded,2027,684.6,1014
D0,DC/9E/Not First Flight,CRW,5.1,,DC,9E,,Not First Flight,CRW,63.47,490,772,66.65,5.00%,0.0035591065916106774,514.5,772,Cascaded,2027,514.5,772
D0,DC/9E/Not First Flight,CSG,5.1,,DC,9E,,Not First Flight,CSG,55.95,254,454,58.74,5.00%,0.0018449246413655349,266.7,454,Cascaded,2027,266.7,454
D0,DC/9E/Not First Flight,CVG,5.1,,DC,9E,,Not First Flight,CVG,62.99,2963,4704,66.14,5.00%,0.021521699654984565,3111.15,4704,Cascaded,2027,3111.15,4704
D0,DC/9E/Not First Flight,CWA,5.1,,DC,9E,,Not First Flight,CWA,68.13,248,364,71.54,5.00%,0.001801343744325404,260.4,364,Cascaded,2027,260.4,364
D0,DC/9E/Not First Flight,DAY,5.1,,DC,9E,,Not First Flight,DAY,72.73,24,33,76.36,5.00%,0.00017432358816052296,25.2,33,Cascaded,2027,25.2,33
D0,DC/9E/Not First Flight,DCA,5.1,,DC,9E,,Not First Flight,DCA,55.25,1142,2067,58.01,5.00%,0.008294897403304885,1199.1,2067,Cascaded,2027,1199.1,2067
D0,DC/9E/Not First Flight,DHN,5.1,,DC,9E,,Not First Flight,DHN,69.62,401,576,73.1,5.00%,0.002912656618848738,421.05,576,Cascaded,2027,421.05,576
D0,DC/9E/Not First Flight,DLH,5.1,,DC,9E,,Not First Flight,DLH,69.23,108,156,72.69,5.00%,0.0007844561467223533,113.4,156,Cascaded,2027,113.4,156
D0,DC/9E/Not First Flight,DSM,5.1,,DC,9E,,Not First Flight,DSM,67.93,1144,1684,71.33,5.00%,0.008309424368984929,1201.2,1684,Cascaded,2027,1201.2,1684
D0,DC/9E/Not First Flight,DTW,5.1,,DC,9E,,Not First Flight,DTW,66.18,13428,20291,69.49,5.00%,0.0975340475758126,14099.4,20291,Cascaded,2027,14099.4,20291
D0,DC/9E/Not First Flight,ECP,5.1,,DC,9E,,Not First Flight,ECP,52.91,118,223,55.56,5.00%,0.0008570909751225713,123.9,223,Cascaded,2027,123.9,223
D0,DC/9E/Not First Flight,ELH,5.1,,DC,9E,,Not First Flight,ELH,61.62,122,198,64.7,5.00%,0.0008861449064826584,128.1,198,Cascaded,2027,128.1,198
D0,DC/9E/Not First Flight,EVV,5.1,,DC,9E,,Not First Flight,EVV,72.22,590,817,75.83,5.00%,0.004285454875612857,619.5,817,Cascaded,2027,619.5,817
D0,DC/9E/Not First Flight,EWR,5.1,,DC,9E,,Not First Flight,EWR,68.96,984,1427,72.4,5.00%,0.007147267114581442,1033.2,1427,Cascaded,2027,1033.2,1427
D0,DC/9E/Not First Flight,EYW,5.1,,DC,9E,,Not First Flight,EYW,18.75,3,16,19.69,5.00%,2.179044852006537e-05,3.15,16,Cascaded,2027,3.15,16
D0,DC/9E/Not First Flight,FAR,5.1,,DC,9E,,Not First Flight,FAR,63.67,312,490,66.86,5.00%,0.0022662066460867984,327.6,490,Cascaded,2027,327.6,490
D0,DC/9E/Not First Flight,FAY,5.1,,DC,9E,,Not First Flight,FAY,72.11,587,814,75.72,5.00%,0.004263664427092791,616.35,814,Cascaded,2027,616.35,814
D0,DC/9E/Not First Flight,FLL,5.1,,DC,9E,,Not First Flight,FLL,91.67,11,12,96.25,5.00%,7.989831124023969e-05,11.55,12,Cascaded,2027,11.55,12
D0,DC/9E/Not First Flight,FSD,5.1,,DC,9E,,Not First Flight,FSD,63.46,264,416,66.63,5.00%,0.0019175594697657527,277.2,416,Cascaded,2027,277.2,416
D0,DC/9E/Not First Flight,FWA,5.1,,DC,9E,,Not First Flight,FWA,61.47,142,231,64.55,5.00%,0.0010314145632830942,149.1,231,Cascaded,2027,149.1,231
D0,DC/9E/Not First Flight,GFK,5.1,,DC,9E,,Not First Flight,GFK,63.89,69,108,67.08,5.00%,0.0005011803159615035,72.45,108,Cascaded,2027,72.45,108
D0,DC/9E/Not First Flight,GGT,5.1,,DC,9E,,Not First Flight,GGT,69.47,91,131,72.94,5.00%,0.0006609769384419829,95.55,131,Cascaded,2027,95.55,131
D0,DC/9E/Not First Flight,GNV,5.1,,DC,9E,,Not First Flight,GNV,70.87,90,127,74.41,5.00%,0.0006537134556019611,94.5,127,Cascaded,2027,94.5,127
D0,DC/9E/Not First Flight,GPT,5.1,,DC,9E,,Not First Flight,GPT,56.0,14,25,58.8,5.00%,0.00010168875976030506,14.7,25,Cascaded,2027,14.7,25
D0,DC/9E/Not First Flight,GRB,5.1,,DC,9E,,Not First Flight,GRB,72.35,246,340,75.97,5.00%,0.0017868167786453605,258.3,340,Cascaded,2027,258.3,340
D0,DC/9E/Not First Flight,GRR,5.1,,DC,9E,,Not First Flight,GRR,65.09,455,699,68.35,5.00%,0.0033048846922099145,477.75,699,Cascaded,2027,477.75,699
D0,DC/9E/Not First Flight,GSO,5.1,,DC,9E,,Not First Flight,GSO,66.04,490,742,69.34,5.00%,0.0035591065916106774,514.5,742,Cascaded,2027,514.5,742
D0,DC/9E/Not First Flight,GSP,5.1,,DC,9E,,Not First Flight,GSP,63.07,649,1029,66.22,5.00%,0.004714000363174142,681.45,1029,Cascaded,2027,681.45,1029
D0,DC/9E/Not First Flight,GTR,5.1,,DC,9E,,Not First Flight,GTR,66.12,240,363,69.42,5.00%,0.0017432358816052297,252.0,363,Cascaded,2027,252.0,363
D0,DC/9E/Not First Flight,HPN,5.1,,DC,9E,,Not First Flight,HPN,59.68,1085,1818,62.67,5.00%,0.007880878881423643,1139.25,1818,Cascaded,2027,1139.25,1818
D0,DC/9E/Not First Flight,HSV,5.1,,DC,9E,,Not First Flight,HSV,61.78,459,743,64.87,5.00%,0.003333938623570002,481.95,743,Cascaded,2027,481.95,743
D0,DC/9E/Not First Flight,IAD,5.1,,DC,9E,,Not First Flight,IAD,61.83,533,862,64.92,5.00%,0.003871436353731614,559.65,862,Cascaded,2027,559.65,862
D0,DC/9E/Not First Flight,ICT,5.1,,DC,9E,,Not First Flight,ICT,65.62,21,32,68.91,5.00%,0.0001525331396404576,22.05,32,Cascaded,2027,22.05,32
D0,DC/9E/Not First Flight,ILM,5.1,,DC,9E,,Not First Flight,ILM,64.3,481,748,67.52,5.00%,0.003493735246050481,505.05,748,Cascaded,2027,505.05,748
D0,DC/9E/Not First Flight,IND,5.1,,DC,9E,,Not First Flight,IND,65.84,1480,2248,69.13,5.00%,0.01074995460323225,1554.0,2248,Cascaded,2027,1554.0,2248
D0,DC/9E/Not First Flight,ITH,5.1,,DC,9E,,Not First Flight,ITH,70.6,281,398,74.13,5.00%,0.002041038678046123,295.05,398,Cascaded,2027,295.05,398
D0,DC/9E/Not First Flight,JAN,5.1,,DC,9E,,Not First Flight,JAN,67.28,329,489,70.64,5.00%,0.002389685854367169,345.45,489,Cascaded,2027,345.45,489
D0,DC/9E/Not First Flight,JAX,5.1,,DC,9E,,Not First Flight,JAX,57.05,684,1199,59.9,5.00%,0.004968222262574905,718.2,1199,Cascaded,2027,718.2,1199
D0,DC/9E/Not First Flight,JFK,5.1,,DC,9E,,Not First Flight,JFK,69.42,14733,21222,72.89,5.00%,0.10701289268204103,15469.65,21222,Cascaded,2027,15469.65,21222
D0,DC/9E/Not First Flight,LAN,5.1,,DC,9E,,Not First Flight,LAN,54.41,37,68,57.13,5.00%,0.0002687488650808062,38.85,68,Cascaded,2027,38.85,68
D0,DC/9E/Not First Flight,LEX,5.1,,DC,9E,,Not First Flight,LEX,64.6,312,483,67.83,5.00%,0.0022662066460867984,327.6,483,Cascaded,2027,327.6,483
D0,DC/9E/Not First Flight,LFT,5.1,,DC,9E,,Not First Flight,LFT,68.92,521,756,72.36,5.00%,0.003784274559651353,547.05,756,Cascaded,2027,547.05,756
D0,DC/9E/Not First Flight,LGA,5.1,,DC,9E,,Not First Flight,LGA,64.39,18773,29154,67.61,5.00%,0.13635736335572907,19711.65,29154,Cascaded,2027,19711.65,29154
D0,DC/9E/Not First Flight,LIT,5.1,,DC,9E,,Not First Flight,LIT,38.46,5,13,40.38,5.00%,3.631741420010895e-05,5.25,13,Cascaded,2027,5.25,13
D0,DC/9E/Not First Flight,MBS,5.1,,DC,9E,,Not First Flight,MBS,57.69,90,156,60.58,5.00%,0.0006537134556019611,94.5,156,Cascaded,2027,94.5,156
D0,DC/9E/Not First Flight,MCI,5.1,,DC,9E,,Not First Flight,MCI,66.53,829,1246,69.86,5.00%,0.006021427274378064,870.45,1246,Cascaded,2027,870.45,1246
D0,DC/9E/Not First Flight,MCO,5.1,,DC,9E,,Not First Flight,MCO,34.21,13,38,35.92,5.00%,9.442527692028327e-05,13.65,38,Cascaded,2027,13.65,38
D0,DC/9E/Not First Flight,MDT,5.1,,DC,9E,,Not First Flight,MDT,63.16,264,418,66.32,5.00%,0.0019175594697657527,277.2,418,Cascaded,2027,277.2,418
D0,DC/9E/Not First Flight,MDW,5.1,,DC,9E,,Not First Flight,MDW,60.38,477,790,63.4,5.00%,0.0034646813146903942,500.85,790,Cascaded,2027,500.85,790
D0,DC/9E/Not First Flight,MEM,5.1,,DC,9E,,Not First Flight,MEM,57.28,366,639,60.14,5.00%,0.0026584347194479755,384.3,639,Cascaded,2027,384.3,639
D0,DC/9E/Not First Flight,MGM,5.1,,DC,9E,,Not First Flight,MGM,61.41,708,1153,64.48,5.00%,0.0051425458507354275,743.4,1153,Cascaded,2027,743.4,1153
D0,DC/9E/Not First Flight,MHH,5.1,,DC,9E,,Not First Flight,MHH,64.52,120,186,67.74,5.00%,0.0008716179408026148,126.0,186,Cascaded,2027,126.0,186
D0,DC/9E/Not First Flight,MIA,5.1,,DC,9E,,Not First Flight,MIA,43.75,7,16,45.94,5.00%,5.084437988015253e-05,7.35,16,Cascaded,2027,7.35,16
D0,DC/9E/Not First Flight,MKE,5.1,,DC,9E,,Not First Flight,MKE,66.22,445,672,69.53,5.00%,0.003232249863809697,467.25,672,Cascaded,2027,467.25,672
D0,DC/9E/Not First Flight,MLI,5.1,,DC,9E,,Not First Flight,MLI,60.22,224,372,63.23,5.00%,0.001627020156164881,235.2,372,Cascaded,2027,235.2,372
D0,DC/9E/Not First Flight,MLU,5.1,,DC,9E,,Not First Flight,MLU,60.88,414,680,63.93,5.00%,0.0030070818957690214,434.7,680,Cascaded,2027,434.7,680
D0,DC/9E/Not First Flight,MOB,5.1,,DC,9E,,Not First Flight,MOB,70.69,509,720,74.23,5.00%,0.003697112765571091,534.45,720,Cascaded,2027,534.45,720
D0,DC/9E/Not First Flight,MOT,5.1,,DC,9E,,Not First Flight,MOT,56.76,21,37,59.59,5.00%,0.0001525331396404576,22.05,37,Cascaded,2027,22.05,37
D0,DC/9E/Not First Flight,MSN,5.1,,DC,9E,,Not First Flight,MSN,65.22,465,713,68.48,5.00%,0.0033775195206101325,488.25,713,Cascaded,2027,488.25,713
D0,DC/9E/Not First Flight,MSP,5.1,,DC,9E,,Not First Flight,MSP,65.06,9261,14235,68.31,5.00%,0.0672671145814418,9724.05,14235,Cascaded,2027,9724.05,14235
D0,DC/9E/Not First Flight,MYR,5.1,,DC,9E,,Not First Flight,MYR,69.47,66,95,72.95,5.00%,0.00047938986744143817,69.3,95,Cascaded,2027,69.3,95
D0,DC/9E/Not First Flight,OAJ,5.1,,DC,9E,,Not First Flight,OAJ,72.5,435,600,76.12,5.00%,0.003159615035409479,456.75,600,Cascaded,2027,456.75,600
D0,DC/9E/Not First Flight,OKC,5.1,,DC,9E,,Not First Flight,OKC,67.44,58,86,70.81,5.00%,0.00042128200472126384,60.9,86,Cascaded,2027,60.9,86
D0,DC/9E/Not First Flight,OMA,5.1,,DC,9E,,Not First Flight,OMA,67.0,463,691,70.35,5.00%,0.003362992554930089,486.15,691,Cascaded,2027,486.15,691
D0,DC/9E/Not First Flight,ORD,5.1,,DC,9E,,Not First Flight,ORD,51.41,547,1064,53.98,5.00%,0.003973125113491919,574.35,1064,Cascaded,2027,574.35,1064
D0,DC/9E/Not First Flight,ORF,5.1,,DC,9E,,Not First Flight,ORF,53.92,846,1569,56.62,5.00%,0.006144906482658434,888.3,1569,Cascaded,2027,888.3,1569
D0,DC/9E/Not First Flight,ORH,5.1,,DC,9E,,Not First Flight,ORH,67.5,189,280,70.88,5.00%,0.0013727982567641184,198.45,280,Cascaded,2027,198.45,280
D0,DC/9E/Not First Flight,PHL,5.1,,DC,9E,,Not First Flight,PHL,38.71,12,31,40.65,5.00%,8.716179408026148e-05,12.6,31,Cascaded,2027,12.6,31
D0,DC/9E/Not First Flight,PIT,5.1,,DC,9E,,Not First Flight,PIT,64.44,1109,1721,67.66,5.00%,0.008055202469584166,1164.45,1721,Cascaded,2027,1164.45,1721
D0,DC/9E/Not First Flight,PNS,5.1,,DC,9E,,Not First Flight,PNS,60.9,204,335,63.94,5.00%,0.0014817504993644452,214.2,335,Cascaded,2027,214.2,335
D0,DC/9E/Not First Flight,PVD,5.1,,DC,9E,,Not First Flight,PVD,52.85,65,123,55.49,5.00%,0.0004721263846014164,68.25,123,Cascaded,2027,68.25,123
D0,DC/9E/Not First Flight,PWM,5.1,,DC,9E,,Not First Flight,PWM,59.6,450,755,62.58,5.00%,0.0032685672780098057,472.5,755,Cascaded,2027,472.5,755
D0,DC/9E/Not First Flight,RAP,5.1,,DC,9E,,Not First Flight,RAP,69.15,390,564,72.61,5.00%,0.0028327583076084985,409.5,564,Cascaded,2027,409.5,564
D0,DC/9E/Not First Flight,RDU,5.1,,DC,9E,,Not First Flight,RDU,57.66,2664,4620,60.55,5.00%,0.01934991828581805,2797.2,4620,Cascaded,2027,2797.2,4620
D0,DC/9E/Not First Flight,RIC,5.1,,DC,9E,,Not First Flight,RIC,63.22,1014,1604,66.38,5.00%,0.007365171599782096,1064.7,1604,Cascaded,2027,1064.7,1604
D0,DC/9E/Not First Flight,ROA,5.1,,DC,9E,,Not First Flight,ROA,62.24,600,964,65.35,5.00%,0.004358089704013074,630.0,964,Cascaded,2027,630.0,964
D0,DC/9E/Not First Flight,ROC,5.1,,DC,9E,,Not First Flight,ROC,55.56,955,1719,58.33,5.00%,0.0069366261122208095,1002.75,1719,Cascaded,2027,1002.75,1719
D0,DC/9E/Not First Flight,RST,5.1,,DC,9E,,Not First Flight,RST,61.69,285,462,64.77,5.00%,0.0020700926094062103,299.25,462,Cascaded,2027,299.25,462
D0,DC/9E/Not First Flight,RSW,5.1,,DC,9E,,Not First Flight,RSW,63.24,43,68,66.4,5.00%,0.00031232976212093697,45.15,68,Cascaded,2027,45.15,68
D0,DC/9E/Not First Flight,SAV,5.1,,DC,9E,,Not First Flight,SAV,55.55,586,1055,58.32,5.00%,0.004256400944252769,615.3,1055,Cascaded,2027,615.3,1055
D0,DC/9E/Not First Flight,SBN,5.1,,DC,9E,,Not First Flight,SBN,33.33,2,6,35.0,5.00%,1.452696568004358e-05,2.1,6,Cascaded,2027,2.1,6
D0,DC/9E/Not First Flight,SDF,5.1,,DC,9E,,Not First Flight,SDF,73.38,397,541,77.05,5.00%,0.002883602687488651,416.85,541,Cascaded,2027,416.85,541
D0,DC/9E/Not First Flight,SGF,5.1,,DC,9E,,Not First Flight,SGF,61.56,253,411,64.64,5.00%,0.001837661158525513,265.65,411,Cascaded,2027,265.65,411
D0,DC/9E/Not First Flight,SHV,5.1,,DC,9E,,Not First Flight,SHV,72.73,72,99,76.36,5.00%,0.000522970764481569,75.6,99,Cascaded,2027,75.6,99
D0,DC/9E/Not First Flight,STL,5.1,,DC,9E,,Not First Flight,STL,65.92,828,1256,69.22,5.00%,0.006014163791538043,869.4,1256,Cascaded,2027,869.4,1256
D0,DC/9E/Not First Flight,SYR,5.1,,DC,9E,,Not First Flight,SYR,67.72,1267,1871,71.1,5.00%,0.009202832758307609,1330.35,1871,Cascaded,2027,1330.35,1871
D0,DC/9E/Not First Flight,TLH,5.1,,DC,9E,,Not First Flight,TLH,65.89,226,343,69.18,5.00%,0.0016415471218449247,237.3,343,Cascaded,2027,237.3,343
D0,DC/9E/Not First Flight,TPA,5.1,,DC,9E,,Not First Flight,TPA,75.0,9,12,78.75,5.00%,6.537134556019612e-05,9.45,12,Cascaded,2027,9.45,12
D0,DC/9E/Not First Flight,TRI,5.1,,DC,9E,,Not First Flight,TRI,74.1,678,915,77.8,5.00%,0.004924641365534774,711.9,915,Cascaded,2027,711.9,915
D0,DC/9E/Not First Flight,TUL,5.1,,DC,9E,,Not First Flight,TUL,55.56,15,27,58.33,5.00%,0.00010895224260032685,15.75,27,Cascaded,2027,15.75,27
D0,DC/9E/Not First Flight,TVC,5.1,,DC,9E,,Not First Flight,TVC,56.77,130,229,59.61,5.00%,0.0009442527692028327,136.5,229,Cascaded,2027,136.5,229
D0,DC/9E/Not First Flight,TYS,5.1,,DC,9E,,Not First Flight,TYS,65.42,1099,1680,68.69,5.00%,0.007982567641183947,1153.95,1680,Cascaded,2027,1153.95,1680
D0,DC/9E/Not First Flight,VLD,5.1,,DC,9E,,Not First Flight,VLD,65.34,428,655,68.61,5.00%,0.0031087706555293264,449.4,655,Cascaded,2027,449.4,655
D0,DC/9E/Not First Flight,VPS,5.1,,DC,9E,,Not First Flight,VPS,39.58,19,48,41.56,5.00%,0.000138006173960414,19.95,48,Cascaded,2027,19.95,48
D0,DC/9E/Not First Flight,XNA,5.1,,DC,9E,,Not First Flight,XNA,64.44,1504,2334,67.66,5.00%,0.010924278191392772,1579.2,2334,Cascaded,2027,1579.2,2334
D0,DC/9E/Not First Flight,YHZ,5.1,,DC,9E,,Not First Flight,YHZ,74.47,105,141,78.19,5.00%,0.000762665698202288,110.25,141,Cascaded,2027,110.25,141
D0,DC/9E/Not First Flight,YUL,5.1,,DC,9E,,Not First Flight,YUL,69.27,985,1422,72.73,5.00%,0.007154530597421464,1034.25,1422,Cascaded,2027,1034.25,1422
D0,DC/9E/Not First Flight,YYZ,5.1,,DC,9E,,Not First Flight,YYZ,67.52,2156,3193,70.9,5.00%,0.01566006900308698,2263.8,3193,Cascaded,2027,2263.8,3193
D0,DC/OO/First Flight,ABQ,5.1,,DC,OO,,First Flight,ABQ,93.99,672,715,98.69,5.00%,0.017689331122166942,705.6,715,Cascaded,2027,705.6,715
D0,DC/OO/First Flight,ABR,5.1,,DC,OO,,First Flight,ABR,90.31,317,351,94.83,5.00%,0.008344520782331728,332.85,351,Cascaded,2027,332.85,351
D0,DC/OO/First Flight,ABY,5.1,,DC,OO,,First Flight,ABY,92.64,151,163,97.27,5.00%,0.003974834820605965,158.55,163,Cascaded,2027,158.55,163
D0,DC/OO/First Flight,AGS,5.1,,DC,OO,,First Flight,AGS,94.12,32,34,98.82,5.00%,0.0008423491010555687,33.6,34,Cascaded,2027,33.6,34
D0,DC/OO/First Flight,ALB,5.1,,DC,OO,,First Flight,ALB,84.09,37,44,88.3,5.00%,0.0009739661480955013,38.85,44,Cascaded,2027,38.85,44
D0,DC/OO/First Flight,ASE,5.1,,DC,OO,,First Flight,ASE,64.02,105,164,67.23,5.00%,0.002763957987838585,110.25,164,Cascaded,2027,110.25000000000001,164
D0,DC/OO/First Flight,ATL,5.1,,DC,OO,,First Flight,ATL,58.7,54,92,61.63,5.00%,0.0014214641080312722,56.7,92,Cascaded,2027,56.7,92
D0,DC/OO/First Flight,ATW,5.1,,DC,OO,,First Flight,ATW,85.44,587,687,89.72,5.00%,0.01545184132248809,616.35,687,Cascaded,2027,616.35,687
D0,DC/OO/First Flight,AUS,5.1,,DC,OO,,First Flight,AUS,84.82,324,382,89.06,5.00%,0.008528784648187633,340.2,382,Cascaded,2027,340.20000000000005,382
D0,DC/OO/First Flight,AZO,5.1,,DC,OO,,First Flight,AZO,83.61,250,299,87.79,5.00%,0.0065808523519966305,262.5,299,Cascaded,2027,262.5,299
D0,DC/OO/First Flight,BHM,5.1,,DC,OO,,First Flight,BHM,73.91,51,69,77.61,5.00%,0.0013424938798073127,53.55,69,Cascaded,2027,53.550000000000004,69
D0,DC/OO/First Flight,BIS,5.1,,DC,OO,,First Flight,BIS,85.91,128,149,90.2,5.00%,0.0033693964042222748,134.4,149,Cascaded,2027,134.4,149
D0,DC/OO/First Flight,BJI,5.1,,DC,OO,,First Flight,BJI,89.68,304,339,94.16,5.00%,0.008002316460027904,319.2,339,Cascaded,2027,319.20000000000005,339
D0,DC/OO/First Flight,BMI,5.1,,DC,OO,,First Flight,BMI,90.91,60,66,95.45,5.00%,0.0015794045644791914,63.0,66,Cascaded,2027,63.00000000000001,66
D0,DC/OO/First Flight,BNA,5.1,,DC,OO,,First Flight,BNA,79.7,432,542,83.69,5.00%,0.011371712864250177,453.6,542,Cascaded,2027,453.6,542
D0,DC/OO/First Flight,BOI,5.1,,DC,OO,,First Flight,BOI,90.38,1466,1622,94.9,5.00%,0.03859011819210824,1539.3,1622,Cascaded,2027,1539.3000000000002,1622
D0,DC/OO/First Flight,BRD,5.1,,DC,OO,,First Flight,BRD,92.59,75,81,97.22,5.00%,0.0019742557055989892,78.75,81,Cascaded,2027,78.75000000000001,81
D0,DC/OO/First Flight,BTV,5.1,,DC,OO,,First Flight,BTV,81.82,108,132,85.91,5.00%,0.0028429282160625444,113.4,132,Cascaded,2027,113.4,132
D0,DC/OO/First Flight,BUF,5.1,,DC,OO,,First Flight,BUF,66.67,2,3,70.0,5.00%,5.264681881597304e-05,2.1,3,Cascaded,2027,2.1,3
D0,DC/OO/First Flight,BUR,5.1,,DC,OO,,First Flight,BUR,100.0,34,34,105.0,5.00%,0.0008949959198715418,35.7,34,Cascaded,2027,35.7,34
D0,DC/OO/First Flight,BZN,5.1,,DC,OO,,First Flight,BZN,93.33,308,330,98.0,5.00%,0.008107610097659848,323.4,330,Cascaded,2027,323.40000000000003,330
D0,DC/OO/First Flight,CHS,5.1,,DC,OO,,First Flight,CHS,83.87,78,93,88.06,5.00%,0.0020532259338229488,81.9,93,Cascaded,2027,81.9,93
D0,DC/OO/First Flight,CID,5.1,,DC,OO,,First Flight,CID,88.1,111,126,92.5,5.00%,0.002921898444286504,116.55,126,Cascaded,2027,116.55000000000001,126
D0,DC/OO/First Flight,CIU,5.1,,DC,OO,,First Flight,CIU,75.98,253,333,79.77,5.00%,0.0066598225802205905,265.65,333,Cascaded,2027,265.65000000000003,333
D0,DC/OO/First Flight,CLE,5.1,,DC,OO,,First Flight,CLE,83.67,123,147,87.86,5.00%,0.0032377793571823424,129.15,147,Cascaded,2027,129.15,147
D0,DC/OO/First Flight,CMH,5.1,,DC,OO,,First Flight,CMH,78.52,106,135,82.44,5.00%,0.0027902813972465715,111.3,135,Cascaded,2027,111.30000000000001,135
D0,DC/OO/First Flight,COS,5.1,,DC,OO,,First Flight,COS,93.87,337,359,98.57,5.00%,0.008870988970491458,353.85,359,Cascaded,2027,353.85,359
D0,DC/OO/First Flight,CRW,5.1,,DC,OO,,First Flight,CRW,86.89,53,61,91.23,5.00%,0.0013951406986232857,55.65,61,Cascaded,2027,55.650000000000006,61
D0,DC/OO/First Flight,DEN,5.1,,DC,OO,,First Flight,DEN,72.45,71,98,76.07,5.00%,0.001868962067967043,74.55,98,Cascaded,2027,74.55000000000001,98
D0,DC/OO/First Flight,DLH,5.1,,DC,OO,,First Flight,DLH,83.02,401,483,87.17,5.00%,0.010555687172602595,421.05,483,Cascaded,2027,421.05000000000007,483
D0,DC/OO/First Flight,DTW,5.1,,DC,OO,,First Flight,DTW,75.45,1134,1503,79.22,5.00%,0.029850746268656716,1190.7,1503,Cascaded,2027,1190.7,1503
D0,DC/OO/First Flight,EKO,5.1,,DC,OO,,First Flight,EKO,98.59,350,355,103.52,5.00%,0.009213193292795283,367.5,355,Cascaded,2027,367.50000000000006,355
D0,DC/OO/First Flight,ELM,5.1,,DC,OO,,First Flight,ELM,88.5,300,339,92.92,5.00%,0.007897022822395957,315.0,339,Cascaded,2027,315.00000000000006,339
D0,DC/OO/First Flight,ESC,5.1,,DC,OO,,First Flight,ESC,91.22,291,319,95.78,5.00%,0.007660112137724078,305.55,319,Cascaded,2027,305.55,319
D0,DC/OO/First Flight,EUG,5.1,,DC,OO,,First Flight,EUG,93.8,666,710,98.49,5.00%,0.017531390665719022,699.3,710,Cascaded,2027,699.3000000000001,710
D0,DC/OO/First Flight,EVV,5.1,,DC,OO,,First Flight,EVV,85.71,12,14,90.0,5.00%,0.0003158809128958383,12.6,14,Cascaded,2027,12.600000000000001,14
D0,DC/OO/First Flight,FAR,5.1,,DC,OO,,First Flight,FAR,73.88,99,134,77.57,5.00%,0.002606017531390666,103.95,134,Cascaded,2027,103.95000000000002,134
D0,DC/OO/First Flight,FAT,5.1,,DC,OO,,First Flight,FAT,93.58,335,358,98.25,5.00%,0.008818342151675485,351.75,358,Cascaded,2027,351.75000000000006,358
D0,DC/OO/First Flight,FSD,5.1,,DC,OO,,First Flight,FSD,84.73,111,131,88.97,5.00%,0.002921898444286504,116.55,131,Cascaded,2027,116.55000000000001,131
D0,DC/OO/First Flight,FWA,5.1,,DC,OO,,First Flight,FWA,81.13,718,885,85.19,5.00%,0.018900207954934325,753.9,885,Cascaded,2027,753.9000000000001,885
