KPI_Name,parent,node,Tier,sys,ml_dc_1,ml_dc_2,fleet,frst_flt_ind,vendor,Baseline,Baseline_Num,Baseline_Den,Goal,Stretch,Contribution,Goal_Num,Goal_Den,Source,Goal_Yr,YTD_Num,YTD_Den
D0,sys/DL/DL/Not First Flight,Geasar SpA,5.1,sys,DL,DL,,Not First Flight,Geasar SpA,50.0,3,6,52.5,5.00%,5.150258800504725e-06,3.15,6,Cascaded,2027,3.15,6
D0,sys/DL/DL/Not First Flight,General Air Services N.V.,5.1,sys,DL,DL,,Not First Flight,General Air Services N.V.,72.27,769,1064,75.89,5.00%,0.0013201830058627113,807.45,1064,Cascaded,2027,807.45,1064
D0,sys/DL/DL/Not First Flight,Groundforce,5.1,sys,DL,DL,,Not First Flight,Groundforce,45.14,302,669,47.4,5.00%,0.0005184593859174757,317.1,669,Cascaded,2027,317.1,669
D0,sys/DL/DL/Not First Flight,Haneda Turtle Service,5.1,sys,DL,DL,,Not First Flight,Haneda Turtle Service,60.12,1295,2154,63.13,5.00%,0.00222319504888454,1359.75,2154,Cascaded,2027,1359.75,2154
D0,sys/DL/DL/Not First Flight,ICTS,5.1,sys,DL,DL,,Not First Flight,ICTS,58.12,526,905,61.03,5.00%,0.0009030120430218285,552.3,905,Cascaded,2027,552.3,905
D0,sys/DL/DL/Not First Flight,KLM,5.1,sys,DL,DL,,Not First Flight,KLM,34.75,1761,5068,36.48,5.00%,0.003023201915896274,1849.05,5068,Cascaded,2027,1849.05,5068
D0,sys/DL/DL/Not First Flight,Korean Air,5.1,sys,DL,DL,,Not First Flight,Korean Air,59.97,1104,1841,62.97,5.00%,0.001895295238585739,1159.2,1841,Cascaded,2027,1159.2,1841
D0,sys/DL/DL/Not First Flight,LATAM,5.1,sys,DL,DL,,Not First Flight,LATAM,66.78,195,292,70.12,5.00%,0.0003347668220328071,204.75,292,Cascaded,2027,204.75,292
D0,sys/DL/DL/Not First Flight,Longport,5.1,sys,DL,DL,,Not First Flight,Longport,66.39,241,363,69.71,5.00%,0.0004137374569738796,253.05,363,Cascaded,2027,253.05,363
D0,sys/DL/DL/Not First Flight,Menzies Aviation,5.1,sys,DL,DL,,Not First Flight,Menzies Aviation,68.2,1748,2563,71.61,5.00%,0.0030008841277607535,1835.4,2563,Cascaded,2027,1835.4,2563
D0,sys/DL/DL/Not First Flight,NAHCo,5.1,sys,DL,DL,,Not First Flight,NAHCo,16.38,66,403,17.2,5.00%,0.00011330569361110396,69.3,403,Cascaded,2027,69.3,403
D0,sys/DL/DL/Not First Flight,ORBITAL SERV AUXILIARES TRANS AEREO,5.1,sys,DL,DL,,Not First Flight,ORBITAL SERV AUXILIARES TRANS AEREO,93.02,40,43,97.67,5.00%,6.8670117340063e-05,42.0,43,Cascaded,2027,42.0,43
D0,sys/DL/DL/Not First Flight,PRIMEFLIGHT AVIATION SERVICES CANADA,5.1,sys,DL,DL,,Not First Flight,PRIMEFLIGHT AVIATION SERVICES CANADA,59.41,60,101,62.38,5.00%,0.00010300517601009451,63.0,101,Cascaded,2027,63.0,101
D0,sys/DL/DL/Not First Flight,Passenger Handling Services,5.1,sys,DL,DL,,Not First Flight,Passenger Handling Services,80.13,125,156,84.13,5.00%,0.00021459411668769688,131.25,156,Cascaded,2027,131.25,156
D0,sys/DL/DL/Not First Flight,Portway,5.1,sys,DL,DL,,Not First Flight,Portway,77.78,7,9,81.67,5.00%,1.2017270534511026e-05,7.35,9,Cascaded,2027,7.35,9
D0,sys/DL/DL/Not First Flight,QAS,5.1,sys,DL,DL,,Not First Flight,QAS,57.45,135,235,60.32,5.00%,0.00023176164602271265,141.75,235,Cascaded,2027,141.75,235
D0,sys/DL/DL/Not First Flight,RAM Handling,5.1,sys,DL,DL,,Not First Flight,RAM Handling,65.66,65,99,68.94,5.00%,0.00011158894067760238,68.25,99,Cascaded,2027,68.25,99
D0,sys/DL/DL/Not First Flight,Red Handling UK,5.1,sys,DL,DL,,Not First Flight,Red Handling UK,53.54,53,99,56.21,5.00%,9.098790547558348e-05,55.65,99,Cascaded,2027,55.65,99
D0,sys/DL/DL/Not First Flight,SAI,5.1,sys,DL,DL,,Not First Flight,SAI,60.3,322,534,63.31,5.00%,0.0005527944445875072,338.1,534,Cascaded,2027,338.1,534
D0,sys/DL/DL/Not First Flight,SERVAIR,5.1,sys,DL,DL,,Not First Flight,SERVAIR,60.63,2556,4216,63.66,5.00%,0.004388020498030026,2683.8,4216,Cascaded,2027,2683.8,4216
D0,sys/DL/DL/Not First Flight,SHP,5.1,sys,DL,DL,,Not First Flight,SHP,75.09,1031,1373,78.85,5.00%,0.001769972274440124,1082.55,1373,Cascaded,2027,1082.55,1373
D0,sys/DL/DL/Not First Flight,SKGS,5.1,sys,DL,DL,,Not First Flight,SKGS,46.3,25,54,48.61,5.00%,4.291882333753938e-05,26.25,54,Cascaded,2027,26.25,54
D0,sys/DL/DL/Not First Flight,Samsic Assistance Canada Inc.,5.1,sys,DL,DL,,Not First Flight,Samsic Assistance Canada Inc.,50.93,55,108,53.47,5.00%,9.442141134258663e-05,57.75,108,Cascaded,2027,57.75,108
D0,sys/DL/DL/Not First Flight,SkyWest,5.1,sys,DL,DL,,Not First Flight,SkyWest,16.67,1,6,17.5,5.00%,1.716752933501575e-06,1.05,6,Cascaded,2027,1.05,6
D0,sys/DL/DL/Not First Flight,Swissport,5.1,sys,DL,DL,,Not First Flight,Swissport,65.79,1623,2467,69.08,5.00%,0.0027862900110730564,1704.15,2467,Cascaded,2027,1704.15,2467
D0,sys/DL/DL/Not First Flight,TriStar,5.1,sys,DL,DL,,Not First Flight,TriStar,67.09,53,79,70.44,5.00%,9.098790547558348e-05,55.65,79,Cascaded,2027,55.65,79
D0,sys/DL/DL/Not First Flight,Unifi,5.1,sys,DL,DL,,Not First Flight,Unifi,63.35,22578,35640,66.52,5.00%,0.038760847732598566,23706.9,35640,Cascaded,2027,23706.9,35640
D0,sys/DL/DL/Not First Flight,Valley International Airport Ground Handling Services,5.1,sys,DL,DL,,Not First Flight,Valley International Airport Ground Handling Services,75.74,128,169,79.53,5.00%,0.0002197443754882016,134.4,169,Cascaded,2027,134.4,169
D0,sys/DL/DL/Not First Flight,Virgin Atlantic Airways,5.1,sys,DL,DL,,Not First Flight,Virgin Atlantic Airways,70.85,2477,3496,74.4,5.00%,0.0042523970162834015,2600.85,3496,Cascaded,2027,2600.85,3496
D0,sys/DL/DL/Not First Flight,WFS -Worldwide Flight Services,5.1,sys,DL,DL,,Not First Flight,WFS -Worldwide Flight Services,36.07,44,122,37.87,5.00%,7.553712907406931e-05,46.2,122,Cascaded,2027,46.2,122
D0,sys/DL/DL/Not First Flight,WISAG Aviation,5.1,sys,DL,DL,,Not First Flight,WISAG Aviation,54.77,109,199,57.51,5.00%,0.0001871260697516717,114.45,199,Cascaded,2027,114.45,199
D0,sys/DL/DL/Not First Flight,Warren,5.1,sys,DL,DL,,Not First Flight,Warren,55.83,201,360,58.63,5.00%,0.0003450673396338166,211.05,360,Cascaded,2027,211.05,360
D0,sys/DL/DL/Not First Flight,dnata,5.1,sys,DL,DL,,Not First Flight,dnata,67.3,321,477,70.66,5.00%,0.0005510776916540056,337.05,477,Cascaded,2027,337.05,477
