KPI_Name,parent,node,Tier,sys,ml_dc_1,ml_dc_2,dom_int,station,fleet,Baseline,Baseline_Num,Baseline_Den,Goal,Stretch,Contribution,Goal_Num,Goal_Den,Source,Goal_Yr,YTD_Num,YTD_Den
D0,sys/DC/E170/75,FAR,4.1,sys,DC,,,FAR,E170/75,76.83,126,164,80.67,5.00%,0.011769101438445732,132.3,164,Cascaded,2027,132.29999999999998,164
D0,sys/DC/E170/75,FAT,4.1,sys,DC,,,FAT,E170/75,89.74,105,117,94.23,5.00%,0.00980758453203811,110.25,117,Cascaded,2027,110.25,117
D0,sys/DC/E170/75,FAY,4.1,sys,DC,,,FAY,E170/75,37.5,6,16,39.38,5.00%,0.0005604334018307491,6.3,16,Cascaded,2027,6.3,16
D0,sys/DC/E170/75,FCA,4.1,sys,DC,,,FCA,E170/75,100.0,4,4,105.0,5.00%,0.00037362226788716606,4.2,4,Cascaded,2027,4.199999999999999,4
D0,sys/DC/E170/75,FSD,4.1,sys,DC,,,FSD,E170/75,100.0,1,1,105.0,5.00%,9.340556697179151e-05,1.05,1,Cascaded,2027,1.0499999999999998,1
D0,sys/DC/E170/75,FWA,4.1,sys,DC,,,FWA,E170/75,67.82,59,87,71.21,5.00%,0.0055109284513357,61.95,87,Cascaded,2027,61.949999999999996,87
D0,sys/DC/E170/75,GEG,4.1,sys,DC,,,GEG,E170/75,85.71,18,21,90.0,5.00%,0.0016813002054922473,18.9,21,Cascaded,2027,18.9,21
D0,sys/DC/E170/75,GRB,4.1,sys,DC,,,GRB,E170/75,100.0,2,2,105.0,5.00%,0.00018681113394358303,2.1,2,Cascaded,2027,2.0999999999999996,2
D0,sys/DC/E170/75,GTF,4.1,sys,DC,,,GTF,E170/75,90.2,138,153,94.71,5.00%,0.01288996824210723,144.9,153,Cascaded,2027,144.89999999999998,153
D0,sys/DC/E170/75,HLN,4.1,sys,DC,,,HLN,E170/75,94.12,80,85,98.82,5.00%,0.007472445357743321,84.0,85,Cascaded,2027,84.0,85
D0,sys/DC/E170/75,HSV,4.1,sys,DC,,,HSV,E170/75,71.43,5,7,75.0,5.00%,0.0004670278348589576,5.25,7,Cascaded,2027,5.25,7
D0,sys/DC/E170/75,IAD,4.1,sys,DC,,,IAD,E170/75,100.0,1,1,105.0,5.00%,9.340556697179151e-05,1.05,1,Cascaded,2027,1.0499999999999998,1
D0,sys/DC/E170/75,IDA,4.1,sys,DC,,,IDA,E170/75,92.31,36,39,96.92,5.00%,0.0033626004109844946,37.8,39,Cascaded,2027,37.8,39
D0,sys/DC/E170/75,JAC,4.1,sys,DC,,,JAC,E170/75,72.85,220,302,76.49,5.00%,0.020549224733794134,231.0,302,Cascaded,2027,231.0,302
D0,sys/DC/E170/75,LAS,4.1,sys,DC,,,LAS,E170/75,71.31,87,122,74.88,5.00%,0.008126284326545863,91.35,122,Cascaded,2027,91.35,122
D0,sys/DC/E170/75,LAX,4.1,sys,DC,,,LAX,E170/75,75.66,1122,1483,79.44,5.00%,0.10480104614235008,1178.1,1483,Cascaded,2027,1178.1,1483
D0,sys/DC/E170/75,LGB,4.1,sys,DC,,,LGB,E170/75,95.12,39,41,99.88,5.00%,0.003642817111899869,40.95,41,Cascaded,2027,40.949999999999996,41
D0,sys/DC/E170/75,LIT,4.1,sys,DC,,,LIT,E170/75,89.74,35,39,94.23,5.00%,0.003269194844012703,36.75,39,Cascaded,2027,36.75,39
D0,sys/DC/E170/75,LWS,4.1,sys,DC,,,LWS,E170/75,80.61,79,98,84.64,5.00%,0.00737903979077153,82.95,98,Cascaded,2027,82.94999999999999,98
D0,sys/DC/E170/75,MDW,4.1,sys,DC,,,MDW,E170/75,50.0,16,32,52.5,5.00%,0.0014944890715486642,16.8,32,Cascaded,2027,16.799999999999997,32
D0,sys/DC/E170/75,MFR,4.1,sys,DC,,,MFR,E170/75,50.0,1,2,52.5,5.00%,9.340556697179151e-05,1.05,2,Cascaded,2027,1.0499999999999998,2
D0,sys/DC/E170/75,MHH,4.1,sys,DC,,,MHH,E170/75,50.0,7,14,52.5,5.00%,0.0006538389688025406,7.35,14,Cascaded,2027,7.35,14
D0,sys/DC/E170/75,MOB,4.1,sys,DC,,,MOB,E170/75,62.94,90,143,66.08,5.00%,0.008406501027461237,94.5,143,Cascaded,2027,94.5,143
D0,sys/DC/E170/75,MOT,4.1,sys,DC,,,MOT,E170/75,81.82,9,11,85.91,5.00%,0.0008406501027461236,9.45,11,Cascaded,2027,9.45,11
D0,sys/DC/E170/75,MSO,4.1,sys,DC,,,MSO,E170/75,82.61,19,23,86.74,5.00%,0.0017747057724640388,19.95,23,Cascaded,2027,19.95,23
D0,sys/DC/E170/75,MSP,4.1,sys,DC,,,MSP,E170/75,63.98,151,236,67.18,5.00%,0.014104240612740519,158.55,236,Cascaded,2027,158.54999999999998,236
D0,sys/DC/E170/75,OAJ,4.1,sys,DC,,,OAJ,E170/75,69.41,295,425,72.88,5.00%,0.0275546422566785,309.75,425,Cascaded,2027,309.75,425
D0,sys/DC/E170/75,OAK,4.1,sys,DC,,,OAK,E170/75,93.18,41,44,97.84,5.00%,0.0038296282458434522,43.05,44,Cascaded,2027,43.05,44
D0,sys/DC/E170/75,OKC,4.1,sys,DC,,,OKC,E170/75,100.0,4,4,105.0,5.00%,0.00037362226788716606,4.2,4,Cascaded,2027,4.199999999999999,4
D0,sys/DC/E170/75,OMA,4.1,sys,DC,,,OMA,E170/75,100.0,2,2,105.0,5.00%,0.00018681113394358303,2.1,2,Cascaded,2027,2.0999999999999996,2
D0,sys/DC/E170/75,ONT,4.1,sys,DC,,,ONT,E170/75,100.0,21,21,105.0,5.00%,0.001961516906407622,22.05,21,Cascaded,2027,22.049999999999997,21
D0,sys/DC/E170/75,PHX,4.1,sys,DC,,,PHX,E170/75,63.41,52,82,66.59,5.00%,0.004857089482533159,54.6,82,Cascaded,2027,54.599999999999994,82
D0,sys/DC/E170/75,PIH,4.1,sys,DC,,,PIH,E170/75,94.87,37,39,99.62,5.00%,0.003456005977956286,38.85,39,Cascaded,2027,38.849999999999994,39
D0,sys/DC/E170/75,PSC,4.1,sys,DC,,,PSC,E170/75,100.0,1,1,105.0,5.00%,9.340556697179151e-05,1.05,1,Cascaded,2027,1.0499999999999998,1
D0,sys/DC/E170/75,PSP,4.1,sys,DC,,,PSP,E170/75,87.18,68,78,91.54,5.00%,0.006351578554081823,71.4,78,Cascaded,2027,71.39999999999999,78
D0,sys/DC/E170/75,RAP,4.1,sys,DC,,,RAP,E170/75,83.33,15,18,87.5,5.00%,0.0014010835045768727,15.75,18,Cascaded,2027,15.749999999999998,18
D0,sys/DC/E170/75,RDM,4.1,sys,DC,,,RDM,E170/75,100.0,1,1,105.0,5.00%,9.340556697179151e-05,1.05,1,Cascaded,2027,1.0499999999999998,1
D0,sys/DC/E170/75,RNO,4.1,sys,DC,,,RNO,E170/75,89.29,175,196,93.75,5.00%,0.016345974220063515,183.75,196,Cascaded,2027,183.75,196
D0,sys/DC/E170/75,ROA,4.1,sys,DC,,,ROA,E170/75,48.44,31,64,50.86,5.00%,0.002895572576125537,32.55,64,Cascaded,2027,32.55,64
D0,sys/DC/E170/75,RST,4.1,sys,DC,,,RST,E170/75,72.73,16,22,76.36,5.00%,0.0014944890715486642,16.8,22,Cascaded,2027,16.799999999999997,22
D0,sys/DC/E170/75,SAN,4.1,sys,DC,,,SAN,E170/75,73.79,107,145,77.48,5.00%,0.009994395665981693,112.35,145,Cascaded,2027,112.35,145
D0,sys/DC/E170/75,SBA,4.1,sys,DC,,,SBA,E170/75,93.33,84,90,98.0,5.00%,0.007846067625630488,88.2,90,Cascaded,2027,88.19999999999999,90
D0,sys/DC/E170/75,SBN,4.1,sys,DC,,,SBN,E170/75,55.56,185,333,58.33,5.00%,0.01728002988978143,194.25,333,Cascaded,2027,194.25,333
D0,sys/DC/E170/75,SEA,4.1,sys,DC,,,SEA,E170/75,100.0,1,1,105.0,5.00%,9.340556697179151e-05,1.05,1,Cascaded,2027,1.0499999999999998,1
D0,sys/DC/E170/75,SFO,4.1,sys,DC,,,SFO,E170/75,100.0,2,2,105.0,5.00%,0.00018681113394358303,2.1,2,Cascaded,2027,2.0999999999999996,2
D0,sys/DC/E170/75,SHV,4.1,sys,DC,,,SHV,E170/75,69.87,422,604,73.36,5.00%,0.039417149262096024,443.1,604,Cascaded,2027,443.09999999999997,604
D0,sys/DC/E170/75,SJC,4.1,sys,DC,,,SJC,E170/75,80.79,164,203,84.83,5.00%,0.015318512983373809,172.2,203,Cascaded,2027,172.2,203
D0,sys/DC/E170/75,SLC,4.1,sys,DC,,,SLC,E170/75,83.89,2219,2645,88.09,5.00%,0.20726695311040538,2329.95,2645,Cascaded,2027,2329.95,2645
D0,sys/DC/E170/75,SMF,4.1,sys,DC,,,SMF,E170/75,83.33,120,144,87.5,5.00%,0.011208668036614982,126.0,144,Cascaded,2027,125.99999999999999,144
D0,sys/DC/E170/75,SNA,4.1,sys,DC,,,SNA,E170/75,75.95,60,79,79.75,5.00%,0.005604334018307491,63.0,79,Cascaded,2027,62.99999999999999,79
D0,sys/DC/E170/75,SUN,4.1,sys,DC,,,SUN,E170/75,90.31,503,557,94.82,5.00%,0.04698300018681113,528.15,557,Cascaded,2027,528.15,557
D0,sys/DC/E170/75,TRI,4.1,sys,DC,,,TRI,E170/75,55.88,19,34,58.68,5.00%,0.0017747057724640388,19.95,34,Cascaded,2027,19.95,34
D0,sys/DC/E170/75,TUL,4.1,sys,DC,,,TUL,E170/75,92.73,51,55,97.36,5.00%,0.0047636839155613675,53.55,55,Cascaded,2027,53.55,55
D0,sys/DC/E170/75,TUS,4.1,sys,DC,,,TUS,E170/75,85.34,419,491,89.6,5.00%,0.03913693256118064,439.95,491,Cascaded,2027,439.95,491
D0,sys/DC/E170/75,TWF,4.1,sys,DC,,,TWF,E170/75,89.66,52,58,94.14,5.00%,0.004857089482533159,54.6,58,Cascaded,2027,54.599999999999994,58
D0,sys/DC/E170/75,XNA,4.1,sys,DC,,,XNA,E170/75,72.93,415,569,76.58,5.00%,0.03876331029329348,435.75,569,Cascaded,2027,435.75,569
D0,sys/DC/E170/75,YYC,4.1,sys,DC,,,YYC,E170/75,78.26,18,23,82.17,5.00%,0.0016813002054922473,18.9,23,Cascaded,2027,18.9,23
D0,sys/DL/220,ANC,4.1,sys,DL,,,ANC,220,75.28,612,813,79.04,5.00%,0.009727564612010046,642.6,813,Cascaded,2027,642.6,813
D0,sys/DL/220,ATL,4.1,sys,DL,,,ATL,220,60.6,872,1439,63.63,5.00%,0.013860190100772484,915.6,1439,Cascaded,2027,915.5999999999999,1439
D0,sys/DL/220,AUS,4.1,sys,DL,,,AUS,220,63.96,1805,2822,67.16,5.00%,0.028689957720062307,1895.25,2822,Cascaded,2027,1895.25,2822
D0,sys/DL/220,BDL,4.1,sys,DL,,,BDL,220,84.21,16,19,88.42,5.00%,0.0002543154146930731,16.8,19,Cascaded,2027,16.8,19
D0,sys/DL/220,BIS,4.1,sys,DL,,,BIS,220,75.0,18,24,78.75,5.00%,0.0002861048415297072,18.9,24,Cascaded,2027,18.9,24
D0,sys/DL/220,BNA,4.1,sys,DL,,,BNA,220,60.74,687,1131,63.78,5.00%,0.010919668118383826,721.35,1131,Cascaded,2027,721.3499999999999,1131
D0,sys/DL/220,BOI,4.1,sys,DL,,,BOI,220,76.5,511,668,80.32,5.00%,0.008122198556760022,536.55,668,Cascaded,2027,536.55,668
D0,sys/DL/220,BOS,4.1,sys,DL,,,BOS,220,66.32,3846,5799,69.64,5.00%,0.06113106780684744,4038.3,5799,Cascaded,2027,4038.2999999999997,5799
D0,sys/DL/220,BUR,4.1,sys,DL,,,BUR,220,68.2,504,739,71.61,5.00%,0.008010935562831802,529.2,739,Cascaded,2027,529.1999999999999,739
D0,sys/DL/220,BWI,4.1,sys,DL,,,BWI,220,72.57,246,339,76.19,5.00%,0.003910099500905998,258.3,339,Cascaded,2027,258.3,339
D0,sys/DL/220,BZN,4.1,sys,DL,,,BZN,220,67.47,112,166,70.84,5.00%,0.0017802079028515117,117.6,166,Cascaded,2027,117.6,166
D0,sys/DL/220,CHS,4.1,sys,DL,,,CHS,220,57.43,398,693,60.3,5.00%,0.006326095940490193,417.9,693,Cascaded,2027,417.9,693
D0,sys/DL/220,CLE,4.1,sys,DL,,,CLE,220,70.07,377,538,73.58,5.00%,0.005992306958705534,395.85,538,Cascaded,2027,395.84999999999997,538
D0,sys/DL/220,CLT,4.1,sys,DL,,,CLT,220,64.1,75,117,67.31,5.00%,0.00119210350637378,78.75,117,Cascaded,2027,78.75,117
D0,sys/DL/220,CMH,4.1,sys,DL,,,CMH,220,75.0,264,352,78.75,5.00%,0.004196204342435706,277.2,352,Cascaded,2027,277.2,352
D0,sys/DL/220,CVG,4.1,sys,DL,,,CVG,220,71.89,179,249,75.48,5.00%,0.002845153701878755,187.95,249,Cascaded,2027,187.95,249
D0,sys/DL/220,DCA,4.1,sys,DL,,,DCA,220,57.22,321,561,60.08,5.00%,0.005102203007279779,337.05,561,Cascaded,2027,337.05,561
D0,sys/DL/220,DEN,4.1,sys,DL,,,DEN,220,68.21,1131,1658,71.63,5.00%,0.017976920876116603,1187.55,1658,Cascaded,2027,1187.55,1658
D0,sys/DL/220,DFW,4.1,sys,DL,,,DFW,220,67.53,3296,4881,70.9,5.00%,0.05238897542677306,3460.8,4881,Cascaded,2027,3460.7999999999997,4881
D0,sys/DL/220,DJT,4.1,sys,DL,,,DJT,220,50.0,30,60,52.5,5.00%,0.00047684140254951205,31.5,60,Cascaded,2027,31.5,60
D0,sys/DL/220,DTW,4.1,sys,DL,,,DTW,220,40.0,4,10,42.0,5.00%,6.357885367326827e-05,4.2,10,Cascaded,2027,4.2,10
D0,sys/DL/220,EWR,4.1,sys,DL,,,EWR,220,68.86,188,273,72.31,5.00%,0.0029882061226436086,197.4,273,Cascaded,2027,197.39999999999998,273
D0,sys/DL/220,EYW,4.1,sys,DL,,,EYW,220,28.57,4,14,30.0,5.00%,6.357885367326827e-05,4.2,14,Cascaded,2027,4.2,14
D0,sys/DL/220,FAI,4.1,sys,DL,,,FAI,220,63.6,304,478,66.78,5.00%,0.0048319928791683885,319.2,478,Cascaded,2027,319.2,478
D0,sys/DL/220,FCA,4.1,sys,DL,,,FCA,220,71.23,156,219,74.79,5.00%,0.0024795752932574625,163.8,219,Cascaded,2027,163.79999999999998,219
D0,sys/DL/220,FLL,4.1,sys,DL,,,FLL,220,100.0,2,2,105.0,5.00%,3.1789426836634136e-05,2.1,2,Cascaded,2027,2.1,2
D0,sys/DL/220,GEG,4.1,sys,DL,,,GEG,220,77.47,650,839,81.35,5.00%,0.010331563721906094,682.5,839,Cascaded,2027,682.5,839
D0,sys/DL/220,IAD,4.1,sys,DL,,,IAD,220,65.77,782,1189,69.06,5.00%,0.012429665893123948,821.1,1189,Cascaded,2027,821.0999999999999,1189
D0,sys/DL/220,IAH,4.1,sys,DL,,,IAH,220,62.98,2040,3239,66.13,5.00%,0.03242521537336682,2142.0,3239,Cascaded,2027,2142.0,3239
D0,sys/DL/220,IDA,4.1,sys,DL,,,IDA,220,75.08,235,313,78.83,5.00%,0.003735257653304511,246.75,313,Cascaded,2027,246.75,313
D0,sys/DL/220,IND,4.1,sys,DL,,,IND,220,79.31,92,116,83.28,5.00%,0.0014623136344851702,96.6,116,Cascaded,2027,96.6,116
D0,sys/DL/220,JAX,4.1,sys,DL,,,JAX,220,60.0,237,395,63.0,5.00%,0.003767047080141145,248.85,395,Cascaded,2027,248.85,395
D0,sys/DL/220,JFK,4.1,sys,DL,,,JFK,220,65.53,1397,2132,68.8,5.00%,0.022204914645388943,1466.85,2132,Cascaded,2027,1466.85,2132
D0,sys/DL/220,LAS,4.1,sys,DL,,,LAS,220,77.19,44,57,81.05,5.00%,0.000699367390405951,46.2,57,Cascaded,2027,46.199999999999996,57
D0,sys/DL/220,LGA,4.1,sys,DL,,,LGA,220,67.18,6275,9340,70.54,5.00%,0.0997393266999396,6588.75,9340,Cascaded,2027,6588.75,9340
D0,sys/DL/220,LGB,4.1,sys,DL,,,LGB,220,76.85,166,216,80.69,5.00%,0.002638522427440633,174.3,216,Cascaded,2027,174.29999999999998,216
D0,sys/DL/220,MCI,4.1,sys,DL,,,MCI,220,69.66,1274,1829,73.14,5.00%,0.020249864894935944,1337.7,1829,Cascaded,2027,1337.7,1829
D0,sys/DL/220,MIA,4.1,sys,DL,,,MIA,220,66.67,2,3,70.0,5.00%,3.1789426836634136e-05,2.1,3,Cascaded,2027,2.1,3
D0,sys/DL/220,MKE,4.1,sys,DL,,,MKE,220,76.55,493,644,80.38,5.00%,0.007836093715230315,517.65,644,Cascaded,2027,517.65,644
D0,sys/DL/220,MSN,4.1,sys,DL,,,MSN,220,86.96,40,46,91.3,5.00%,0.0006357885367326827,42.0,46,Cascaded,2027,42.0,46
D0,sys/DL/220,MSO,4.1,sys,DL,,,MSO,220,77.89,303,389,81.79,5.00%,0.004816098165750071,318.15,389,Cascaded,2027,318.15,389
D0,sys/DL/220,MSP,4.1,sys,DL,,,MSP,220,65.3,6060,9280,68.57,5.00%,0.09632196331500142,6363.0,9280,Cascaded,2027,6363.0,9280
D0,sys/DL/220,MSY,4.1,sys,DL,,,MSY,220,66.47,230,346,69.8,5.00%,0.0036557840862129257,241.5,346,Cascaded,2027,241.5,346
D0,sys/DL/220,MYR,4.1,sys,DL,,,MYR,220,67.59,73,108,70.97,5.00%,0.001160314079537146,76.65,108,Cascaded,2027,76.64999999999999,108
D0,sys/DL/220,NAS,4.1,sys,DL,,,NAS,220,70.2,106,151,73.71,5.00%,0.0016848396223416093,111.3,151,Cascaded,2027,111.3,151
D0,sys/DL/220,OAK,4.1,sys,DL,,,OAK,220,85.71,6,7,90.0,5.00%,9.53682805099024e-05,6.3,7,Cascaded,2027,6.3,7
D0,sys/DL/220,OMA,4.1,sys,DL,,,OMA,220,100.0,3,3,105.0,5.00%,4.76841402549512e-05,3.15,3,Cascaded,2027,3.15,3
D0,sys/DL/220,ONT,4.1,sys,DL,,,ONT,220,81.67,401,491,85.75,5.00%,0.006373780080745144,421.05,491,Cascaded,2027,421.04999999999995,491
D0,sys/DL/220,ORD,4.1,sys,DL,,,ORD,220,57.84,2416,4177,60.73,5.00%,0.03840162761865404,2536.8,4177,Cascaded,2027,2536.7999999999997,4177
D0,sys/DL/220,PDX,4.1,sys,DL,,,PDX,220,79.37,377,475,83.34,5.00%,0.005992306958705534,395.85,475,Cascaded,2027,395.84999999999997,475
D0,sys/DL/220,PHL,4.1,sys,DL,,,PHL,220,65.45,197,301,68.72,5.00%,0.0031312585434084624,206.85,301,Cascaded,2027,206.85,301
D0,sys/DL/220,PHX,4.1,sys,DL,,,PHX,220,64.2,217,338,67.41,5.00%,0.0034491528117748037,227.85,338,Cascaded,2027,227.85,338
D0,sys/DL/220,PIT,4.1,sys,DL,,,PIT,220,57.96,222,383,60.86,5.00%,0.003528626378866389,233.1,383,Cascaded,2027,233.1,383
D0,sys/DL/220,PSC,4.1,sys,DL,,,PSC,220,78.72,37,47,82.66,5.00%,0.0005881043964777315,38.85,47,Cascaded,2027,38.85,47
D0,sys/DL/220,RDU,4.1,sys,DL,,,RDU,220,66.35,1108,1670,69.66,5.00%,0.017611342467495312,1163.4,1670,Cascaded,2027,1163.3999999999999,1670
D0,sys/DL/220,RSW,4.1,sys,DL,,,RSW,220,62.39,146,234,65.51,5.00%,0.002320628159074292,153.3,234,Cascaded,2027,153.29999999999998,234
D0,sys/DL/220,SAN,4.1,sys,DL,,,SAN,220,63.84,346,542,67.03,5.00%,0.005499570842737706,363.3,542,Cascaded,2027,363.29999999999995,542
D0,sys/DL/220,SAT,4.1,sys,DL,,,SAT,220,68.42,1317,1925,71.84,5.00%,0.020933337571923578,1382.85,1925,Cascaded,2027,1382.85,1925
D0,sys/DL/220,SAV,4.1,sys,DL,,,SAV,220,62.96,51,81,66.11,5.00%,0.0008106303843341704,53.55,81,Cascaded,2027,53.55,81
D0,sys/DL/220,SBA,4.1,sys,DL,,,SBA,220,67.29,253,376,70.65,5.00%,0.004021362494834218,265.65,376,Cascaded,2027,265.65,376
D0,sys/DL/220,SEA,4.1,sys,DL,,,SEA,220,62.89,4804,7639,66.03,5.00%,0.07635820326159519,5044.2,7639,Cascaded,2027,5044.2,7639
D0,sys/DL/220,SFO,4.1,sys,DL,,,SFO,220,52.65,706,1341,55.28,5.00%,0.01122166767333185,741.3,1341,Cascaded,2027,741.3,1341
D0,sys/DL/220,SJC,4.1,sys,DL,,,SJC,220,79.09,908,1148,83.05,5.00%,0.014432399783831897,953.4,1148,Cascaded,2027,953.4,1148
D0,sys/DL/220,SLC,4.1,sys,DL,,,SLC,220,67.44,8815,13070,70.82,5.00%,0.14011189878246494,9255.75,13070,Cascaded,2027,9255.75,13070
D0,sys/DL/220,SMF,4.1,sys,DL,,,SMF,220,77.36,475,614,81.23,5.00%,0.007549988873700607,498.75,614,Cascaded,2027,498.75,614
D0,sys/DL/220,SNA,4.1,sys,DL,,,SNA,220,67.56,2066,3058,70.94,5.00%,0.032838477922243064,2169.3,3058,Cascaded,2027,2169.2999999999997,3058
D0,sys/DL/220,SRQ,4.1,sys,DL,,,SRQ,220,66.31,435,656,69.63,5.00%,0.006914200336967925,456.75,656,Cascaded,2027,456.75,656
D0,sys/DL/220,STL,4.1,sys,DL,,,STL,220,78.59,602,766,82.52,5.00%,0.009568617477826875,632.1,766,Cascaded,2027,632.1,766
D0,sys/DL/220,SYR,4.1,sys,DL,,,SYR,220,60.0,6,10,63.0,5.00%,9.53682805099024e-05,6.3,10,Cascaded,2027,6.3,10
D0,sys/DL/220,TPA,4.1,sys,DL,,,TPA,220,70.04,166,237,73.54,5.00%,0.002638522427440633,174.3,237,Cascaded,2027,174.29999999999998,237
D0,sys/DL/220,TUS,4.1,sys,DL,,,TUS,220,72.79,99,136,76.43,5.00%,0.0015735766284133896,103.95,136,Cascaded,2027,103.94999999999999,136
D0,sys/DL/220,TVC,4.1,sys,DL,,,TVC,220,48.48,16,33,50.91,5.00%,0.0002543154146930731,16.8,33,Cascaded,2027,16.8,33
D0,sys/DL/220,YVR,4.1,sys,DL,,,YVR,220,71.83,102,142,75.42,5.00%,0.0016212607686683408,107.1,142,Cascaded,2027,107.1,142
D0,sys/DL/220,YYZ,4.1,sys,DL,,,YYZ,220,60.38,160,265,63.4,5.00%,0.0025431541469307308,168.0,265,Cascaded,2027,168.0,265
D0,sys/DL/319,ABQ,4.1,sys,DL,,,ABQ,319,100.0,23,23,105.0,5.00%,0.0004201143441649771,24.15,23,Cascaded,2027,24.15,23
D0,sys/DL/319,ALB,4.1,sys,DL,,,ALB,319,75.91,208,274,79.71,5.00%,0.003799294938535445,218.4,274,Cascaded,2027,218.4,274
D0,sys/DL/319,ATL,4.1,sys,DL,,,ATL,319,69.17,5397,7803,72.62,5.00%,0.0985807441503644,5666.85,7803,Cascaded,2027,5666.849999999999,7803
D0,sys/DL/319,ATW,4.1,sys,DL,,,ATW,319,100.0,1,1,105.0,5.00%,1.8265841050651177e-05,1.05,1,Cascaded,2027,1.05,1
D0,sys/DL/319,AUS,4.1,sys,DL,,,AUS,319,76.16,1281,1682,79.97,5.00%,0.02339854238588416,1345.05,1682,Cascaded,2027,1345.05,1682
D0,sys/DL/319,BDA,4.1,sys,DL,,,BDA,319,76.82,275,358,80.66,5.00%,0.005023106288929074,288.75,358,Cascaded,2027,288.75,358
D0,sys/DL/319,BDL,4.1,sys,DL,,,BDL,319,79.57,222,279,83.55,5.00%,0.004055016713244561,233.1,279,Cascaded,2027,233.1,279
D0,sys/DL/319,BHM,4.1,sys,DL,,,BHM,319,50.0,2,4,52.5,5.00%,3.6531682101302354e-05,2.1,4,Cascaded,2027,2.1,4
D0,sys/DL/319,BIL,4.1,sys,DL,,,BIL,319,96.15,50,52,100.96,5.00%,0.0009132920525325588,52.5,52,Cascaded,2027,52.5,52
D0,sys/DL/319,BIS,4.1,sys,DL,,,BIS,319,60.8,76,125,63.84,5.00%,0.0013882039198494895,79.8,125,Cascaded,2027,79.8,125
D0,sys/DL/319,BNA,4.1,sys,DL,,,BNA,319,77.78,427,549,81.67,5.00%,0.007799514128628053,448.35,549,Cascaded,2027,448.34999999999997,549
D0,sys/DL/319,BOI,4.1,sys,DL,,,BOI,319,84.97,147,173,89.22,5.00%,0.002685078634445723,154.35,173,Cascaded,2027,154.35,173
D0,sys/DL/319,BOS,4.1,sys,DL,,,BOS,319,71.18,684,961,74.73,5.00%,0.012493835278645405,718.2,961,Cascaded,2027,718.1999999999999,961
D0,sys/DL/319,BTV,4.1,sys,DL,,,BTV,319,66.67,8,12,70.0,5.00%,0.00014612672840520942,8.4,12,Cascaded,2027,8.4,12
D0,sys/DL/319,BUF,4.1,sys,DL,,,BUF,319,77.11,192,249,80.96,5.00%,0.003507041481725026,201.6,249,Cascaded,2027,201.6,249
D0,sys/DL/319,BUR,4.1,sys,DL,,,BUR,319,100.0,1,1,105.0,5.00%,1.8265841050651177e-05,1.05,1,Cascaded,2027,1.05,1
D0,sys/DL/319,BWI,4.1,sys,DL,,,BWI,319,73.86,195,264,77.56,5.00%,0.0035618390048769797,204.75,264,Cascaded,2027,204.75,264
D0,sys/DL/319,BZN,4.1,sys,DL,,,BZN,319,74.52,155,208,78.25,5.00%,0.0028312053628509323,162.75,208,Cascaded,2027,162.75,208
D0,sys/DL/319,CAE,4.1,sys,DL,,,CAE,319,57.69,15,26,60.58,5.00%,0.00027398761575976767,15.75,26,Cascaded,2027,15.75,26
D0,sys/DL/319,CHA,4.1,sys,DL,,,CHA,319,57.14,4,7,60.0,5.00%,7.306336420260471e-05,4.2,7,Cascaded,2027,4.2,7
D0,sys/DL/319,CHS,4.1,sys,DL,,,CHS,319,74.42,32,43,78.14,5.00%,0.0005845069136208377,33.6,43,Cascaded,2027,33.6,43
D0,sys/DL/319,CLE,4.1,sys,DL,,,CLE,319,65.19,103,158,68.45,5.00%,0.0018813816282170714,108.15,158,Cascaded,2027,108.14999999999999,158
D0,sys/DL/319,CLT,4.1,sys,DL,,,CLT,319,46.88,15,32,49.22,5.00%,0.00027398761575976767,15.75,32,Cascaded,2027,15.75,32
D0,sys/DL/319,CMH,4.1,sys,DL,,,CMH,319,83.54,66,79,87.72,5.00%,0.0012055455093429777,69.3,79,Cascaded,2027,69.3,79
D0,sys/DL/319,COS,4.1,sys,DL,,,COS,319,80.98,132,163,85.03,5.00%,0.0024110910186859553,138.6,163,Cascaded,2027,138.6,163
D0,sys/DL/319,CVG,4.1,sys,DL,,,CVG,319,69.38,111,160,72.84,5.00%,0.0020275083566222807,116.55,160,Cascaded,2027,116.55,160
D0,sys/DL/319,DAB,4.1,sys,DL,,,DAB,319,69.23,27,39,72.69,5.00%,0.0004931777083675817,28.35,39,Cascaded,2027,28.349999999999998,39
D0,sys/DL/319,DCA,4.1,sys,DL,,,DCA,319,67.59,2336,3456,70.97,5.00%,0.04266900469432115,2452.8,3456,Cascaded,2027,2452.7999999999997,3456
D0,sys/DL/319,DEN,4.1,sys,DL,,,DEN,319,72.81,908,1247,76.46,5.00%,0.016585383673991268,953.4,1247,Cascaded,2027,953.4,1247
D0,sys/DL/319,DFW,4.1,sys,DL,,,DFW,319,76.23,1299,1704,80.04,5.00%,0.02372732752479588,1363.95,1704,Cascaded,2027,1363.95,1704
D0,sys/DL/319,DJT,4.1,sys,DL,,,DJT,319,55.26,21,38,58.03,5.00%,0.0003835826620636747,22.05,38,Cascaded,2027,22.05,38
D0,sys/DL/319,DSM,4.1,sys,DL,,,DSM,319,100.0,1,1,105.0,5.00%,1.8265841050651177e-05,1.05,1,Cascaded,2027,1.05,1
