KPI_Name,parent,node,Tier,sys,ml_dc_1,ml_dc_2,Mo_Nb,frst_flt_ind,dom_int,vendor,station,fleet,Baseline,Baseline_Num,Baseline_Den,Goal,Stretch,Contribution,Goal_Num,Goal_Den,Source,Goal_Yr,YTD_Num,YTD_Den
D0,sys/DC/OO/12/Not First Flight/I,PRIMEFLIGHT AVIATION SERVICES CANADA,7.0,sys,DC,OO,12,Not First Flight,I,PRIMEFLIGHT AVIATION SERVICES CANADA,,,77.78,21,27,81.67,5.00%,0.04849884526558892,22.05,27,Cascaded,2027,22.05,27
D0,sys/DC/OO/12/Not First Flight/I,Unifi,7.0,sys,DC,OO,12,Not First Flight,I,Unifi,,,40.46,53,131,42.48,5.00%,0.12240184757505773,55.65,131,Cascaded,2027,55.650000000000006,131
D0,sys/DC/OO/2/First Flight/D,Delta,7.0,sys,DC,OO,2,First Flight,D,Delta,,,85.61,1142,1334,89.89,5.00%,0.43687834736036724,1199.1,1334,Cascaded,2027,1199.1000000000001,1334
D0,sys/DC/OO/2/First Flight/D,Menzies Aviation,7.0,sys,DC,OO,2,First Flight,D,Menzies Aviation,,,96.08,49,51,100.88,5.00%,0.01874521805661821,51.45,51,Cascaded,2027,51.45,51
D0,sys/DC/OO/2/First Flight/D,PrimeFlight,7.0,sys,DC,OO,2,First Flight,D,PrimeFlight,,,95.45,21,22,100.23,5.00%,0.008033664881407804,22.05,22,Cascaded,2027,22.05,22
D0,sys/DC/OO/2/First Flight/D,SkyWest,7.0,sys,DC,OO,2,First Flight,D,SkyWest,,,92.06,232,252,96.67,5.00%,0.08875286916602908,243.6,252,Cascaded,2027,243.60000000000002,252
D0,sys/DC/OO/2/First Flight/D,Unifi,7.0,sys,DC,OO,2,First Flight,D,Unifi,,,83.39,1170,1403,87.56,5.00%,0.4475899005355777,1228.5,1403,Cascaded,2027,1228.5000000000002,1403
D0,sys/DC/OO/2/First Flight/I,Delta,7.0,sys,DC,OO,2,First Flight,I,Delta,,,92.26,143,155,96.87,5.00%,0.8461538461538461,150.15,155,Cascaded,2027,150.15,155
D0,sys/DC/OO/2/First Flight/I,PRIMEFLIGHT AVIATION SERVICES CANADA,7.0,sys,DC,OO,2,First Flight,I,PRIMEFLIGHT AVIATION SERVICES CANADA,,,92.86,26,28,97.5,5.00%,0.15384615384615385,27.3,28,Cascaded,2027,27.300000000000004,28
D0,sys/DC/OO/2/Not First Flight/D,Delta,7.0,sys,DC,OO,2,Not First Flight,D,Delta,,,73.38,6650,9063,77.04,5.00%,0.5950782997762863,6982.5,9063,Cascaded,2027,6982.5,9063
D0,sys/DC/OO/2/Not First Flight/D,GAT,7.0,sys,DC,OO,2,Not First Flight,D,GAT,,,73.21,41,56,76.88,5.00%,0.003668903803131991,43.05,56,Cascaded,2027,43.05,56
D0,sys/DC/OO/2/Not First Flight/D,Menzies Aviation,7.0,sys,DC,OO,2,Not First Flight,D,Menzies Aviation,,,69.43,109,157,72.9,5.00%,0.009753914988814318,114.45,157,Cascaded,2027,114.45,157
D0,sys/DC/OO/2/Not First Flight/D,PrimeFlight,7.0,sys,DC,OO,2,Not First Flight,D,PrimeFlight,,,78.95,45,57,82.89,5.00%,0.004026845637583893,47.25,57,Cascaded,2027,47.25,57
D0,sys/DC/OO/2/Not First Flight/D,SkyWest,7.0,sys,DC,OO,2,Not First Flight,D,SkyWest,,,75.37,462,613,79.14,5.00%,0.04134228187919463,485.1,613,Cascaded,2027,485.1,613
D0,sys/DC/OO/2/Not First Flight/D,Unifi,7.0,sys,DC,OO,2,Not First Flight,D,Unifi,,,64.95,3868,5955,68.2,5.00%,0.3461297539149888,4061.4,5955,Cascaded,2027,4061.4,5955
D0,sys/DC/OO/2/Not First Flight/I,Delta,7.0,sys,DC,OO,2,Not First Flight,I,Delta,,,75.76,347,458,79.55,5.00%,0.8032407407407407,364.35,458,Cascaded,2027,364.35,458
D0,sys/DC/OO/2/Not First Flight/I,PRIMEFLIGHT AVIATION SERVICES CANADA,7.0,sys,DC,OO,2,Not First Flight,I,PRIMEFLIGHT AVIATION SERVICES CANADA,,,78.57,22,28,82.5,5.00%,0.05092592592592592,23.1,28,Cascaded,2027,23.1,28
D0,sys/DC/OO/2/Not First Flight/I,Unifi,7.0,sys,DC,OO,2,Not First Flight,I,Unifi,,,63.0,63,100,66.15,5.00%,0.14583333333333334,66.15,100,Cascaded,2027,66.15,100
D0,sys/DC/OO/3/First Flight/D,Delta,7.0,sys,DC,OO,3,First Flight,D,Delta,,,82.33,1202,1460,86.45,5.00%,0.4129165235314325,1262.1,1460,Cascaded,2027,1262.1,1460
D0,sys/DC/OO/3/First Flight/D,Menzies Aviation,7.0,sys,DC,OO,3,First Flight,D,Menzies Aviation,,,85.45,47,55,89.73,5.00%,0.01614565441429062,49.35,55,Cascaded,2027,49.349999999999994,55
D0,sys/DC/OO/3/First Flight/D,PrimeFlight,7.0,sys,DC,OO,3,First Flight,D,PrimeFlight,,,96.3,26,27,101.11,5.00%,0.008931638612160769,27.3,27,Cascaded,2027,27.299999999999997,27
D0,sys/DC/OO/3/First Flight/D,SkyWest,7.0,sys,DC,OO,3,First Flight,D,SkyWest,,,94.64,300,317,99.37,5.00%,0.10305736860185503,315.0,317,Cascaded,2027,315.0,317
D0,sys/DC/OO/3/First Flight/D,Unifi,7.0,sys,DC,OO,3,First Flight,D,Unifi,,,82.78,1336,1614,86.91,5.00%,0.45894881484026107,1402.8,1614,Cascaded,2027,1402.8,1614
D0,sys/DC/OO/3/First Flight/I,Delta,7.0,sys,DC,OO,3,First Flight,I,Delta,,,93.46,143,153,98.14,5.00%,0.8313953488372093,150.15,153,Cascaded,2027,150.14999999999998,153
D0,sys/DC/OO/3/First Flight/I,PRIMEFLIGHT AVIATION SERVICES CANADA,7.0,sys,DC,OO,3,First Flight,I,PRIMEFLIGHT AVIATION SERVICES CANADA,,,83.87,26,31,88.06,5.00%,0.1511627906976744,27.3,31,Cascaded,2027,27.299999999999994,31
D0,sys/DC/OO/3/First Flight/I,Unifi,7.0,sys,DC,OO,3,First Flight,I,Unifi,,,42.86,3,7,45.0,5.00%,0.01744186046511628,3.15,7,Cascaded,2027,3.1499999999999995,7
D0,sys/DC/OO/3/Not First Flight/D,Delta,7.0,sys,DC,OO,3,Not First Flight,D,Delta,,,70.68,7574,10716,74.21,5.00%,0.6001109262340544,7952.7,10716,Cascaded,2027,7952.7,10716
D0,sys/DC/OO/3/Not First Flight/D,GAT,7.0,sys,DC,OO,3,Not First Flight,D,GAT,,,94.92,56,59,99.66,5.00%,0.004437049362174155,58.8,59,Cascaded,2027,58.8,59
D0,sys/DC/OO/3/Not First Flight/D,Menzies Aviation,7.0,sys,DC,OO,3,Not First Flight,D,Menzies Aviation,,,71.88,115,160,75.47,5.00%,0.009111797797321923,120.75,160,Cascaded,2027,120.75,160
D0,sys/DC/OO/3/Not First Flight/D,PrimeFlight,7.0,sys,DC,OO,3,Not First Flight,D,PrimeFlight,,,85.25,52,61,89.51,5.00%,0.004120117264876,54.6,61,Cascaded,2027,54.599999999999994,61
D0,sys/DC/OO/3/Not First Flight/D,SkyWest,7.0,sys,DC,OO,3,Not First Flight,D,SkyWest,,,83.15,592,712,87.3,5.00%,0.046905950400126774,621.6,712,Cascaded,2027,621.5999999999999,712
D0,sys/DC/OO/3/Not First Flight/D,Unifi,7.0,sys,DC,OO,3,Not First Flight,D,Unifi,,,62.77,4232,6742,65.91,5.00%,0.3353141589414468,4443.6,6742,Cascaded,2027,4443.599999999999,6742
D0,sys/DC/OO/3/Not First Flight/I,Delta,7.0,sys,DC,OO,3,Not First Flight,I,Delta,,,71.67,382,533,75.25,5.00%,0.809322033898305,401.1,533,Cascaded,2027,401.09999999999997,533
D0,sys/DC/OO/3/Not First Flight/I,PRIMEFLIGHT AVIATION SERVICES CANADA,7.0,sys,DC,OO,3,Not First Flight,I,PRIMEFLIGHT AVIATION SERVICES CANADA,,,58.06,18,31,60.97,5.00%,0.038135593220338986,18.9,31,Cascaded,2027,18.9,31
D0,sys/DC/OO/3/Not First Flight/I,Unifi,7.0,sys,DC,OO,3,Not First Flight,I,Unifi,,,55.81,72,129,58.6,5.00%,0.15254237288135594,75.6,129,Cascaded,2027,75.6,129
D0,sys/DC/OO/4/First Flight/D,Delta,7.0,sys,DC,OO,4,First Flight,D,Delta,,,89.39,1289,1442,93.86,5.00%,0.41553836234687297,1353.45,1442,Cascaded,2027,1353.45,1442
D0,sys/DC/OO/4/First Flight/D,GAT,7.0,sys,DC,OO,4,First Flight,D,GAT,,,100.0,18,18,105.0,5.00%,0.005802707930367505,18.9,18,Cascaded,2027,18.900000000000002,18
D0,sys/DC/OO/4/First Flight/D,Menzies Aviation,7.0,sys,DC,OO,4,First Flight,D,Menzies Aviation,,,98.04,50,51,102.94,5.00%,0.016118633139909737,52.5,51,Cascaded,2027,52.50000000000001,51
D0,sys/DC/OO/4/First Flight/D,PrimeFlight,7.0,sys,DC,OO,4,First Flight,D,PrimeFlight,,,96.0,24,25,100.8,5.00%,0.007736943907156673,25.2,25,Cascaded,2027,25.200000000000003,25
D0,sys/DC/OO/4/First Flight/D,SkyWest,7.0,sys,DC,OO,4,First Flight,D,SkyWest,,,92.31,276,299,96.92,5.00%,0.08897485493230174,289.8,299,Cascaded,2027,289.8,299
D0,sys/DC/OO/4/First Flight/D,Unifi,7.0,sys,DC,OO,4,First Flight,D,Unifi,,,86.73,1445,1666,91.07,5.00%,0.46582849774339136,1517.25,1666,Cascaded,2027,1517.2500000000002,1666
D0,sys/DC/OO/4/First Flight/I,Delta,7.0,sys,DC,OO,4,First Flight,I,Delta,,,89.39,118,132,93.86,5.00%,0.7515923566878981,123.9,132,Cascaded,2027,123.90000000000002,132
D0,sys/DC/OO/4/First Flight/I,PRIMEFLIGHT AVIATION SERVICES CANADA,7.0,sys,DC,OO,4,First Flight,I,PRIMEFLIGHT AVIATION SERVICES CANADA,,,86.67,26,30,91.0,5.00%,0.16560509554140126,27.3,30,Cascaded,2027,27.300000000000004,30
D0,sys/DC/OO/4/First Flight/I,Unifi,7.0,sys,DC,OO,4,First Flight,I,Unifi,,,92.86,13,14,97.5,5.00%,0.08280254777070063,13.65,14,Cascaded,2027,13.650000000000002,14
D0,sys/DC/OO/4/Not First Flight/D,Delta,7.0,sys,DC,OO,4,Not First Flight,D,Delta,,,78.79,8390,10648,82.73,5.00%,0.5846689895470383,8809.5,10648,Cascaded,2027,8809.5,10648
D0,sys/DC/OO/4/Not First Flight/D,GAT,7.0,sys,DC,OO,4,Not First Flight,D,GAT,,,92.86,52,56,97.5,5.00%,0.0036236933797909408,54.6,56,Cascaded,2027,54.6,56
D0,sys/DC/OO/4/Not First Flight/D,Menzies Aviation,7.0,sys,DC,OO,4,Not First Flight,D,Menzies Aviation,,,79.84,103,129,83.84,5.00%,0.007177700348432056,108.15,129,Cascaded,2027,108.15,129
D0,sys/DC/OO/4/Not First Flight/D,PrimeFlight,7.0,sys,DC,OO,4,Not First Flight,D,PrimeFlight,,,72.13,44,61,75.74,5.00%,0.0030662020905923345,46.2,61,Cascaded,2027,46.2,61
D0,sys/DC/OO/4/Not First Flight/D,SkyWest,7.0,sys,DC,OO,4,Not First Flight,D,SkyWest,,,82.88,552,666,87.03,5.00%,0.038466898954703836,579.6,666,Cascaded,2027,579.6,666
D0,sys/DC/OO/4/Not First Flight/D,Unifi,7.0,sys,DC,OO,4,Not First Flight,D,Unifi,,,75.3,5209,6918,79.06,5.00%,0.3629965156794425,5469.45,6918,Cascaded,2027,5469.45,6918
D0,sys/DC/OO/4/Not First Flight/I,Delta,7.0,sys,DC,OO,4,Not First Flight,I,Delta,,,78.78,453,575,82.72,5.00%,0.8031914893617021,475.65,575,Cascaded,2027,475.65000000000003,575
D0,sys/DC/OO/4/Not First Flight/I,PRIMEFLIGHT AVIATION SERVICES CANADA,7.0,sys,DC,OO,4,Not First Flight,I,PRIMEFLIGHT AVIATION SERVICES CANADA,,,73.33,22,30,77.0,5.00%,0.03900709219858156,23.1,30,Cascaded,2027,23.1,30
D0,sys/DC/OO/4/Not First Flight/I,Unifi,7.0,sys,DC,OO,4,Not First Flight,I,Unifi,,,69.53,89,128,73.01,5.00%,0.15780141843971632,93.45,128,Cascaded,2027,93.45,128
D0,sys/DC/OO/5/First Flight/D,Delta,7.0,sys,DC,OO,5,First Flight,D,Delta,,,88.86,1356,1526,93.3,5.00%,0.4300666032350143,1423.8,1526,Cascaded,2027,1423.8000000000002,1526
D0,sys/DC/OO/5/First Flight/D,GAT,7.0,sys,DC,OO,5,First Flight,D,GAT,,,100.0,6,6,105.0,5.00%,0.0019029495718363464,6.3,6,Cascaded,2027,6.300000000000001,6
D0,sys/DC/OO/5/First Flight/D,Menzies Aviation,7.0,sys,DC,OO,5,First Flight,D,Menzies Aviation,,,88.57,31,35,93.0,5.00%,0.009831906121154456,32.55,35,Cascaded,2027,32.550000000000004,35
D0,sys/DC/OO/5/First Flight/D,PrimeFlight,7.0,sys,DC,OO,5,First Flight,D,PrimeFlight,,,91.67,22,24,96.25,5.00%,0.006977481763399937,23.1,24,Cascaded,2027,23.100000000000005,24
D0,sys/DC/OO/5/First Flight/D,SkyWest,7.0,sys,DC,OO,5,First Flight,D,SkyWest,,,96.99,290,299,101.84,5.00%,0.09197589597209008,304.5,299,Cascaded,2027,304.50000000000006,299
D0,sys/DC/OO/5/First Flight/D,Unifi,7.0,sys,DC,OO,5,First Flight,D,Unifi,,,87.76,1448,1650,92.15,5.00%,0.4592451633365049,1520.4,1650,Cascaded,2027,1520.4000000000003,1650
D0,sys/DC/OO/5/First Flight/I,Delta,7.0,sys,DC,OO,5,First Flight,I,Delta,,,95.95,142,148,100.74,5.00%,0.8160919540229885,149.1,148,Cascaded,2027,149.10000000000002,148
D0,sys/DC/OO/5/First Flight/I,PRIMEFLIGHT AVIATION SERVICES CANADA,7.0,sys,DC,OO,5,First Flight,I,PRIMEFLIGHT AVIATION SERVICES CANADA,,,96.67,29,30,101.5,5.00%,0.16666666666666666,30.45,30,Cascaded,2027,30.450000000000003,30
D0,sys/DC/OO/5/First Flight/I,Unifi,7.0,sys,DC,OO,5,First Flight,I,Unifi,,,100.0,3,3,105.0,5.00%,0.017241379310344827,3.15,3,Cascaded,2027,3.1500000000000004,3
D0,sys/DC/OO/5/Not First Flight/D,Delta,7.0,sys,DC,OO,5,Not First Flight,D,Delta,,,76.21,7989,10483,80.02,5.00%,0.5683693796243597,8388.45,10483,Cascaded,2027,8388.45,10483
D0,sys/DC/OO/5/Not First Flight/D,GAT,7.0,sys,DC,OO,5,Not First Flight,D,GAT,,,88.46,69,78,92.88,5.00%,0.004908935685828116,72.45,78,Cascaded,2027,72.45,78
D0,sys/DC/OO/5/Not First Flight/D,Menzies Aviation,7.0,sys,DC,OO,5,Not First Flight,D,Menzies Aviation,,,84.57,159,188,88.8,5.00%,0.011311895276038703,166.95,188,Cascaded,2027,166.95000000000002,188
D0,sys/DC/OO/5/Not First Flight/D,PrimeFlight,7.0,sys,DC,OO,5,Not First Flight,D,PrimeFlight,,,79.66,47,59,83.64,5.00%,0.0033437677859988616,49.35,59,Cascaded,2027,49.35,59
D0,sys/DC/OO/5/Not First Flight/D,SkyWest,7.0,sys,DC,OO,5,Not First Flight,D,SkyWest,,,88.87,599,674,93.32,5.00%,0.04261525327262379,628.95,674,Cascaded,2027,628.95,674
D0,sys/DC/OO/5/Not First Flight/D,Unifi,7.0,sys,DC,OO,5,Not First Flight,D,Unifi,,,75.58,5193,6871,79.36,5.00%,0.36945076835515084,5452.65,6871,Cascaded,2027,5452.650000000001,6871
D0,sys/DC/OO/5/Not First Flight/I,Delta,7.0,sys,DC,OO,5,Not First Flight,I,Delta,,,78.94,491,622,82.89,5.00%,0.7394578313253012,515.55,622,Cascaded,2027,515.5500000000001,622
D0,sys/DC/OO/5/Not First Flight/I,Omega Aviation,7.0,sys,DC,OO,5,Not First Flight,I,Omega Aviation,,,44.44,12,27,46.67,5.00%,0.018072289156626505,12.6,27,Cascaded,2027,12.600000000000001,27
D0,sys/DC/OO/5/Not First Flight/I,PRIMEFLIGHT AVIATION SERVICES CANADA,7.0,sys,DC,OO,5,Not First Flight,I,PRIMEFLIGHT AVIATION SERVICES CANADA,,,90.0,27,30,94.5,5.00%,0.04066265060240964,28.35,30,Cascaded,2027,28.35,30
D0,sys/DC/OO/5/Not First Flight/I,Unifi,7.0,sys,DC,OO,5,Not First Flight,I,Unifi,,,69.79,134,192,73.28,5.00%,0.20180722891566266,140.7,192,Cascaded,2027,140.70000000000002,192
D0,sys/DC/OO/6/First Flight/D,Delta,7.0,sys,DC,OO,6,First Flight,D,Delta,,,87.18,1244,1427,91.53,5.00%,0.41042560211151435,1306.2,1427,Cascaded,2027,1306.2,1427
D0,sys/DC/OO/6/First Flight/D,HHS Aviation,7.0,sys,DC,OO,6,First Flight,D,HHS Aviation,,,75.0,18,24,78.75,5.00%,0.0059386341141537445,18.9,24,Cascaded,2027,18.900000000000002,24
D0,sys/DC/OO/6/First Flight/D,Menzies Aviation,7.0,sys,DC,OO,6,First Flight,D,Menzies Aviation,,,92.86,52,56,97.5,5.00%,0.017156054107555264,54.6,56,Cascaded,2027,54.6,56
D0,sys/DC/OO/6/First Flight/D,PrimeFlight,7.0,sys,DC,OO,6,First Flight,D,PrimeFlight,,,96.43,27,28,101.25,5.00%,0.008907951171230617,28.35,28,Cascaded,2027,28.35,28
D0,sys/DC/OO/6/First Flight/D,SkyWest,7.0,sys,DC,OO,6,First Flight,D,SkyWest,,,91.76,323,352,96.35,5.00%,0.10656548993731442,339.15,352,Cascaded,2027,339.15000000000003,352
D0,sys/DC/OO/6/First Flight/D,Unifi,7.0,sys,DC,OO,6,First Flight,D,Unifi,,,87.57,1367,1561,91.95,5.00%,0.4510062685582316,1435.35,1561,Cascaded,2027,1435.3500000000001,1561
D0,sys/DC/OO/6/First Flight/I,Delta,7.0,sys,DC,OO,6,First Flight,I,Delta,,,92.66,164,177,97.29,5.00%,0.8497409326424871,172.2,177,Cascaded,2027,172.20000000000002,177
D0,sys/DC/OO/6/First Flight/I,Samsic Assistance Canada Inc.,7.0,sys,DC,OO,6,First Flight,I,Samsic Assistance Canada Inc.,,,93.33,28,30,98.0,5.00%,0.14507772020725387,29.4,30,Cascaded,2027,29.400000000000002,30
D0,sys/DC/OO/6/First Flight/I,Unifi,7.0,sys,DC,OO,6,First Flight,I,Unifi,,,50.0,1,2,52.5,5.00%,0.0051813471502590676,1.05,2,Cascaded,2027,1.05,2
D0,sys/DC/OO/6/Not First Flight/D,Delta,7.0,sys,DC,OO,6,Not First Flight,D,Delta,,,72.65,7965,10964,76.28,5.00%,0.5902623388172521,8363.25,10964,Cascaded,2027,8363.25,10964
D0,sys/DC/OO/6/Not First Flight/D,GAT,7.0,sys,DC,OO,6,Not First Flight,D,GAT,,,77.91,67,86,81.8,5.00%,0.004965169705054098,70.35,86,Cascaded,2027,70.35000000000001,86
D0,sys/DC/OO/6/Not First Flight/D,HHS Aviation,7.0,sys,DC,OO,6,Not First Flight,D,HHS Aviation,,,61.11,33,54,64.17,5.00%,0.002445531347265451,34.65,54,Cascaded,2027,34.65,54
D0,sys/DC/OO/6/Not First Flight/D,Menzies Aviation,7.0,sys,DC,OO,6,Not First Flight,D,Menzies Aviation,,,77.38,195,252,81.25,5.00%,0.014450867052023121,204.75,252,Cascaded,2027,204.75,252
D0,sys/DC/OO/6/Not First Flight/D,PrimeFlight,7.0,sys,DC,OO,6,Not First Flight,D,PrimeFlight,,,60.71,34,56,63.75,5.00%,0.0025196383577886466,35.7,56,Cascaded,2027,35.7,56
D0,sys/DC/OO/6/Not First Flight/D,SkyWest,7.0,sys,DC,OO,6,Not First Flight,D,SkyWest,,,87.24,547,627,91.6,5.00%,0.04053653475618794,574.35,627,Cascaded,2027,574.35,627
D0,sys/DC/OO/6/Not First Flight/D,Unifi,7.0,sys,DC,OO,6,Not First Flight,D,Unifi,,,69.77,4646,6659,73.26,5.00%,0.3443011708907663,4878.3,6659,Cascaded,2027,4878.3,6659
D0,sys/DC/OO/6/Not First Flight/D,Valley International Airport Ground Handling Services,7.0,sys,DC,OO,6,Not First Flight,D,Valley International Airport Ground Handling Services,,,100.0,7,7,105.0,5.00%,0.0005187490736623685,7.35,7,Cascaded,2027,7.3500000000000005,7
D0,sys/DC/OO/6/Not First Flight/I,Delta,7.0,sys,DC,OO,6,Not First Flight,I,Delta,,,68.58,467,681,72.0,5.00%,0.8037865748709122,490.35,681,Cascaded,2027,490.34999999999997,681
D0,sys/DC/OO/6/Not First Flight/I,Samsic Assistance Canada Inc.,7.0,sys,DC,OO,6,Not First Flight,I,Samsic Assistance Canada Inc.,,,90.0,27,30,94.5,5.00%,0.04647160068846816,28.35,30,Cascaded,2027,28.349999999999998,30
D0,sys/DC/OO/6/Not First Flight/I,Unifi,7.0,sys,DC,OO,6,Not First Flight,I,Unifi,,,59.18,87,147,62.14,5.00%,0.14974182444061962,91.35,147,Cascaded,2027,91.35,147
D0,sys/DC/OO/7/First Flight/D,Delta,7.0,sys,DC,OO,7,First Flight,D,Delta,,,87.22,1303,1494,91.58,5.00%,0.4193756034760219,1368.15,1494,Cascaded,2027,1368.1499999999999,1494
D0,sys/DC/OO/7/First Flight/D,HHS Aviation,7.0,sys,DC,OO,7,First Flight,D,HHS Aviation,,,76.92,20,26,80.77,5.00%,0.006437077566784679,21.0,26,Cascaded,2027,21.0,26
D0,sys/DC/OO/7/First Flight/D,Menzies Aviation,7.0,sys,DC,OO,7,First Flight,D,Menzies Aviation,,,98.18,54,55,103.09,5.00%,0.017380109430318636,56.7,55,Cascaded,2027,56.699999999999996,55
D0,sys/DC/OO/7/First Flight/D,PrimeFlight,7.0,sys,DC,OO,7,First Flight,D,PrimeFlight,,,92.31,24,26,96.92,5.00%,0.007724493080141615,25.2,26,Cascaded,2027,25.2,26
D0,sys/DC/OO/7/First Flight/D,SkyWest,7.0,sys,DC,OO,7,First Flight,D,SkyWest,,,89.77,307,342,94.25,5.00%,0.09880914065014483,322.35,342,Cascaded,2027,322.34999999999997,342
D0,sys/DC/OO/7/First Flight/D,Unifi,7.0,sys,DC,OO,7,First Flight,D,Unifi,,,86.95,1399,1609,91.3,5.00%,0.45027357579658833,1468.95,1609,Cascaded,2027,1468.95,1609
D0,sys/DC/OO/7/First Flight/I,Delta,7.0,sys,DC,OO,7,First Flight,I,Delta,,,91.1,174,191,95.65,5.00%,0.8656716417910447,182.7,191,Cascaded,2027,182.70000000000002,191
D0,sys/DC/OO/7/First Flight/I,Samsic Assistance Canada Inc.,7.0,sys,DC,OO,7,First Flight,I,Samsic Assistance Canada Inc.,,,87.1,27,31,91.45,5.00%,0.13432835820895522,28.35,31,Cascaded,2027,28.35,31
D0,sys/DC/OO/7/Not First Flight/D,Delta,7.0,sys,DC,OO,7,Not First Flight,D,Delta,,,72.71,8239,11331,76.35,5.00%,0.6089430894308943,8650.95,11331,Cascaded,2027,8650.95,11331
D0,sys/DC/OO/7/Not First Flight/D,GAT,7.0,sys,DC,OO,7,Not First Flight,D,GAT,,,73.86,65,88,77.56,5.00%,0.004804138950480414,68.25,88,Cascaded,2027,68.25000000000001,88
D0,sys/DC/OO/7/Not First Flight/D,HHS Aviation,7.0,sys,DC,OO,7,Not First Flight,D,HHS Aviation,,,59.32,35,59,62.29,5.00%,0.0025868440502586844,36.75,59,Cascaded,2027,36.75000000000001,59
D0,sys/DC/OO/7/Not First Flight/D,Menzies Aviation,7.0,sys,DC,OO,7,Not First Flight,D,Menzies Aviation,,,73.53,200,272,77.21,5.00%,0.014781966001478197,210.0,272,Cascaded,2027,210.00000000000003,272
D0,sys/DC/OO/7/Not First Flight/D,PrimeFlight,7.0,sys,DC,OO,7,Not First Flight,D,PrimeFlight,,,62.71,37,59,65.85,5.00%,0.0027346637102734664,38.85,59,Cascaded,2027,38.85000000000001,59
D0,sys/DC/OO/7/Not First Flight/D,SkyWest,7.0,sys,DC,OO,7,Not First Flight,D,SkyWest,,,81.82,531,649,85.91,5.00%,0.03924611973392461,557.55,649,Cascaded,2027,557.5500000000001,649
D0,sys/DC/OO/7/Not First Flight/D,Unifi,7.0,sys,DC,OO,7,Not First Flight,D,Unifi,,,67.93,4423,6511,71.33,5.00%,0.3269031781226903,4644.15,6511,Cascaded,2027,4644.150000000001,6511
D0,sys/DC/OO/7/Not First Flight/I,Delta,7.0,sys,DC,OO,7,Not First Flight,I,Delta,,,72.96,545,747,76.61,5.00%,0.8384615384615385,572.25,747,Cascaded,2027,572.2500000000001,747
D0,sys/DC/OO/7/Not First Flight/I,Samsic Assistance Canada Inc.,7.0,sys,DC,OO,7,Not First Flight,I,Samsic Assistance Canada Inc.,,,74.19,23,31,77.9,5.00%,0.03538461538461538,24.15,31,Cascaded,2027,24.150000000000006,31
D0,sys/DC/OO/7/Not First Flight/I,Unifi,7.0,sys,DC,OO,7,Not First Flight,I,Unifi,,,58.99,82,139,61.94,5.00%,0.12615384615384614,86.1,139,Cascaded,2027,86.10000000000001,139
D0,sys/DC/OO/8/First Flight/D,Delta,7.0,sys,DC,OO,8,First Flight,D,Delta,,,90.26,1399,1550,94.77,5.00%,0.4320568252007412,1468.95,1550,Cascaded,2027,1468.95,1550
D0,sys/DC/OO/8/First Flight/D,HHS Aviation,7.0,sys,DC,OO,8,First Flight,D,HHS Aviation,,,92.31,24,26,96.92,5.00%,0.0074119827053736875,25.2,26,Cascaded,2027,25.2,26
D0,sys/DC/OO/8/First Flight/D,Menzies Aviation,7.0,sys,DC,OO,8,First Flight,D,Menzies Aviation,,,91.53,54,59,96.1,5.00%,0.016676961087090797,56.7,59,Cascaded,2027,56.7,59
D0,sys/DC/OO/8/First Flight/D,PrimeFlight,7.0,sys,DC,OO,8,First Flight,D,PrimeFlight,,,86.21,25,29,90.52,5.00%,0.0077208153180975915,26.25,29,Cascaded,2027,26.25,29
D0,sys/DC/OO/8/First Flight/D,SkyWest,7.0,sys,DC,OO,8,First Flight,D,SkyWest,,,90.36,300,332,94.88,5.00%,0.0926497838171711,315.0,332,Cascaded,2027,315.0,332
D0,sys/DC/OO/8/First Flight/D,Unifi,7.0,sys,DC,OO,8,First Flight,D,Unifi,,,88.37,1436,1625,92.79,5.00%,0.4434836318715256,1507.8,1625,Cascaded,2027,1507.8,1625
D0,sys/DC/OO/8/First Flight/I,Delta,7.0,sys,DC,OO,8,First Flight,I,Delta,,,94.39,185,196,99.11,5.00%,0.8644859813084113,194.25,196,Cascaded,2027,194.25,196
D0,sys/DC/OO/8/First Flight/I,Samsic Assistance Canada Inc.,7.0,sys,DC,OO,8,First Flight,I,Samsic Assistance Canada Inc.,,,87.1,27,31,91.45,5.00%,0.1261682242990654,28.35,31,Cascaded,2027,28.349999999999998,31
D0,sys/DC/OO/8/First Flight/I,Unifi,7.0,sys,DC,OO,8,First Flight,I,Unifi,,,100.0,2,2,105.0,5.00%,0.009345794392523364,2.1,2,Cascaded,2027,2.1,2
D0,sys/DC/OO/8/Not First Flight/D,Delta,7.0,sys,DC,OO,8,Not First Flight,D,Delta,,,76.85,8578,11162,80.69,5.00%,0.5985207926318727,9006.9,11162,Cascaded,2027,9006.9,11162
D0,sys/DC/OO/8/Not First Flight/D,GAT,7.0,sys,DC,OO,8,Not First Flight,D,GAT,,,81.52,75,92,85.6,5.00%,0.005233044934412503,78.75,92,Cascaded,2027,78.75,92
D0,sys/DC/OO/8/Not First Flight/D,HHS Aviation,7.0,sys,DC,OO,8,Not First Flight,D,HHS Aviation,,,70.49,43,61,74.02,5.00%,0.0030002790957298353,45.15,61,Cascaded,2027,45.15,61
