KPI_Name,parent,node,Tier,sys,ml_dc_1,ml_dc_2,Mo_Nb,dom_int,station,fleet,Baseline,Baseline_Num,Baseline_Den,Goal,Stretch,Contribution,Goal_Num,Goal_Den,Source,Goal_Yr,YTD_Num,YTD_Den
D0,DC/9E/7/D,RAP,6.0,,DC,9E,7,D,RAP,,59.77,52,87,62.76,5.00%,0.004134531287270414,54.6,87,Cascaded,2027,54.6,87
D0,DC/9E/7/D,RDU,6.0,,DC,9E,7,D,RDU,,52.59,294,559,55.22,5.00%,0.02337600381649042,308.7,559,Cascaded,2027,308.7,559
D0,DC/9E/7/D,RIC,6.0,,DC,9E,7,D,RIC,,54.77,109,199,57.51,5.00%,0.008666613659855292,114.45,199,Cascaded,2027,114.45,199
D0,DC/9E/7/D,ROA,6.0,,DC,9E,7,D,ROA,,56.48,61,108,59.31,5.00%,0.004850123240836448,64.05,108,Cascaded,2027,64.05,108
D0,DC/9E/7/D,ROC,6.0,,DC,9E,7,D,ROC,,65.45,125,191,68.72,5.00%,0.009938777132861574,131.25,191,Cascaded,2027,131.25,191
D0,DC/9E/7/D,RST,6.0,,DC,9E,7,D,RST,,70.24,59,84,73.75,5.00%,0.004691102806710663,61.95,84,Cascaded,2027,61.95,84
D0,DC/9E/7/D,RSW,6.0,,DC,9E,7,D,RSW,,75.0,3,4,78.75,5.00%,0.00023853065118867775,3.15,4,Cascaded,2027,3.15,4
D0,DC/9E/7/D,SAV,6.0,,DC,9E,7,D,SAV,,55.63,79,142,58.42,5.00%,0.006281307147968514,82.95,142,Cascaded,2027,82.95,142
D0,DC/9E/7/D,SDF,6.0,,DC,9E,7,D,SDF,,70.51,55,78,74.04,5.00%,0.004373061938459092,57.75,78,Cascaded,2027,57.75,78
D0,DC/9E/7/D,SHV,6.0,,DC,9E,7,D,SHV,,68.18,15,22,71.59,5.00%,0.0011926532559433888,15.75,22,Cascaded,2027,15.75,22
D0,DC/9E/7/D,STL,6.0,,DC,9E,7,D,STL,,63.22,110,174,66.38,5.00%,0.008746123876918184,115.5,174,Cascaded,2027,115.5,174
D0,DC/9E/7/D,SYR,6.0,,DC,9E,7,D,SYR,,73.77,180,244,77.46,5.00%,0.014311839071320664,189.0,244,Cascaded,2027,189.0,244
D0,DC/9E/7/D,TLH,6.0,,DC,9E,7,D,TLH,,53.7,29,54,56.39,5.00%,0.002305796294823885,30.45,54,Cascaded,2027,30.450000000000003,54
D0,DC/9E/7/D,TRI,6.0,,DC,9E,7,D,TRI,,73.21,41,56,76.88,5.00%,0.0032599188995785957,43.05,56,Cascaded,2027,43.050000000000004,56
D0,DC/9E/7/D,TUL,6.0,,DC,9E,7,D,TUL,,60.0,12,20,63.0,5.00%,0.000954122604754711,12.6,20,Cascaded,2027,12.6,20
D0,DC/9E/7/D,TVC,6.0,,DC,9E,7,D,TVC,,45.45,10,22,47.73,5.00%,0.0007951021706289258,10.5,22,Cascaded,2027,10.5,22
D0,DC/9E/7/D,TYS,6.0,,DC,9E,7,D,TYS,,67.31,210,312,70.67,5.00%,0.01669714558320744,220.5,312,Cascaded,2027,220.5,312
D0,DC/9E/7/D,VLD,6.0,,DC,9E,7,D,VLD,,68.18,60,88,71.59,5.00%,0.004770613023773555,63.0,88,Cascaded,2027,63.0,88
D0,DC/9E/7/D,XNA,6.0,,DC,9E,7,D,XNA,,52.32,124,237,54.94,5.00%,0.00985926691579868,130.2,237,Cascaded,2027,130.20000000000002,237
D0,DC/9E/7/I,ATL,6.0,,DC,9E,7,I,ATL,,63.64,28,44,66.82,5.00%,0.0374331550802139,29.4,44,Cascaded,2027,29.4,44
D0,DC/9E/7/I,DTW,6.0,,DC,9E,7,I,DTW,,59.86,88,147,62.86,5.00%,0.11764705882352941,92.4,147,Cascaded,2027,92.39999999999999,147
D0,DC/9E/7/I,ELH,6.0,,DC,9E,7,I,ELH,,63.64,14,22,66.82,5.00%,0.01871657754010695,14.7,22,Cascaded,2027,14.7,22
D0,DC/9E/7/I,GGT,6.0,,DC,9E,7,I,GGT,,50.0,2,4,52.5,5.00%,0.00267379679144385,2.1,4,Cascaded,2027,2.1,4
D0,DC/9E/7/I,JFK,6.0,,DC,9E,7,I,JFK,,53.25,41,77,55.91,5.00%,0.05481283422459893,43.05,77,Cascaded,2027,43.05,77
D0,DC/9E/7/I,LGA,6.0,,DC,9E,7,I,LGA,,52.94,153,289,55.59,5.00%,0.20454545454545456,160.65,289,Cascaded,2027,160.65,289
D0,DC/9E/7/I,MHH,6.0,,DC,9E,7,I,MHH,,66.67,12,18,70.0,5.00%,0.016042780748663103,12.6,18,Cascaded,2027,12.6,18
D0,DC/9E/7/I,MSP,6.0,,DC,9E,7,I,MSP,,49.12,28,57,51.58,5.00%,0.0374331550802139,29.4,57,Cascaded,2027,29.4,57
D0,DC/9E/7/I,YHZ,6.0,,DC,9E,7,I,YHZ,,78.57,44,56,82.5,5.00%,0.058823529411764705,46.2,56,Cascaded,2027,46.199999999999996,56
D0,DC/9E/7/I,YUL,6.0,,DC,9E,7,I,YUL,,66.19,92,139,69.5,5.00%,0.12299465240641712,96.6,139,Cascaded,2027,96.6,139
D0,DC/9E/7/I,YYZ,6.0,,DC,9E,7,I,YYZ,,66.13,246,372,69.44,5.00%,0.32887700534759357,258.3,372,Cascaded,2027,258.3,372
D0,DC/9E/8/D,ABE,6.0,,DC,9E,8,D,ABE,,67.39,62,92,70.76,5.00%,0.003966223132036847,65.1,92,Cascaded,2027,65.10000000000001,92
D0,DC/9E/8/D,AEX,6.0,,DC,9E,8,D,AEX,,87.91,80,91,92.31,5.00%,0.00511770726714432,84.0,91,Cascaded,2027,84.00000000000001,91
D0,DC/9E/8/D,AGS,6.0,,DC,9E,8,D,AGS,,79.47,120,151,83.44,5.00%,0.007676560900716479,126.0,151,Cascaded,2027,126.00000000000001,151
D0,DC/9E/8/D,ALB,6.0,,DC,9E,8,D,ALB,,83.72,72,86,87.91,5.00%,0.004605936540429887,75.6,86,Cascaded,2027,75.60000000000001,86
D0,DC/9E/8/D,ATL,6.0,,DC,9E,8,D,ATL,,71.0,1755,2472,74.54,5.00%,0.1122697031729785,1842.75,2472,Cascaded,2027,1842.7500000000002,2472
D0,DC/9E/8/D,AUS,6.0,,DC,9E,8,D,AUS,,70.97,66,93,74.52,5.00%,0.004222108495394063,69.3,93,Cascaded,2027,69.30000000000001,93
D0,DC/9E/8/D,AVL,6.0,,DC,9E,8,D,AVL,,55.74,34,61,58.52,5.00%,0.0021750255885363357,35.7,61,Cascaded,2027,35.7,61
D0,DC/9E/8/D,BGR,6.0,,DC,9E,8,D,BGR,,81.25,104,128,85.31,5.00%,0.006653019447287615,109.2,128,Cascaded,2027,109.20000000000002,128
D0,DC/9E/8/D,BHM,6.0,,DC,9E,8,D,BHM,,72.55,111,153,76.18,5.00%,0.007100818833162743,116.55,153,Cascaded,2027,116.55000000000001,153
D0,DC/9E/8/D,BIS,6.0,,DC,9E,8,D,BIS,,72.73,8,11,76.36,5.00%,0.0005117707267144319,8.4,11,Cascaded,2027,8.4,11
D0,DC/9E/8/D,BNA,6.0,,DC,9E,8,D,BNA,,71.85,194,270,75.44,5.00%,0.012410440122824974,203.7,270,Cascaded,2027,203.70000000000002,270
D0,DC/9E/8/D,BQK,6.0,,DC,9E,8,D,BQK,,78.49,73,93,82.42,5.00%,0.004669907881269191,76.65,93,Cascaded,2027,76.65,93
D0,DC/9E/8/D,BTR,6.0,,DC,9E,8,D,BTR,,51.72,30,58,54.31,5.00%,0.0019191402251791197,31.5,58,Cascaded,2027,31.500000000000004,58
D0,DC/9E/8/D,BTV,6.0,,DC,9E,8,D,BTV,,81.99,173,211,86.09,5.00%,0.01106704196519959,181.65,211,Cascaded,2027,181.65000000000003,211
D0,DC/9E/8/D,BUF,6.0,,DC,9E,8,D,BUF,,75.11,175,233,78.86,5.00%,0.011194984646878198,183.75,233,Cascaded,2027,183.75000000000003,233
D0,DC/9E/8/D,CAE,6.0,,DC,9E,8,D,CAE,,63.72,72,113,66.9,5.00%,0.004605936540429887,75.6,113,Cascaded,2027,75.60000000000001,113
D0,DC/9E/8/D,CHA,6.0,,DC,9E,8,D,CHA,,73.54,164,223,77.22,5.00%,0.010491299897645854,172.2,223,Cascaded,2027,172.20000000000002,223
D0,DC/9E/8/D,CHO,6.0,,DC,9E,8,D,CHO,,76.79,129,168,80.63,5.00%,0.008252302968270215,135.45,168,Cascaded,2027,135.45000000000002,168
D0,DC/9E/8/D,CHS,6.0,,DC,9E,8,D,CHS,,78.91,101,128,82.85,5.00%,0.006461105424769703,106.05,128,Cascaded,2027,106.05000000000001,128
D0,DC/9E/8/D,CID,6.0,,DC,9E,8,D,CID,,68.82,64,93,72.26,5.00%,0.0040941658137154556,67.2,93,Cascaded,2027,67.2,93
D0,DC/9E/8/D,CLE,6.0,,DC,9E,8,D,CLE,,75.78,244,322,79.57,5.00%,0.015609007164790174,256.2,322,Cascaded,2027,256.20000000000005,322
D0,DC/9E/8/D,CLT,6.0,,DC,9E,8,D,CLT,,70.37,152,216,73.89,5.00%,0.009723643807574206,159.6,216,Cascaded,2027,159.60000000000002,216
D0,DC/9E/8/D,CMH,6.0,,DC,9E,8,D,CMH,,73.21,82,112,76.88,5.00%,0.005245649948822927,86.1,112,Cascaded,2027,86.10000000000001,112
D0,DC/9E/8/D,CRW,6.0,,DC,9E,8,D,CRW,,75.86,66,87,79.66,5.00%,0.004222108495394063,69.3,87,Cascaded,2027,69.30000000000001,87
D0,DC/9E/8/D,CSG,6.0,,DC,9E,8,D,CSG,,63.64,7,11,66.82,5.00%,0.00044779938587512794,7.35,11,Cascaded,2027,7.350000000000001,11
D0,DC/9E/8/D,CVG,6.0,,DC,9E,8,D,CVG,,76.14,469,616,79.94,5.00%,0.030002558853633572,492.45,616,Cascaded,2027,492.45000000000005,616
D0,DC/9E/8/D,CWA,6.0,,DC,9E,8,D,CWA,,79.03,49,62,82.98,5.00%,0.0031345957011258956,51.45,62,Cascaded,2027,51.45000000000001,62
D0,DC/9E/8/D,DAY,6.0,,DC,9E,8,D,DAY,,84.62,22,26,88.85,5.00%,0.0014073694984646878,23.1,26,Cascaded,2027,23.1,26
D0,DC/9E/8/D,DCA,6.0,,DC,9E,8,D,DCA,,69.54,121,174,73.02,5.00%,0.007740532241555783,127.05,174,Cascaded,2027,127.05000000000001,174
D0,DC/9E/8/D,DHN,6.0,,DC,9E,8,D,DHN,,83.54,66,79,87.72,5.00%,0.004222108495394063,69.3,79,Cascaded,2027,69.30000000000001,79
D0,DC/9E/8/D,DLH,6.0,,DC,9E,8,D,DLH,,92.86,26,28,97.5,5.00%,0.0016632548618219038,27.3,28,Cascaded,2027,27.300000000000004,28
D0,DC/9E/8/D,DSM,6.0,,DC,9E,8,D,DSM,,81.17,194,239,85.23,5.00%,0.012410440122824974,203.7,239,Cascaded,2027,203.70000000000002,239
D0,DC/9E/8/D,DTW,6.0,,DC,9E,8,D,DTW,,75.07,1418,1889,78.82,5.00%,0.09071136131013306,1488.9,1889,Cascaded,2027,1488.9,1889
D0,DC/9E/8/D,ECP,6.0,,DC,9E,8,D,ECP,,60.0,3,5,63.0,5.00%,0.00019191402251791197,3.15,5,Cascaded,2027,3.1500000000000004,5
D0,DC/9E/8/D,EVV,6.0,,DC,9E,8,D,EVV,,76.99,87,113,80.84,5.00%,0.005565506653019447,91.35,113,Cascaded,2027,91.35000000000001,113
D0,DC/9E/8/D,EWR,6.0,,DC,9E,8,D,EWR,,68.97,60,87,72.41,5.00%,0.0038382804503582393,63.0,87,Cascaded,2027,63.00000000000001,87
D0,DC/9E/8/D,FAR,6.0,,DC,9E,8,D,FAR,,77.78,14,18,81.67,5.00%,0.0008955987717502559,14.7,18,Cascaded,2027,14.700000000000003,18
D0,DC/9E/8/D,FAY,6.0,,DC,9E,8,D,FAY,,81.25,78,96,85.31,5.00%,0.004989764585465711,81.9,96,Cascaded,2027,81.9,96
D0,DC/9E/8/D,FSD,6.0,,DC,9E,8,D,FSD,,63.89,69,108,67.08,5.00%,0.0044140225179119755,72.45,108,Cascaded,2027,72.45,108
D0,DC/9E/8/D,GFK,6.0,,DC,9E,8,D,GFK,,85.0,17,20,89.25,5.00%,0.0010875127942681678,17.85,20,Cascaded,2027,17.85,20
D0,DC/9E/8/D,GRB,6.0,,DC,9E,8,D,GRB,,85.47,100,117,89.74,5.00%,0.0063971340839304,105.0,117,Cascaded,2027,105.00000000000001,117
D0,DC/9E/8/D,GRR,6.0,,DC,9E,8,D,GRR,,68.07,81,119,71.47,5.00%,0.005181678607983623,85.05,119,Cascaded,2027,85.05000000000001,119
D0,DC/9E/8/D,GSO,6.0,,DC,9E,8,D,GSO,,81.37,83,102,85.44,5.00%,0.005309621289662231,87.15,102,Cascaded,2027,87.15,102
D0,DC/9E/8/D,GSP,6.0,,DC,9E,8,D,GSP,,70.77,92,130,74.31,5.00%,0.005885363357215967,96.6,130,Cascaded,2027,96.60000000000001,130
D0,DC/9E/8/D,GTR,6.0,,DC,9E,8,D,GTR,,83.61,51,61,87.79,5.00%,0.0032625383828045035,53.55,61,Cascaded,2027,53.550000000000004,61
D0,DC/9E/8/D,HPN,6.0,,DC,9E,8,D,HPN,,68.52,111,162,71.94,5.00%,0.007100818833162743,116.55,162,Cascaded,2027,116.55000000000001,162
D0,DC/9E/8/D,HSV,6.0,,DC,9E,8,D,HSV,,75.41,92,122,79.18,5.00%,0.005885363357215967,96.6,122,Cascaded,2027,96.60000000000001,122
D0,DC/9E/8/D,IAD,6.0,,DC,9E,8,D,IAD,,70.18,80,114,73.68,5.00%,0.00511770726714432,84.0,114,Cascaded,2027,84.00000000000001,114
D0,DC/9E/8/D,ILM,6.0,,DC,9E,8,D,ILM,,70.59,60,85,74.12,5.00%,0.0038382804503582393,63.0,85,Cascaded,2027,63.00000000000001,85
D0,DC/9E/8/D,IND,6.0,,DC,9E,8,D,IND,,83.79,243,290,87.98,5.00%,0.01554503582395087,255.15,290,Cascaded,2027,255.15000000000003,290
D0,DC/9E/8/D,ITH,6.0,,DC,9E,8,D,ITH,,85.25,52,61,89.51,5.00%,0.0033265097236438077,54.6,61,Cascaded,2027,54.60000000000001,61
D0,DC/9E/8/D,JAN,6.0,,DC,9E,8,D,JAN,,70.97,22,31,74.52,5.00%,0.0014073694984646878,23.1,31,Cascaded,2027,23.1,31
D0,DC/9E/8/D,JAX,6.0,,DC,9E,8,D,JAX,,78.86,138,175,82.8,5.00%,0.008828045035823951,144.9,175,Cascaded,2027,144.9,175
D0,DC/9E/8/D,JFK,6.0,,DC,9E,8,D,JFK,,75.01,1420,1893,78.76,5.00%,0.09083930399181167,1491.0,1893,Cascaded,2027,1491.0000000000002,1893
D0,DC/9E/8/D,LEX,6.0,,DC,9E,8,D,LEX,,80.95,51,63,85.0,5.00%,0.0032625383828045035,53.55,63,Cascaded,2027,53.550000000000004,63
D0,DC/9E/8/D,LFT,6.0,,DC,9E,8,D,LFT,,77.14,54,70,81.0,5.00%,0.0034544524053224156,56.7,70,Cascaded,2027,56.70000000000001,70
D0,DC/9E/8/D,LGA,6.0,,DC,9E,8,D,LGA,,74.71,1982,2653,78.44,5.00%,0.12679119754350052,2081.1,2653,Cascaded,2027,2081.1000000000004,2653
D0,DC/9E/8/D,LIT,6.0,,DC,9E,8,D,LIT,,71.43,20,28,75.0,5.00%,0.00127942681678608,21.0,28,Cascaded,2027,21.000000000000004,28
D0,DC/9E/8/D,MCI,6.0,,DC,9E,8,D,MCI,,63.11,77,122,66.27,5.00%,0.004925793244626407,80.85,122,Cascaded,2027,80.85000000000001,122
D0,DC/9E/8/D,MCO,6.0,,DC,9E,8,D,MCO,,20.0,1,5,21.0,5.00%,6.397134083930399e-05,1.05,5,Cascaded,2027,1.05,5
D0,DC/9E/8/D,MDT,6.0,,DC,9E,8,D,MDT,,74.47,70,94,78.19,5.00%,0.00447799385875128,73.5,94,Cascaded,2027,73.50000000000001,94
D0,DC/9E/8/D,MDW,6.0,,DC,9E,8,D,MDW,,76.92,20,26,80.77,5.00%,0.00127942681678608,21.0,26,Cascaded,2027,21.000000000000004,26
D0,DC/9E/8/D,MEM,6.0,,DC,9E,8,D,MEM,,80.0,68,85,84.0,5.00%,0.004350051177072671,71.4,85,Cascaded,2027,71.4,85
D0,DC/9E/8/D,MGM,6.0,,DC,9E,8,D,MGM,,62.77,59,94,65.9,5.00%,0.0037743091095189356,61.95,94,Cascaded,2027,61.95000000000001,94
D0,DC/9E/8/D,MKE,6.0,,DC,9E,8,D,MKE,,66.0,66,100,69.3,5.00%,0.004222108495394063,69.3,100,Cascaded,2027,69.30000000000001,100
D0,DC/9E/8/D,MLI,6.0,,DC,9E,8,D,MLI,,85.25,52,61,89.51,5.00%,0.0033265097236438077,54.6,61,Cascaded,2027,54.60000000000001,61
D0,DC/9E/8/D,MLU,6.0,,DC,9E,8,D,MLU,,77.42,72,93,81.29,5.00%,0.004605936540429887,75.6,93,Cascaded,2027,75.60000000000001,93
D0,DC/9E/8/D,MOB,6.0,,DC,9E,8,D,MOB,,80.77,42,52,84.81,5.00%,0.0026867963152507677,44.1,52,Cascaded,2027,44.10000000000001,52
D0,DC/9E/8/D,MOT,6.0,,DC,9E,8,D,MOT,,72.0,18,25,75.6,5.00%,0.0011514841351074718,18.9,25,Cascaded,2027,18.900000000000002,25
D0,DC/9E/8/D,MSN,6.0,,DC,9E,8,D,MSN,,72.22,39,54,75.83,5.00%,0.0024948822927328557,40.95,54,Cascaded,2027,40.95,54
D0,DC/9E/8/D,MSP,6.0,,DC,9E,8,D,MSP,,64.88,813,1253,68.13,5.00%,0.052008700102354144,853.65,1253,Cascaded,2027,853.6500000000001,1253
D0,DC/9E/8/D,OAJ,6.0,,DC,9E,8,D,OAJ,,78.9,86,109,82.84,5.00%,0.005501535312180143,90.3,109,Cascaded,2027,90.30000000000001,109
D0,DC/9E/8/D,OMA,6.0,,DC,9E,8,D,OMA,,78.69,96,122,82.62,5.00%,0.006141248720573183,100.8,122,Cascaded,2027,100.80000000000001,122
D0,DC/9E/8/D,ORD,6.0,,DC,9E,8,D,ORD,,61.54,56,91,64.62,5.00%,0.0035823950870010235,58.8,91,Cascaded,2027,58.80000000000001,91
D0,DC/9E/8/D,ORF,6.0,,DC,9E,8,D,ORF,,67.96,123,181,71.35,5.00%,0.00786847492323439,129.15,181,Cascaded,2027,129.15,181
D0,DC/9E/8/D,ORH,6.0,,DC,9E,8,D,ORH,,76.92,20,26,80.77,5.00%,0.00127942681678608,21.0,26,Cascaded,2027,21.000000000000004,26
D0,DC/9E/8/D,PIT,6.0,,DC,9E,8,D,PIT,,58.82,70,119,61.76,5.00%,0.00447799385875128,73.5,119,Cascaded,2027,73.50000000000001,119
D0,DC/9E/8/D,PNS,6.0,,DC,9E,8,D,PNS,,55.56,5,9,58.33,5.00%,0.00031985670419652,5.25,9,Cascaded,2027,5.250000000000001,9
D0,DC/9E/8/D,PVD,6.0,,DC,9E,8,D,PVD,,55.0,11,20,57.75,5.00%,0.0007036847492323439,11.55,20,Cascaded,2027,11.55,20
D0,DC/9E/8/D,PWM,6.0,,DC,9E,8,D,PWM,,68.59,107,156,72.02,5.00%,0.006844933469805527,112.35,156,Cascaded,2027,112.35000000000001,156
D0,DC/9E/8/D,RAP,6.0,,DC,9E,8,D,RAP,,78.1,82,105,82.0,5.00%,0.005245649948822927,86.1,105,Cascaded,2027,86.10000000000001,105
D0,DC/9E/8/D,RDU,6.0,,DC,9E,8,D,RDU,,70.36,444,631,73.88,5.00%,0.02840327533265097,466.2,631,Cascaded,2027,466.20000000000005,631
D0,DC/9E/8/D,RIC,6.0,,DC,9E,8,D,RIC,,77.83,179,230,81.72,5.00%,0.011450870010235415,187.95,230,Cascaded,2027,187.95000000000002,230
D0,DC/9E/8/D,ROA,6.0,,DC,9E,8,D,ROA,,70.94,83,117,74.49,5.00%,0.005309621289662231,87.15,117,Cascaded,2027,87.15,117
D0,DC/9E/8/D,ROC,6.0,,DC,9E,8,D,ROC,,72.64,154,212,76.27,5.00%,0.009851586489252814,161.7,212,Cascaded,2027,161.70000000000002,212
D0,DC/9E/8/D,RST,6.0,,DC,9E,8,D,RST,,74.29,52,70,78.0,5.00%,0.0033265097236438077,54.6,70,Cascaded,2027,54.60000000000001,70
D0,DC/9E/8/D,RSW,6.0,,DC,9E,8,D,RSW,,60.0,3,5,63.0,5.00%,0.00019191402251791197,3.15,5,Cascaded,2027,3.1500000000000004,5
D0,DC/9E/8/D,SAV,6.0,,DC,9E,8,D,SAV,,69.23,99,143,72.69,5.00%,0.006333162743091095,103.95,143,Cascaded,2027,103.95000000000002,143
D0,DC/9E/8/D,SDF,6.0,,DC,9E,8,D,SDF,,68.75,33,48,72.19,5.00%,0.0021110542476970315,34.65,48,Cascaded,2027,34.650000000000006,48
D0,DC/9E/8/D,SHV,6.0,,DC,9E,8,D,SHV,,87.5,7,8,91.88,5.00%,0.00044779938587512794,7.35,8,Cascaded,2027,7.350000000000001,8
D0,DC/9E/8/D,STL,6.0,,DC,9E,8,D,STL,,82.86,116,140,87.0,5.00%,0.007420675537359263,121.8,140,Cascaded,2027,121.80000000000001,140
D0,DC/9E/8/D,SYR,6.0,,DC,9E,8,D,SYR,,81.75,215,263,85.84,5.00%,0.013753838280450358,225.75,263,Cascaded,2027,225.75000000000003,263
D0,DC/9E/8/D,TLH,6.0,,DC,9E,8,D,TLH,,60.61,20,33,63.64,5.00%,0.00127942681678608,21.0,33,Cascaded,2027,21.000000000000004,33
D0,DC/9E/8/D,TRI,6.0,,DC,9E,8,D,TRI,,73.85,48,65,77.54,5.00%,0.0030706243602865915,50.4,65,Cascaded,2027,50.400000000000006,65
D0,DC/9E/8/D,TUL,6.0,,DC,9E,8,D,TUL,,84.62,22,26,88.85,5.00%,0.0014073694984646878,23.1,26,Cascaded,2027,23.1,26
D0,DC/9E/8/D,TVC,6.0,,DC,9E,8,D,TVC,,50.0,33,66,52.5,5.00%,0.0021110542476970315,34.65,66,Cascaded,2027,34.650000000000006,66
D0,DC/9E/8/D,TYS,6.0,,DC,9E,8,D,TYS,,80.0,244,305,84.0,5.00%,0.015609007164790174,256.2,305,Cascaded,2027,256.20000000000005,305
D0,DC/9E/8/D,VLD,6.0,,DC,9E,8,D,VLD,,70.93,61,86,74.48,5.00%,0.0039022517911975435,64.05,86,Cascaded,2027,64.05000000000001,86
D0,DC/9E/8/D,XNA,6.0,,DC,9E,8,D,XNA,,72.76,203,279,76.4,5.00%,0.01298618219037871,213.15,279,Cascaded,2027,213.15000000000003,279
D0,DC/9E/8/I,ATL,6.0,,DC,9E,8,I,ATL,,57.14,8,14,60.0,5.00%,0.007497656982193065,8.4,14,Cascaded,2027,8.4,14
D0,DC/9E/8/I,DTW,6.0,,DC,9E,8,I,DTW,,75.58,130,172,79.36,5.00%,0.1218369259606373,136.5,172,Cascaded,2027,136.50000000000003,172
D0,DC/9E/8/I,ELH,6.0,,DC,9E,8,I,ELH,,71.43,5,7,75.0,5.00%,0.004686035613870665,5.25,7,Cascaded,2027,5.250000000000001,7
D0,DC/9E/8/I,GGT,6.0,,DC,9E,8,I,GGT,,0.0,0,1,0.0,0.00%,0.0,0.0,1,Cascaded,2027,0.0,1
D0,DC/9E/8/I,JFK,6.0,,DC,9E,8,I,JFK,,68.48,63,92,71.9,5.00%,0.059044048734770385,66.15,92,Cascaded,2027,66.15,92
D0,DC/9E/8/I,LGA,6.0,,DC,9E,8,I,LGA,,77.78,245,315,81.67,5.00%,0.2296157450796626,257.25,315,Cascaded,2027,257.25000000000006,315
D0,DC/9E/8/I,MHH,6.0,,DC,9E,8,I,MHH,,50.0,3,6,52.5,5.00%,0.0028116213683223993,3.15,6,Cascaded,2027,3.1500000000000004,6
D0,DC/9E/8/I,MSP,6.0,,DC,9E,8,I,MSP,,67.68,67,99,71.06,5.00%,0.06279287722586692,70.35,99,Cascaded,2027,70.35000000000001,99
D0,DC/9E/8/I,YHZ,6.0,,DC,9E,8,I,YHZ,,77.42,48,62,81.29,5.00%,0.04498594189315839,50.4,62,Cascaded,2027,50.400000000000006,62
D0,DC/9E/8/I,YUL,6.0,,DC,9E,8,I,YUL,,83.78,124,148,87.97,5.00%,0.1162136832239925,130.2,148,Cascaded,2027,130.20000000000002,148
D0,DC/9E/8/I,YYZ,6.0,,DC,9E,8,I,YYZ,,80.09,374,467,84.09,5.00%,0.35051546391752575,392.7,467,Cascaded,2027,392.70000000000005,467
D0,DC/9E/9/D,ABE,6.0,,DC,9E,9,D,ABE,,78.82,67,85,82.76,5.00%,0.004172375140117076,70.35,85,Cascaded,2027,70.35000000000001,85
D0,DC/9E/9/D,ABY,6.0,,DC,9E,9,D,ABY,,75.0,30,40,78.75,5.00%,0.0018682276746792876,31.5,40,Cascaded,2027,31.500000000000004,40
D0,DC/9E/9/D,AEX,6.0,,DC,9E,9,D,AEX,,77.78,70,90,81.67,5.00%,0.004359197907585004,73.5,90,Cascaded,2027,73.5,90
D0,DC/9E/9/D,AGS,6.0,,DC,9E,9,D,AGS,,82.44,108,131,86.56,5.00%,0.006725619628845435,113.4,131,Cascaded,2027,113.4,131
D0,DC/9E/9/D,ALB,6.0,,DC,9E,9,D,ALB,,91.86,79,86,96.45,5.00%,0.004919666209988791,82.95,86,Cascaded,2027,82.95,86
D0,DC/9E/9/D,ATL,6.0,,DC,9E,9,D,ATL,,78.6,1862,2369,82.53,5.00%,0.11595466434176112,1955.1,2369,Cascaded,2027,1955.1000000000001,2369
D0,DC/9E/9/D,AUS,6.0,,DC,9E,9,D,AUS,,77.78,70,90,81.67,5.00%,0.004359197907585004,73.5,90,Cascaded,2027,73.5,90
D0,DC/9E/9/D,AVL,6.0,,DC,9E,9,D,AVL,,71.67,43,60,75.25,5.00%,0.0026777930003736455,45.15,60,Cascaded,2027,45.150000000000006,60
D0,DC/9E/9/D,AZO,6.0,,DC,9E,9,D,AZO,,100.0,1,1,105.0,5.00%,6.227425582264292e-05,1.05,1,Cascaded,2027,1.05,1
D0,DC/9E/9/D,BGR,6.0,,DC,9E,9,D,BGR,,87.29,103,118,91.65,5.00%,0.006414248349732221,108.15,118,Cascaded,2027,108.15,118
D0,DC/9E/9/D,BHM,6.0,,DC,9E,9,D,BHM,,74.38,119,160,78.09,5.00%,0.0074106364428945075,124.95,160,Cascaded,2027,124.95000000000002,160
D0,DC/9E/9/D,BIS,6.0,,DC,9E,9,D,BIS,,85.71,18,21,90.0,5.00%,0.0011209366048075726,18.9,21,Cascaded,2027,18.900000000000002,21
D0,DC/9E/9/D,BMI,6.0,,DC,9E,9,D,BMI,,92.5,37,40,97.12,5.00%,0.002304147465437788,38.85,40,Cascaded,2027,38.85,40
D0,DC/9E/9/D,BNA,6.0,,DC,9E,9,D,BNA,,80.16,202,252,84.17,5.00%,0.01257939967617387,212.1,252,Cascaded,2027,212.10000000000002,252
D0,DC/9E/9/D,BQK,6.0,,DC,9E,9,D,BQK,,84.44,76,90,88.67,5.00%,0.004732843442520862,79.8,90,Cascaded,2027,79.80000000000001,90
D0,DC/9E/9/D,BTR,6.0,,DC,9E,9,D,BTR,,73.08,38,52,76.73,5.00%,0.002366421721260431,39.9,52,Cascaded,2027,39.900000000000006,52
D0,DC/9E/9/D,BTV,6.0,,DC,9E,9,D,BTV,,83.0,166,200,87.15,5.00%,0.010337526466558725,174.3,200,Cascaded,2027,174.3,200
D0,DC/9E/9/D,BUF,6.0,,DC,9E,9,D,BUF,,84.0,168,200,88.2,5.00%,0.010462074978204011,176.4,200,Cascaded,2027,176.4,200
D0,DC/9E/9/D,BWI,6.0,,DC,9E,9,D,BWI,,100.0,2,2,105.0,5.00%,0.00012454851164528583,2.1,2,Cascaded,2027,2.1,2
