KPI_Name,parent,node,Tier,sys,ml_dc_1,ml_dc_2,Mo_Nb,frst_flt_ind,dom_int,vendor,station,fleet,Baseline,Baseline_Num,Baseline_Den,Goal,Stretch,Contribution,KPI_Num,KPI_Den,Split,Source,Goal_Yr,YTD_Num,YTD_Den
D0,sys/DC/9E/4/First Flight,D,6.0,sys,DC,9E,4,First Flight,D,,,,85.12,2884,3388,89.38,5.00%,0.9325626204238922,3028,3388,False,Cascaded,2027,3028,3388
D0,sys/DC/9E/4/First Flight,I,6.0,sys,DC,9E,4,First Flight,I,,,,86.94,213,245,91.29,5.00%,0.0674373795761079,224,245,False,Cascaded,2027,223,245
D0,sys/DC/9E/4/First Flight/D,Delta,7.0,sys,DC,9E,4,First Flight,D,Delta,,,84.67,1607,1898,88.9,5.00%,0.5602125147579693,1687,1898,False,Cascaded,2027,1687,1898
D0,sys/DC/9E/4/First Flight/D,Menzies Aviation,7.0,sys,DC,9E,4,First Flight,D,Menzies Aviation,,,85.81,127,148,90.1,5.00%,0.043683589138134596,133,148,False,Cascaded,2027,133,148
D0,sys/DC/9E/4/First Flight/D,Unifi,7.0,sys,DC,9E,4,First Flight,D,Unifi,,,85.69,1150,1342,89.98,5.00%,0.3961038961038961,1208,1342,False,Cascaded,2027,1207,1342
D0,sys/DC/9E/4/First Flight/D/Delta,ALB,8.0,sys,DC,9E,4,First Flight,D,Delta,ALB,,96.43,27,28,101.25,5.00%,0.014752370916754479,28,28,False,Cascaded,2027,28,28
D0,sys/DC/9E/4/First Flight/D/Delta,ATL,8.0,sys,DC,9E,4,First Flight,D,Delta,ATL,,85.63,143,167,89.91,5.00%,0.08798735511064278,150,167,False,Cascaded,2027,150,167
D0,sys/DC/9E/4/First Flight/D/Delta,BHM,8.0,sys,DC,9E,4,First Flight,D,Delta,BHM,,81.48,22,27,85.56,5.00%,0.01422550052687039,23,27,False,Cascaded,2027,23,27
D0,sys/DC/9E/4/First Flight/D/Delta,BNA,8.0,sys,DC,9E,4,First Flight,D,Delta,BNA,,91.49,43,47,96.06,5.00%,0.02476290832455216,45,47,False,Cascaded,2027,45,47
D0,sys/DC/9E/4/First Flight/D/Delta,CAE,8.0,sys,DC,9E,4,First Flight,D,Delta,CAE,,81.48,22,27,85.56,5.00%,0.01422550052687039,23,27,False,Cascaded,2027,23,27
D0,sys/DC/9E/4/First Flight/D/Delta,CHS,8.0,sys,DC,9E,4,First Flight,D,Delta,CHS,,88.14,52,59,92.54,5.00%,0.03108535300316122,55,59,False,Cascaded,2027,54,59
D0,sys/DC/9E/4/First Flight/D/Delta,CLE,8.0,sys,DC,9E,4,First Flight,D,Delta,CLE,,80.3,53,66,84.32,5.00%,0.03477344573234984,56,66,False,Cascaded,2027,55,66
D0,sys/DC/9E/4/First Flight/D/Delta,CLT,8.0,sys,DC,9E,4,First Flight,D,Delta,CLT,,89.29,25,28,93.75,5.00%,0.014752370916754479,26,28,False,Cascaded,2027,26,28
D0,sys/DC/9E/4/First Flight/D/Delta,CMH,8.0,sys,DC,9E,4,First Flight,D,Delta,CMH,,85.19,23,27,89.44,5.00%,0.01422550052687039,24,27,False,Cascaded,2027,24,27
D0,sys/DC/9E/4/First Flight/D/Delta,CVG,8.0,sys,DC,9E,4,First Flight,D,Delta,CVG,,83.41,191,229,87.58,5.00%,0.12065331928345627,201,229,False,Cascaded,2027,200,229
D0,sys/DC/9E/4/First Flight/D/Delta,DCA,8.0,sys,DC,9E,4,First Flight,D,Delta,DCA,,79.31,23,29,83.28,5.00%,0.015279241306638568,24,29,False,Cascaded,2027,24,29
D0,sys/DC/9E/4/First Flight/D/Delta,DTW,8.0,sys,DC,9E,4,First Flight,D,Delta,DTW,,100.0,4,4,105.0,5.00%,0.002107481559536354,4,4,False,Cascaded,2027,4,4
D0,sys/DC/9E/4/First Flight/D/Delta,GRR,8.0,sys,DC,9E,4,First Flight,D,Delta,GRR,,80.0,12,15,84.0,5.00%,0.007903055848261328,13,15,False,Cascaded,2027,12,15
D0,sys/DC/9E/4/First Flight/D/Delta,GSO,8.0,sys,DC,9E,4,First Flight,D,Delta,GSO,,75.0,21,28,78.75,5.00%,0.014752370916754479,22,28,False,Cascaded,2027,22,28
D0,sys/DC/9E/4/First Flight/D/Delta,GSP,8.0,sys,DC,9E,4,First Flight,D,Delta,GSP,,86.67,52,60,91.0,5.00%,0.03161222339304531,55,60,False,Cascaded,2027,54,60
D0,sys/DC/9E/4/First Flight/D/Delta,HSV,8.0,sys,DC,9E,4,First Flight,D,Delta,HSV,,84.0,21,25,88.2,5.00%,0.013171759747102213,22,25,False,Cascaded,2027,22,25
D0,sys/DC/9E/4/First Flight/D/Delta,IND,8.0,sys,DC,9E,4,First Flight,D,Delta,IND,,88.06,59,67,92.46,5.00%,0.03530031612223393,62,67,False,Cascaded,2027,61,67
D0,sys/DC/9E/4/First Flight/D/Delta,JAN,8.0,sys,DC,9E,4,First Flight,D,Delta,JAN,,66.67,8,12,70.0,5.00%,0.006322444678609062,8,12,False,Cascaded,2027,8,12
D0,sys/DC/9E/4/First Flight/D/Delta,JAX,8.0,sys,DC,9E,4,First Flight,D,Delta,JAX,,86.67,26,30,91.0,5.00%,0.015806111696522657,27,30,False,Cascaded,2027,27,30
D0,sys/DC/9E/4/First Flight/D/Delta,JFK,8.0,sys,DC,9E,4,First Flight,D,Delta,JFK,,92.75,64,69,97.39,5.00%,0.03635405690200211,67,69,False,Cascaded,2027,67,69
D0,sys/DC/9E/4/First Flight/D/Delta,LEX,8.0,sys,DC,9E,4,First Flight,D,Delta,LEX,,94.59,35,37,99.32,5.00%,0.019494204425711276,37,37,False,Cascaded,2027,36,37
D0,sys/DC/9E/4/First Flight/D/Delta,LGA,8.0,sys,DC,9E,4,First Flight,D,Delta,LGA,,87.6,106,121,91.98,5.00%,0.06375131717597471,111,121,False,Cascaded,2027,111,121
D0,sys/DC/9E/4/First Flight/D/Delta,LIT,8.0,sys,DC,9E,4,First Flight,D,Delta,LIT,,80.0,20,25,84.0,5.00%,0.013171759747102213,21,25,False,Cascaded,2027,21,25
D0,sys/DC/9E/4/First Flight/D/Delta,MEM,8.0,sys,DC,9E,4,First Flight,D,Delta,MEM,,78.57,22,28,82.5,5.00%,0.014752370916754479,23,28,False,Cascaded,2027,23,28
D0,sys/DC/9E/4/First Flight/D/Delta,MKE,8.0,sys,DC,9E,4,First Flight,D,Delta,MKE,,85.19,23,27,89.44,5.00%,0.01422550052687039,24,27,False,Cascaded,2027,24,27
D0,sys/DC/9E/4/First Flight/D/Delta,MSN,8.0,sys,DC,9E,4,First Flight,D,Delta,MSN,,87.5,14,16,91.88,5.00%,0.008429926238145416,15,16,False,Cascaded,2027,14,16
D0,sys/DC/9E/4/First Flight/D/Delta,OKC,8.0,sys,DC,9E,4,First Flight,D,Delta,OKC,,82.14,23,28,86.25,5.00%,0.014752370916754479,24,28,False,Cascaded,2027,24,28
D0,sys/DC/9E/4/First Flight/D/Delta,ORD,8.0,sys,DC,9E,4,First Flight,D,Delta,ORD,,81.82,9,11,85.91,5.00%,0.005795574288724974,9,11,False,Cascaded,2027,9,11
D0,sys/DC/9E/4/First Flight/D/Delta,ORF,8.0,sys,DC,9E,4,First Flight,D,Delta,ORF,,82.95,73,88,87.1,5.00%,0.04636459430979979,77,88,False,Cascaded,2027,76,88
D0,sys/DC/9E/4/First Flight/D/Delta,PIT,8.0,sys,DC,9E,4,First Flight,D,Delta,PIT,,75.0,9,12,78.75,5.00%,0.006322444678609062,9,12,False,Cascaded,2027,9,12
D0,sys/DC/9E/4/First Flight/D/Delta,RDU,8.0,sys,DC,9E,4,First Flight,D,Delta,RDU,,79.0,158,200,82.95,5.00%,0.1053740779768177,166,200,False,Cascaded,2027,165,200
D0,sys/DC/9E/4/First Flight/D/Delta,RIC,8.0,sys,DC,9E,4,First Flight,D,Delta,RIC,,85.45,47,55,89.73,5.00%,0.02897787144362487,49,55,False,Cascaded,2027,49,55
D0,sys/DC/9E/4/First Flight/D/Delta,SAV,8.0,sys,DC,9E,4,First Flight,D,Delta,SAV,,83.33,15,18,87.5,5.00%,0.009483667017913594,16,18,False,Cascaded,2027,15,18
D0,sys/DC/9E/4/First Flight/D/Delta,SYR,8.0,sys,DC,9E,4,First Flight,D,Delta,SYR,,95.74,45,47,100.53,5.00%,0.02476290832455216,47,47,False,Cascaded,2027,47,47
D0,sys/DC/9E/4/First Flight/D/Delta,TYS,8.0,sys,DC,9E,4,First Flight,D,Delta,TYS,,82.98,117,141,87.13,5.00%,0.07428872497365648,123,141,False,Cascaded,2027,122,141
D0,sys/DC/9E/4/First Flight/D/Menzies Aviation,ABY,8.0,sys,DC,9E,4,First Flight,D,Menzies Aviation,ABY,,82.76,24,29,86.9,5.00%,0.19594594594594594,25,29,False,Cascaded,2027,25,29
D0,sys/DC/9E/4/First Flight/D/Menzies Aviation,BQK,8.0,sys,DC,9E,4,First Flight,D,Menzies Aviation,BQK,,80.0,24,30,84.0,5.00%,0.20270270270270271,25,30,False,Cascaded,2027,25,30
D0,sys/DC/9E/4/First Flight/D/Menzies Aviation,DHN,8.0,sys,DC,9E,4,First Flight,D,Menzies Aviation,DHN,,89.66,26,29,94.14,5.00%,0.19594594594594594,27,29,False,Cascaded,2027,27,29
D0,sys/DC/9E/4/First Flight/D/Menzies Aviation,GTR,8.0,sys,DC,9E,4,First Flight,D,Menzies Aviation,GTR,,86.67,26,30,91.0,5.00%,0.20270270270270271,27,30,False,Cascaded,2027,27,30
D0,sys/DC/9E/4/First Flight/D/Menzies Aviation,VLD,8.0,sys,DC,9E,4,First Flight,D,Menzies Aviation,VLD,,90.0,27,30,94.5,5.00%,0.20270270270270271,28,30,False,Cascaded,2027,28,30
D0,sys/DC/9E/4/First Flight/D/Unifi,ABE,8.0,sys,DC,9E,4,First Flight,D,Unifi,ABE,,90.0,27,30,94.5,5.00%,0.022354694485842028,28,30,False,Cascaded,2027,28,30
D0,sys/DC/9E/4/First Flight/D/Unifi,AEX,8.0,sys,DC,9E,4,First Flight,D,Unifi,AEX,,89.29,25,28,93.75,5.00%,0.020864381520119227,26,28,False,Cascaded,2027,26,28
D0,sys/DC/9E/4/First Flight/D/Unifi,AGS,8.0,sys,DC,9E,4,First Flight,D,Unifi,AGS,,82.46,47,57,86.58,5.00%,0.042473919523099854,49,57,False,Cascaded,2027,49,57
D0,sys/DC/9E/4/First Flight/D/Unifi,AVL,8.0,sys,DC,9E,4,First Flight,D,Unifi,AVL,,90.91,10,11,95.45,5.00%,0.00819672131147541,10,11,False,Cascaded,2027,10,11
D0,sys/DC/9E/4/First Flight/D/Unifi,BGR,8.0,sys,DC,9E,4,First Flight,D,Unifi,BGR,,85.71,18,21,90.0,5.00%,0.01564828614008942,19,21,False,Cascaded,2027,18,21
D0,sys/DC/9E/4/First Flight/D/Unifi,BIS,8.0,sys,DC,9E,4,First Flight,D,Unifi,BIS,,72.73,8,11,76.36,5.00%,0.00819672131147541,8,11,False,Cascaded,2027,8,11
D0,sys/DC/9E/4/First Flight/D/Unifi,BMI,8.0,sys,DC,9E,4,First Flight,D,Unifi,BMI,,100.0,29,29,105.0,5.00%,0.021609538002980627,30,29,False,Cascaded,2027,30,29
D0,sys/DC/9E/4/First Flight/D/Unifi,BTV,8.0,sys,DC,9E,4,First Flight,D,Unifi,BTV,,87.76,43,49,92.14,5.00%,0.03651266766020864,45,49,False,Cascaded,2027,45,49
D0,sys/DC/9E/4/First Flight/D/Unifi,BUF,8.0,sys,DC,9E,4,First Flight,D,Unifi,BUF,,85.11,40,47,89.36,5.00%,0.03502235469448584,42,47,False,Cascaded,2027,42,47
D0,sys/DC/9E/4/First Flight/D/Unifi,CHA,8.0,sys,DC,9E,4,First Flight,D,Unifi,CHA,,85.53,65,76,89.8,5.00%,0.05663189269746647,68,76,False,Cascaded,2027,68,76
D0,sys/DC/9E/4/First Flight/D/Unifi,CHO,8.0,sys,DC,9E,4,First Flight,D,Unifi,CHO,,90.74,49,54,95.28,5.00%,0.040238450074515646,51,54,False,Cascaded,2027,51,54
D0,sys/DC/9E/4/First Flight/D/Unifi,CRW,8.0,sys,DC,9E,4,First Flight,D,Unifi,CRW,,86.67,26,30,91.0,5.00%,0.022354694485842028,27,30,False,Cascaded,2027,27,30
D0,sys/DC/9E/4/First Flight/D/Unifi,CSG,8.0,sys,DC,9E,4,First Flight,D,Unifi,CSG,,79.31,23,29,83.28,5.00%,0.021609538002980627,24,29,False,Cascaded,2027,24,29
D0,sys/DC/9E/4/First Flight/D/Unifi,CWA,8.0,sys,DC,9E,4,First Flight,D,Unifi,CWA,,89.29,25,28,93.75,5.00%,0.020864381520119227,26,28,False,Cascaded,2027,26,28
D0,sys/DC/9E/4/First Flight/D/Unifi,DSM,8.0,sys,DC,9E,4,First Flight,D,Unifi,DSM,,85.54,71,83,89.82,5.00%,0.06184798807749627,75,83,False,Cascaded,2027,74,83
D0,sys/DC/9E/4/First Flight/D/Unifi,DTW,8.0,sys,DC,9E,4,First Flight,D,Unifi,DTW,,78.75,63,80,82.69,5.00%,0.05961251862891207,66,80,False,Cascaded,2027,66,80
D0,sys/DC/9E/4/First Flight/D/Unifi,EVV,8.0,sys,DC,9E,4,First Flight,D,Unifi,EVV,,96.43,27,28,101.25,5.00%,0.020864381520119227,28,28,False,Cascaded,2027,28,28
D0,sys/DC/9E/4/First Flight/D/Unifi,FAY,8.0,sys,DC,9E,4,First Flight,D,Unifi,FAY,,92.59,25,27,97.22,5.00%,0.020119225037257823,26,27,False,Cascaded,2027,26,27
D0,sys/DC/9E/4/First Flight/D/Unifi,FWA,8.0,sys,DC,9E,4,First Flight,D,Unifi,FWA,,68.97,20,29,72.41,5.00%,0.021609538002980627,21,29,False,Cascaded,2027,21,29
D0,sys/DC/9E/4/First Flight/D/Unifi,ILM,8.0,sys,DC,9E,4,First Flight,D,Unifi,ILM,,85.71,24,28,90.0,5.00%,0.020864381520119227,25,28,False,Cascaded,2027,25,28
D0,sys/DC/9E/4/First Flight/D/Unifi,ITH,8.0,sys,DC,9E,4,First Flight,D,Unifi,ITH,,95.45,21,22,100.23,5.00%,0.01639344262295082,22,22,False,Cascaded,2027,22,22
D0,sys/DC/9E/4/First Flight/D/Unifi,LFT,8.0,sys,DC,9E,4,First Flight,D,Unifi,LFT,,96.43,27,28,101.25,5.00%,0.020864381520119227,28,28,False,Cascaded,2027,28,28
D0,sys/DC/9E/4/First Flight/D/Unifi,MBS,8.0,sys,DC,9E,4,First Flight,D,Unifi,MBS,,89.29,25,28,93.75,5.00%,0.020864381520119227,26,28,False,Cascaded,2027,26,28
D0,sys/DC/9E/4/First Flight/D/Unifi,MDT,8.0,sys,DC,9E,4,First Flight,D,Unifi,MDT,,78.57,22,28,82.5,5.00%,0.020864381520119227,23,28,False,Cascaded,2027,23,28
D0,sys/DC/9E/4/First Flight/D/Unifi,MGM,8.0,sys,DC,9E,4,First Flight,D,Unifi,MGM,,75.0,21,28,78.75,5.00%,0.020864381520119227,22,28,False,Cascaded,2027,22,28
D0,sys/DC/9E/4/First Flight/D/Unifi,MLI,8.0,sys,DC,9E,4,First Flight,D,Unifi,MLI,,86.21,25,29,90.52,5.00%,0.021609538002980627,26,29,False,Cascaded,2027,26,29
D0,sys/DC/9E/4/First Flight/D/Unifi,MLU,8.0,sys,DC,9E,4,First Flight,D,Unifi,MLU,,76.67,23,30,80.5,5.00%,0.022354694485842028,24,30,False,Cascaded,2027,24,30
D0,sys/DC/9E/4/First Flight/D/Unifi,MSP,8.0,sys,DC,9E,4,First Flight,D,Unifi,MSP,,87.72,50,57,92.11,5.00%,0.042473919523099854,52,57,False,Cascaded,2027,52,57
D0,sys/DC/9E/4/First Flight/D/Unifi,OMA,8.0,sys,DC,9E,4,First Flight,D,Unifi,OMA,,93.1,27,29,97.76,5.00%,0.021609538002980627,28,29,False,Cascaded,2027,28,29
D0,sys/DC/9E/4/First Flight/D/Unifi,PWM,8.0,sys,DC,9E,4,First Flight,D,Unifi,PWM,,83.33,25,30,87.5,5.00%,0.022354694485842028,26,30,False,Cascaded,2027,26,30
D0,sys/DC/9E/4/First Flight/D/Unifi,RAP,8.0,sys,DC,9E,4,First Flight,D,Unifi,RAP,,100.0,10,10,105.0,5.00%,0.007451564828614009,10,10,False,Cascaded,2027,10,10
D0,sys/DC/9E/4/First Flight/D/Unifi,ROA,8.0,sys,DC,9E,4,First Flight,D,Unifi,ROA,,88.89,24,27,93.33,5.00%,0.020119225037257823,25,27,False,Cascaded,2027,25,27
D0,sys/DC/9E/4/First Flight/D/Unifi,ROC,8.0,sys,DC,9E,4,First Flight,D,Unifi,ROC,,88.71,55,62,93.15,5.00%,0.046199701937406856,58,62,False,Cascaded,2027,57,62
D0,sys/DC/9E/4/First Flight/D/Unifi,RST,8.0,sys,DC,9E,4,First Flight,D,Unifi,RST,,86.67,26,30,91.0,5.00%,0.022354694485842028,27,30,False,Cascaded,2027,27,30
D0,sys/DC/9E/4/First Flight/D/Unifi,SGF,8.0,sys,DC,9E,4,First Flight,D,Unifi,SGF,,74.07,20,27,77.78,5.00%,0.020119225037257823,21,27,False,Cascaded,2027,21,27
D0,sys/DC/9E/4/First Flight/D/Unifi,TRI,8.0,sys,DC,9E,4,First Flight,D,Unifi,TRI,,90.0,27,30,94.5,5.00%,0.022354694485842028,28,30,False,Cascaded,2027,28,30
D0,sys/DC/9E/4/First Flight/D/Unifi,TUL,8.0,sys,DC,9E,4,First Flight,D,Unifi,TUL,,73.08,19,26,76.73,5.00%,0.019374068554396422,20,26,False,Cascaded,2027,19,26
D0,sys/DC/9E/4/First Flight/D/Unifi,XNA,8.0,sys,DC,9E,4,First Flight,D,Unifi,XNA,,82.61,38,46,86.74,5.00%,0.03427719821162444,40,46,False,Cascaded,2027,39,46
D0,sys/DC/9E/4/First Flight/I,Delta,7.0,sys,DC,9E,4,First Flight,I,Delta,,,87.24,212,243,91.6,5.00%,0.9918367346938776,223,243,False,Cascaded,2027,222,243
D0,sys/DC/9E/4/First Flight/I,Unifi,7.0,sys,DC,9E,4,First Flight,I,Unifi,,,50.0,1,2,52.5,5.00%,0.00816326530612245,1,2,False,Cascaded,2027,1,2
D0,sys/DC/9E/4/First Flight/I/Delta,ATL,8.0,sys,DC,9E,4,First Flight,I,Delta,ATL,,100.0,3,3,105.0,5.00%,0.012345679012345678,3,3,False,Cascaded,2027,3,3
D0,sys/DC/9E/4/First Flight/I/Delta,LGA,8.0,sys,DC,9E,4,First Flight,I,Delta,LGA,,86.0,43,50,90.3,5.00%,0.205761316872428,45,50,False,Cascaded,2027,45,50
D0,sys/DC/9E/4/First Flight/I/Delta,YUL,8.0,sys,DC,9E,4,First Flight,I,Delta,YUL,,88.14,52,59,92.54,5.00%,0.24279835390946503,55,59,False,Cascaded,2027,54,59
D0,sys/DC/9E/4/First Flight/I/Delta,YYZ,8.0,sys,DC,9E,4,First Flight,I,Delta,YYZ,,87.02,114,131,91.37,5.00%,0.5390946502057613,120,131,False,Cascaded,2027,119,131
D0,sys/DC/9E/4/First Flight/I/Unifi,DTW,8.0,sys,DC,9E,4,First Flight,I,Unifi,DTW,,50.0,1,2,52.5,5.00%,1.0,1,2,False,Cascaded,2027,1,2
D0,sys/DC/9E/4/Not First Flight,CRJ-700,6.1,sys,DC,9E,4,Not First Flight,,,,CRJ-700,67.86,2025,2984,71.26,5.00%,0.1564187241180479,2126,2984,True,Cascaded,2027,2126,2984
D0,sys/DC/9E/4/Not First Flight,CRJ-900,6.1,sys,DC,9E,4,Not First Flight,,,,CRJ-900,66.18,10650,16093,69.49,5.00%,0.8435812758819521,11183,16093,True,Cascaded,2027,11182,16093
D0,sys/DC/9E/4/Not First Flight,D,6.0,sys,DC,9E,4,Not First Flight,D,,,,66.25,11894,17954,69.56,5.00%,0.9411333018818473,12489,17954,False,Cascaded,2027,12488,17954
D0,sys/DC/9E/4/Not First Flight,I,6.0,sys,DC,9E,4,Not First Flight,I,,,,69.55,781,1123,73.02,5.00%,0.05886669811815275,820,1123,False,Cascaded,2027,820,1123
D0,sys/DC/9E/4/Not First Flight/D,Delta,7.0,sys,DC,9E,4,Not First Flight,D,Delta,,,65.97,8054,12208,69.27,5.00%,0.6799598975158739,8457,12208,False,Cascaded,2027,8456,12208
D0,sys/DC/9E/4/Not First Flight/D,Menzies Aviation,7.0,sys,DC,9E,4,Not First Flight,D,Menzies Aviation,,,68.75,198,288,72.19,5.00%,0.016040993650440014,208,288,False,Cascaded,2027,207,288
D0,sys/DC/9E/4/Not First Flight/D,Unifi,7.0,sys,DC,9E,4,Not First Flight,D,Unifi,,,66.73,3642,5458,70.06,5.00%,0.3039991088336861,3824,5458,False,Cascaded,2027,3824,5458
D0,sys/DC/9E/4/Not First Flight/D/Delta,ALB,8.0,sys,DC,9E,4,Not First Flight,D,Delta,ALB,,84.38,27,32,88.59,5.00%,0.002621231979030144,28,32,False,Cascaded,2027,28,32
D0,sys/DC/9E/4/Not First Flight/D/Delta,ATL,8.0,sys,DC,9E,4,Not First Flight,D,Delta,ATL,,66.07,2000,3027,69.38,5.00%,0.2479521625163827,2100,3027,False,Cascaded,2027,2100,3027
D0,sys/DC/9E/4/Not First Flight/D/Delta,AUS,8.0,sys,DC,9E,4,Not First Flight,D,Delta,AUS,,87.36,76,87,91.72,5.00%,0.007126474442988204,80,87,False,Cascaded,2027,79,87
D0,sys/DC/9E/4/Not First Flight/D/Delta,BHM,8.0,sys,DC,9E,4,Not First Flight,D,Delta,BHM,,61.02,36,59,64.07,5.00%,0.004832896461336829,38,59,False,Cascaded,2027,37,59
D0,sys/DC/9E/4/Not First Flight/D/Delta,BNA,8.0,sys,DC,9E,4,Not First Flight,D,Delta,BNA,,71.43,105,147,75.0,5.00%,0.012041284403669725,110,147,False,Cascaded,2027,110,147
D0,sys/DC/9E/4/Not First Flight/D/Delta,CAE,8.0,sys,DC,9E,4,Not First Flight,D,Delta,CAE,,80.49,66,82,84.51,5.00%,0.006716906946264744,69,82,False,Cascaded,2027,69,82
D0,sys/DC/9E/4/Not First Flight/D/Delta,CHS,8.0,sys,DC,9E,4,Not First Flight,D,Delta,CHS,,56.43,79,140,59.25,5.00%,0.011467889908256881,83,140,False,Cascaded,2027,82,140
D0,sys/DC/9E/4/Not First Flight/D/Delta,CLE,8.0,sys,DC,9E,4,Not First Flight,D,Delta,CLE,,65.5,150,229,68.78,5.00%,0.01875819134993447,158,229,False,Cascaded,2027,157,229
D0,sys/DC/9E/4/Not First Flight/D/Delta,CLT,8.0,sys,DC,9E,4,Not First Flight,D,Delta,CLT,,65.62,126,192,68.91,5.00%,0.015727391874180863,132,192,False,Cascaded,2027,132,192
D0,sys/DC/9E/4/Not First Flight/D/Delta,CMH,8.0,sys,DC,9E,4,Not First Flight,D,Delta,CMH,,64.2,52,81,67.41,5.00%,0.006634993446920053,55,81,False,Cascaded,2027,54,81
D0,sys/DC/9E/4/Not First Flight/D/Delta,CVG,8.0,sys,DC,9E,4,Not First Flight,D,Delta,CVG,,67.91,328,483,71.3,5.00%,0.03956422018348624,344,483,False,Cascaded,2027,344,483
D0,sys/DC/9E/4/Not First Flight/D/Delta,DCA,8.0,sys,DC,9E,4,Not First Flight,D,Delta,DCA,,57.56,118,205,60.44,5.00%,0.01679226736566186,124,205,False,Cascaded,2027,123,205
D0,sys/DC/9E/4/Not First Flight/D/Delta,DTW,8.0,sys,DC,9E,4,Not First Flight,D,Delta,DTW,,62.11,118,190,65.21,5.00%,0.015563564875491482,124,190,False,Cascaded,2027,123,190
D0,sys/DC/9E/4/Not First Flight/D/Delta,EWR,8.0,sys,DC,9E,4,Not First Flight,D,Delta,EWR,,74.84,119,159,78.58,5.00%,0.013024246395806028,125,159,False,Cascaded,2027,124,159
D0,sys/DC/9E/4/Not First Flight/D/Delta,GRB,8.0,sys,DC,9E,4,Not First Flight,D,Delta,GRB,,100.0,2,2,105.0,5.00%,0.000163826998689384,2,2,False,Cascaded,2027,2,2
D0,sys/DC/9E/4/Not First Flight/D/Delta,GRR,8.0,sys,DC,9E,4,Not First Flight,D,Delta,GRR,,68.09,64,94,71.49,5.00%,0.007699868938401048,67,94,False,Cascaded,2027,67,94
D0,sys/DC/9E/4/Not First Flight/D/Delta,GSO,8.0,sys,DC,9E,4,Not First Flight,D,Delta,GSO,,69.05,58,84,72.5,5.00%,0.006880733944954129,61,84,False,Cascaded,2027,60,84
D0,sys/DC/9E/4/Not First Flight/D/Delta,GSP,8.0,sys,DC,9E,4,Not First Flight,D,Delta,GSP,,61.18,52,85,64.24,5.00%,0.006962647444298821,55,85,False,Cascaded,2027,54,85
D0,sys/DC/9E/4/Not First Flight/D/Delta,HSV,8.0,sys,DC,9E,4,Not First Flight,D,Delta,HSV,,70.83,51,72,74.38,5.00%,0.005897771952817824,54,72,False,Cascaded,2027,53,72
D0,sys/DC/9E/4/Not First Flight/D/Delta,IAD,8.0,sys,DC,9E,4,Not First Flight,D,Delta,IAD,,75.86,22,29,79.66,5.00%,0.002375491480996068,23,29,False,Cascaded,2027,23,29
D0,sys/DC/9E/4/Not First Flight/D/Delta,IND,8.0,sys,DC,9E,4,Not First Flight,D,Delta,IND,,67.7,109,161,71.09,5.00%,0.013188073394495414,114,161,False,Cascaded,2027,114,161
D0,sys/DC/9E/4/Not First Flight/D/Delta,JAN,8.0,sys,DC,9E,4,Not First Flight,D,Delta,JAN,,75.0,42,56,78.75,5.00%,0.0045871559633027525,44,56,False,Cascaded,2027,44,56
D0,sys/DC/9E/4/Not First Flight/D/Delta,JAX,8.0,sys,DC,9E,4,Not First Flight,D,Delta,JAX,,68.1,79,116,71.51,5.00%,0.009501965923984272,83,116,False,Cascaded,2027,82,116
D0,sys/DC/9E/4/Not First Flight/D/Delta,JFK,8.0,sys,DC,9E,4,Not First Flight,D,Delta,JFK,,72.13,1390,1927,75.74,5.00%,0.15784731323722148,1460,1927,False,Cascaded,2027,1459,1927
D0,sys/DC/9E/4/Not First Flight/D/Delta,LEX,8.0,sys,DC,9E,4,Not First Flight,D,Delta,LEX,,63.64,28,44,66.82,5.00%,0.0036041939711664484,29,44,False,Cascaded,2027,29,44
D0,sys/DC/9E/4/Not First Flight/D/Delta,LGA,8.0,sys,DC,9E,4,Not First Flight,D,Delta,LGA,,60.95,1472,2415,64.0,5.00%,0.1978211009174312,1546,2415,False,Cascaded,2027,1545,2415
D0,sys/DC/9E/4/Not First Flight/D/Delta,MCI,8.0,sys,DC,9E,4,Not First Flight,D,Delta,MCI,,71.3,77,108,74.86,5.00%,0.008846657929226736,81,108,False,Cascaded,2027,80,108
D0,sys/DC/9E/4/Not First Flight/D/Delta,MCO,8.0,sys,DC,9E,4,Not First Flight,D,Delta,MCO,,44.44,4,9,46.67,5.00%,0.000737221494102228,4,9,False,Cascaded,2027,4,9
D0,sys/DC/9E/4/Not First Flight/D/Delta,MDW,8.0,sys,DC,9E,4,Not First Flight,D,Delta,MDW,,60.0,54,90,63.0,5.00%,0.00737221494102228,57,90,False,Cascaded,2027,56,90
D0,sys/DC/9E/4/Not First Flight/D/Delta,MEM,8.0,sys,DC,9E,4,Not First Flight,D,Delta,MEM,,56.25,18,32,59.06,5.00%,0.002621231979030144,19,32,False,Cascaded,2027,18,32
D0,sys/DC/9E/4/Not First Flight/D/Delta,MKE,8.0,sys,DC,9E,4,Not First Flight,D,Delta,MKE,,67.65,23,34,71.03,5.00%,0.002785058977719528,24,34,False,Cascaded,2027,24,34
D0,sys/DC/9E/4/Not First Flight/D/Delta,MOB,8.0,sys,DC,9E,4,Not First Flight,D,Delta,MOB,,67.86,38,56,71.25,5.00%,0.0045871559633027525,40,56,False,Cascaded,2027,39,56
